
Number of requests,Medium response time,Error percentage,Throughput
95.786494ms,true,-,May  8 14:24:31.590531039
96.567467ms,true,-,May  8 14:24:31.590588554
99.615443ms,true,-,May  8 14:24:31.591062131
96.510802ms,true,-,May  8 14:24:31.591232447
96.518607ms,true,-,May  8 14:24:31.591330604
100.872409ms,true,-,May  8 14:24:31.591515752
100.392566ms,true,-,May  8 14:24:31.591775640
100.628947ms,true,-,May  8 14:24:31.591943725
97.405763ms,true,-,May  8 14:24:31.592237720
104.930211ms,true,-,May  8 14:24:31.598902154
104.899673ms,true,-,May  8 14:24:31.599767009
108.634132ms,true,-,May  8 14:24:31.599990329
108.877067ms,true,-,May  8 14:24:31.600218976
27.767285ms,true,-,May  8 14:24:31.600440115
110.195493ms,true,-,May  8 14:24:31.600899376
27.093002ms,true,-,May  8 14:24:31.600933892
27.310622ms,true,-,May  8 14:24:31.600999296
18.599235ms,true,-,May  8 14:24:31.601063046
26.796796ms,true,-,May  8 14:24:31.601182601
110.752862ms,true,-,May  8 14:24:31.601219328
26.563157ms,true,-,May  8 14:24:31.601730757
107.821559ms,true,-,May  8 14:24:31.601818941
106.866183ms,true,-,May  8 14:24:31.601825500
107.861909ms,true,-,May  8 14:24:31.601843114
107.170692ms,true,-,May  8 14:24:31.601904789
19.975629ms,true,-,May  8 14:24:31.602045908
111.769721ms,true,-,May  8 14:24:31.602208706
29.174548ms,true,-,May  8 14:24:31.604353694
21.889706ms,true,-,May  8 14:24:31.604421421
29.567279ms,true,-,May  8 14:24:31.604938620
18.56961ms,true,-,May  8 14:24:31.605018857
23.125021ms,true,-,May  8 14:24:31.605177843
19.445933ms,true,-,May  8 14:24:31.605248373
110.681819ms,true,-,May  8 14:24:31.605474836
31.611944ms,true,-,May  8 14:24:31.605736109
115.056402ms,true,-,May  8 14:24:31.605975840
29.682154ms,true,-,May  8 14:24:31.606109894
111.315055ms,true,-,May  8 14:24:31.606132772
24.011863ms,true,-,May  8 14:24:31.606378287
22.817265ms,true,-,May  8 14:24:31.606441501
32.862791ms,true,-,May  8 14:24:31.606452779
63.638561ms,true,-,May  8 14:24:31.632506833
50.41462ms,true,-,May  8 14:24:31.632732121
59.4851ms,true,-,May  8 14:24:31.632766992
58.660498ms,true,-,May  8 14:24:31.632780729
55.958381ms,true,-,May  8 14:24:31.632817166
50.513925ms,true,-,May  8 14:24:31.632884353
58.446708ms,true,-,May  8 14:24:31.632911259
60.528267ms,true,-,May  8 14:24:31.633942934
59.683808ms,true,-,May  8 14:24:31.633986202
58.72632ms,true,-,May  8 14:24:31.634133971
54.683543ms,true,-,May  8 14:24:31.635470487
60.805188ms,true,-,May  8 14:24:31.635472274
64.185432ms,true,-,May  8 14:24:31.635535096
61.198785ms,true,-,May  8 14:24:31.635639304
54.016359ms,true,-,May  8 14:24:31.635700412
54.085165ms,true,-,May  8 14:24:31.635763721
66.815927ms,true,-,May  8 14:24:31.635782496
62.782475ms,true,-,May  8 14:24:31.635865417
62.20581ms,true,-,May  8 14:24:31.636951065
55.016788ms,true,-,May  8 14:24:31.636979662
68.436956ms,true,-,May  8 14:24:31.637997733
56.469702ms,true,-,May  8 14:24:31.638509197
5.598333ms,true,-,May  8 14:24:31.638513614
144.077568ms,true,-,May  8 14:24:31.638836994
52.887729ms,true,-,May  8 14:24:31.639646798
7.75968ms,true,-,May  8 14:24:31.643545471
54.813411ms,true,-,May  8 14:24:31.643725418
56.778562ms,true,-,May  8 14:24:31.643730005
63.680978ms,true,-,May  8 14:24:31.643848793
9.715869ms,true,-,May  8 14:24:31.643861684
63.506839ms,true,-,May  8 14:24:31.643967447
149.751565ms,true,-,May  8 14:24:31.644182660
43.327507ms,true,-,May  8 14:24:31.644289016
55.713459ms,true,-,May  8 14:24:31.644410841
5.999477ms,true,-,May  8 14:24:31.644517701
12.177996ms,true,-,May  8 14:24:31.644962433
44.173035ms,true,-,May  8 14:24:31.650155206
12.050838ms,true,-,May  8 14:24:31.650564982
60.777219ms,true,-,May  8 14:24:31.650565539
49.656711ms,true,-,May  8 14:24:31.650564980
45.738011ms,true,-,May  8 14:24:31.650684896
49.736886ms,true,-,May  8 14:24:31.651587112
13.596292ms,true,-,May  8 14:24:31.651601431
79.806892ms,true,-,May  8 14:24:31.651668303
47.407428ms,true,-,May  8 14:24:31.651833915
51.975543ms,true,-,May  8 14:24:31.652200212
63.764848ms,true,-,May  8 14:24:31.652641253
62.074461ms,true,-,May  8 14:24:31.652664958
54.216161ms,true,-,May  8 14:24:31.653126324
46.766992ms,true,-,May  8 14:24:31.653212679
19.271027ms,true,-,May  8 14:24:31.653262133
52.406529ms,true,-,May  8 14:24:31.654243729
159.735608ms,true,-,May  8 14:24:31.654244207
48.130276ms,true,-,May  8 14:24:31.654243754
64.001866ms,true,-,May  8 14:24:31.654251243
49.243849ms,true,-,May  8 14:24:31.654269078
66.625492ms,true,-,May  8 14:24:31.654703436
19.588767ms,true,-,May  8 14:24:31.655233595
68.704945ms,true,-,May  8 14:24:31.656190593
66.470457ms,true,-,May  8 14:24:31.657004177
13.451318ms,true,-,May  8 14:24:31.657424980
71.999495ms,true,-,May  8 14:24:31.659088087
27.536069ms,true,-,May  8 14:24:31.660358048
143.226996ms,true,-,May  8 14:24:31.732239603
96.729547ms,true,-,May  8 14:24:31.732268908
131.703025ms,true,-,May  8 14:24:31.732926803
97.179871ms,true,-,May  8 14:24:31.732948669
100.185588ms,true,-,May  8 14:24:31.732958109
96.036049ms,true,-,May  8 14:24:31.733036874
93.699372ms,true,-,May  8 14:24:31.733350006
133.188815ms,true,-,May  8 14:24:31.734194104
130.164848ms,true,-,May  8 14:24:31.735417720
152.302238ms,true,-,May  8 14:24:31.735606195
146.363797ms,true,-,May  8 14:24:31.735983446
99.403818ms,true,-,May  8 14:24:31.736360325
100.680154ms,true,-,May  8 14:24:31.736393666
156.420946ms,true,-,May  8 14:24:31.736717742
103.951266ms,true,-,May  8 14:24:31.736838624
135.618911ms,true,-,May  8 14:24:31.737446097
92.993221ms,true,-,May  8 14:24:31.737514892
103.559714ms,true,-,May  8 14:24:31.739037723
168.809022ms,true,-,May  8 14:24:31.739068776
159.312714ms,true,-,May  8 14:24:31.739083298
166.674117ms,true,-,May  8 14:24:31.739208777
95.751139ms,true,-,May  8 14:24:31.739302916
138.457323ms,true,-,May  8 14:24:31.739531899
87.714945ms,true,-,May  8 14:24:31.739554907
94.632252ms,true,-,May  8 14:24:31.739599888
138.49691ms,true,-,May  8 14:24:31.739688887
137.709396ms,true,-,May  8 14:24:31.739924488
168.867019ms,true,-,May  8 14:24:31.739991864
134.906117ms,true,-,May  8 14:24:31.741043616
97.404587ms,true,-,May  8 14:24:31.741826443
140.180272ms,true,-,May  8 14:24:31.742109055
8.129803ms,true,-,May  8 14:24:31.743552070
7.571508ms,true,-,May  8 14:24:31.743558199
93.700849ms,true,-,May  8 14:24:31.744041868
93.667673ms,true,-,May  8 14:24:31.744242219
137.793086ms,true,-,May  8 14:24:31.744249169
12.027721ms,true,-,May  8 14:24:31.744427957
181.673851ms,true,-,May  8 14:24:31.835924735
200.060233ms,true,-,May  8 14:24:31.835928766
244.691118ms,true,-,May  8 14:24:31.835928490
175.564633ms,true,-,May  8 14:24:31.835935357
197.10366ms,true,-,May  8 14:24:31.835949368
243.707993ms,true,-,May  8 14:24:31.835949612
203.532826ms,true,-,May  8 14:24:31.836272198
342.186011ms,true,-,May  8 14:24:31.836680159
185.023722ms,true,-,May  8 14:24:31.836702497
248.406522ms,true,-,May  8 14:24:31.836706987
182.483436ms,true,-,May  8 14:24:31.836735674
182.463966ms,true,-,May  8 14:24:31.836738576
256.088224ms,true,-,May  8 14:24:31.836744650
184.604851ms,true,-,May  8 14:24:31.836810495
179.491549ms,true,-,May  8 14:24:31.836926319
185.132963ms,true,-,May  8 14:24:31.836933005
201.477837ms,true,-,May  8 14:24:31.836953569
235.235206ms,true,-,May  8 14:24:31.836972894
193.458418ms,true,-,May  8 14:24:31.837190489
183.135681ms,true,-,May  8 14:24:31.837390660
107.199626ms,true,-,May  8 14:24:31.839616893
252.823531ms,true,-,May  8 14:24:31.839886614
187.34775ms,true,-,May  8 14:24:31.840025409
189.591638ms,true,-,May  8 14:24:31.840382740
103.681608ms,true,-,May  8 14:24:31.840402723
186.026402ms,true,-,May  8 14:24:31.840737393
107.822343ms,true,-,May  8 14:24:31.840785768
251.393719ms,true,-,May  8 14:24:31.843175301
199.797184ms,true,-,May  8 14:24:31.843539261
108.168679ms,true,-,May  8 14:24:31.843779404
107.535773ms,true,-,May  8 14:24:31.843945484
186.953435ms,true,-,May  8 14:24:31.843965546
188.866468ms,true,-,May  8 14:24:31.844107225
200.253533ms,true,-,May  8 14:24:31.844113980
109.928351ms,true,-,May  8 14:24:31.844126137
253.063792ms,true,-,May  8 14:24:31.844582441
243.744025ms,true,-,May  8 14:24:31.848102261
204.118106ms,true,-,May  8 14:24:31.848331177
257.342772ms,true,-,May  8 14:24:31.848407787
115.636887ms,true,-,May  8 14:24:31.848593340
109.106839ms,true,-,May  8 14:24:31.848665116
258.150722ms,true,-,May  8 14:24:31.848682229
115.884288ms,true,-,May  8 14:24:31.848817215
111.321042ms,true,-,May  8 14:24:31.848844437
112.006126ms,true,-,May  8 14:24:31.848849137
243.783109ms,true,-,May  8 14:24:31.848970753
215.061715ms,true,-,May  8 14:24:31.849009829
111.790005ms,true,-,May  8 14:24:31.849240155
269.10092ms,true,-,May  8 14:24:31.849339924
355.498333ms,true,-,May  8 14:24:31.849484114
260.751008ms,true,-,May  8 14:24:31.849530561
113.223008ms,true,-,May  8 14:24:31.849587235
249.331461ms,true,-,May  8 14:24:31.849777160
264.035289ms,true,-,May  8 14:24:31.849818200
244.179195ms,true,-,May  8 14:24:31.849920939
108.038055ms,true,-,May  8 14:24:31.850154234
206.027831ms,true,-,May  8 14:24:31.850324505
15.748282ms,true,-,May  8 14:24:31.852253051
110.422562ms,true,-,May  8 14:24:31.852256604
108.710049ms,true,-,May  8 14:24:31.852278192
111.065734ms,true,-,May  8 14:24:31.852324310
15.958694ms,true,-,May  8 14:24:31.852561190
252.645917ms,true,-,May  8 14:24:31.852645709
112.958233ms,true,-,May  8 14:24:31.852886484
201.632176ms,true,-,May  8 14:24:31.853244205
110.060266ms,true,-,May  8 14:24:31.853629339
17.701485ms,true,-,May  8 14:24:31.854448273
18.173706ms,true,-,May  8 14:24:31.854455206
252.465457ms,true,-,May  8 14:24:31.854515945
211.08902ms,true,-,May  8 14:24:31.854961747
201.80079ms,true,-,May  8 14:24:31.855027487
18.723562ms,true,-,May  8 14:24:31.855128461
192.169418ms,true,-,May  8 14:24:31.931863508
92.9934ms,true,-,May  8 14:24:31.933792903
96.870455ms,true,-,May  8 14:24:31.933809438
96.435647ms,true,-,May  8 14:24:31.933831231
94.226299ms,true,-,May  8 14:24:31.933849905
97.790273ms,true,-,May  8 14:24:31.933866943
97.175517ms,true,-,May  8 14:24:31.933867906
97.658855ms,true,-,May  8 14:24:31.934003983
281.397909ms,true,-,May  8 14:24:31.934046846
94.529405ms,true,-,May  8 14:24:31.934422993
91.465027ms,true,-,May  8 14:24:31.934648189
98.035594ms,true,-,May  8 14:24:31.934748816
84.506842ms,true,-,May  8 14:24:31.934790631
94.773814ms,true,-,May  8 14:24:31.934807426
98.039065ms,true,-,May  8 14:24:31.934855637
90.274022ms,true,-,May  8 14:24:31.934862479
343.715528ms,true,-,May  8 14:24:31.935051872
329.534887ms,true,-,May  8 14:24:31.935104886
91.562539ms,true,-,May  8 14:24:31.935107582
82.42004ms,true,-,May  8 14:24:31.936882197
88.572696ms,true,-,May  8 14:24:31.937821208
208.591065ms,true,-,May  8 14:24:31.941632137
89.92705ms,true,-,May  8 14:24:31.942578956
105.841206ms,true,-,May  8 14:24:31.942583428
105.880807ms,true,-,May  8 14:24:31.942588587
94.291949ms,true,-,May  8 14:24:31.942979495
92.994679ms,true,-,May  8 14:24:31.943119528
106.379271ms,true,-,May  8 14:24:31.943128648
106.963203ms,true,-,May  8 14:24:31.943647517
88.615842ms,true,-,May  8 14:24:31.943650214
11.744644ms,true,-,May  8 14:24:31.943769966
107.534678ms,true,-,May  8 14:24:31.944511803
94.173305ms,true,-,May  8 14:24:31.946465991
358.684207ms,true,-,May  8 14:24:31.946674958
207.626592ms,true,-,May  8 14:24:31.946933762
97.251896ms,true,-,May  8 14:24:31.947411072
296.544992ms,true,-,May  8 14:24:31.947481908
214.140011ms,true,-,May  8 14:24:31.947497591
13.712702ms,true,-,May  8 14:24:31.947555046
288.696521ms,true,-,May  8 14:24:31.947794365
95.717548ms,true,-,May  8 14:24:31.948030185
107.590729ms,true,-,May  8 14:24:31.948338252
209.248016ms,true,-,May  8 14:24:31.948461476
108.351287ms,true,-,May  8 14:24:31.948742112
111.87644ms,true,-,May  8 14:24:31.948808509
94.477642ms,true,-,May  8 14:24:31.949002126
296.346378ms,true,-,May  8 14:24:31.949479062
210.650061ms,true,-,May  8 14:24:31.949738510
101.231394ms,true,-,May  8 14:24:31.949836065
97.615895ms,true,-,May  8 14:24:31.949901292
105.965579ms,true,-,May  8 14:24:31.949916103
106.255716ms,true,-,May  8 14:24:31.950041977
105.926001ms,true,-,May  8 14:24:31.950047723
97.341231ms,true,-,May  8 14:24:31.950234000
104.23939ms,true,-,May  8 14:24:31.952574088
112.162973ms,true,-,May  8 14:24:31.952575115
299.356349ms,true,-,May  8 14:24:31.952627920
108.957744ms,true,-,May  8 14:24:31.952951482
207.904048ms,true,-,May  8 14:24:31.952982688
104.49919ms,true,-,May  8 14:24:31.953172355
103.443873ms,true,-,May  8 14:24:31.953377029
104.442841ms,true,-,May  8 14:24:31.953458062
104.804604ms,true,-,May  8 14:24:31.953633223
116.701356ms,true,-,May  8 14:24:31.953658518
105.281012ms,true,-,May  8 14:24:31.953697739
104.428965ms,true,-,May  8 14:24:31.953776320
105.25141ms,true,-,May  8 14:24:31.954106456
101.624668ms,true,-,May  8 14:24:31.954197095
214.922951ms,true,-,May  8 14:24:31.954460674
294.088956ms,true,-,May  8 14:24:32.033161806
288.908634ms,true,-,May  8 14:24:32.033163421
288.953364ms,true,-,May  8 14:24:32.033203589
289.155735ms,true,-,May  8 14:24:32.033217868
293.397567ms,true,-,May  8 14:24:32.033392506
184.602784ms,true,-,May  8 14:24:32.034096171
179.340846ms,true,-,May  8 14:24:32.034475320
197.255617ms,true,-,May  8 14:24:32.034478613
101.121424ms,true,-,May  8 14:24:32.034926662
384.372889ms,true,-,May  8 14:24:32.035065955
443.512096ms,true,-,May  8 14:24:32.035459323
457.764955ms,true,-,May  8 14:24:32.037593362
185.296717ms,true,-,May  8 14:24:32.037638026
102.777907ms,true,-,May  8 14:24:32.037892963
431.784891ms,true,-,May  8 14:24:32.038167085
184.6711ms,true,-,May  8 14:24:32.039126842
89.277357ms,true,-,May  8 14:24:32.039198949
439.421914ms,true,-,May  8 14:24:32.039201748
299.626135ms,true,-,May  8 14:24:32.039230710
97.601728ms,true,-,May  8 14:24:32.039241632
104.433612ms,true,-,May  8 14:24:32.039294513
105.377057ms,true,-,May  8 14:24:32.039294967
190.903148ms,true,-,May  8 14:24:32.039884420
104.837673ms,true,-,May  8 14:24:32.039894966
93.03988ms,true,-,May  8 14:24:32.039980244
86.998825ms,true,-,May  8 14:24:32.041209150
4.85486ms,true,-,May  8 14:24:32.042752835
104.946896ms,true,-,May  8 14:24:32.042773151
198.672936ms,true,-,May  8 14:24:32.042784050
410.276092ms,true,-,May  8 14:24:32.042800608
9.429425ms,true,-,May  8 14:24:32.042814736
6.565455ms,true,-,May  8 14:24:32.044737223
7.605663ms,true,-,May  8 14:24:32.045208032
97.852061ms,true,-,May  8 14:24:32.045268420
112.135725ms,true,-,May  8 14:24:32.046144313
92.77699ms,true,-,May  8 14:24:32.046242714
196.690172ms,true,-,May  8 14:24:32.046570603
103.499711ms,true,-,May  8 14:24:32.046625993
103.599742ms,true,-,May  8 14:24:32.046733693
7.619101ms,true,-,May  8 14:24:32.046825464
98.01751ms,true,-,May  8 14:24:32.046831558
97.350928ms,true,-,May  8 14:24:32.046838024
94.37151ms,true,-,May  8 14:24:32.047007406
456.608045ms,true,-,May  8 14:24:32.047007585
478.200868ms,true,-,May  8 14:24:32.047124575
203.000976ms,true,-,May  8 14:24:32.047138019
13.712779ms,true,-,May  8 14:24:32.047139443
199.271208ms,true,-,May  8 14:24:32.047381395
93.913908ms,true,-,May  8 14:24:32.047578220
14.524314ms,true,-,May  8 14:24:32.049454335
115.041669ms,true,-,May  8 14:24:32.049906427
96.900401ms,true,-,May  8 14:24:32.050080327
393.428533ms,true,-,May  8 14:24:32.050237853
115.741042ms,true,-,May  8 14:24:32.050553283
116.278144ms,true,-,May  8 14:24:32.050707282
97.7153ms,true,-,May  8 14:24:32.051500386
183.538291ms,true,-,May  8 14:24:32.133584405
180.616941ms,true,-,May  8 14:24:32.133607966
279.995791ms,true,-,May  8 14:24:32.133631099
479.501293ms,true,-,May  8 14:24:32.133754335
190.077825ms,true,-,May  8 14:24:32.133852969
180.895786ms,true,-,May  8 14:24:32.133853743
186.406259ms,true,-,May  8 14:24:32.133912142
186.151367ms,true,-,May  8 14:24:32.134497293
192.855578ms,true,-,May  8 14:24:32.135582849
188.021156ms,true,-,May  8 14:24:32.135609661
182.055206ms,true,-,May  8 14:24:32.135695661
191.329452ms,true,-,May  8 14:24:32.135848982
97.251322ms,true,-,May  8 14:24:32.136382179
183.053801ms,true,-,May  8 14:24:32.136438485
201.342417ms,true,-,May  8 14:24:32.136454945
102.399776ms,true,-,May  8 14:24:32.136506850
101.395705ms,true,-,May  8 14:24:32.136535194
183.983566ms,true,-,May  8 14:24:32.136611541
97.395073ms,true,-,May  8 14:24:32.136753993
202.970066ms,true,-,May  8 14:24:32.136829744
187.513597ms,true,-,May  8 14:24:32.137257819
190.677001ms,true,-,May  8 14:24:32.137359697
98.136072ms,true,-,May  8 14:24:32.137372592
188.974282ms,true,-,May  8 14:24:32.137442376
398.77774ms,true,-,May  8 14:24:32.137820020
197.407698ms,true,-,May  8 14:24:32.139997580
100.24114ms,true,-,May  8 14:24:32.140131774
100.151128ms,true,-,May  8 14:24:32.140135583
190.20722ms,true,-,May  8 14:24:32.140260499
101.022162ms,true,-,May  8 14:24:32.140269479
205.617446ms,true,-,May  8 14:24:32.140278789
100.529262ms,true,-,May  8 14:24:32.140428482
101.273059ms,true,-,May  8 14:24:32.140476361
101.574878ms,true,-,May  8 14:24:32.140878127
186.78704ms,true,-,May  8 14:24:32.141256767
194.416555ms,true,-,May  8 14:24:32.142218719
101.01064ms,true,-,May  8 14:24:32.142226325
199.321905ms,true,-,May  8 14:24:32.142309012
292.688358ms,true,-,May  8 14:24:32.142702071
6.972626ms,true,-,May  8 14:24:32.143359425
208.651625ms,true,-,May  8 14:24:32.143445694
6.369974ms,true,-,May  8 14:24:32.143631901
5.850527ms,true,-,May  8 14:24:32.143674811
195.018028ms,true,-,May  8 14:24:32.143764502
6.928595ms,true,-,May  8 14:24:32.144305244
205.087995ms,true,-,May  8 14:24:32.147684762
7.795785ms,true,-,May  8 14:24:32.148110135
8.764903ms,true,-,May  8 14:24:32.148767562
9.653056ms,true,-,May  8 14:24:32.150560594
10.082296ms,true,-,May  8 14:24:32.150563070
10.388419ms,true,-,May  8 14:24:32.150668115
9.709689ms,true,-,May  8 14:24:32.150982107
103.644101ms,true,-,May  8 14:24:32.150994227
8.896009ms,true,-,May  8 14:24:32.151228370
11.157178ms,true,-,May  8 14:24:32.151312489
11.168841ms,true,-,May  8 14:24:32.151435309
17.788524ms,true,-,May  8 14:24:32.151705969
17.939147ms,true,-,May  8 14:24:32.151797088
104.228276ms,true,-,May  8 14:24:32.151815996
109.079354ms,true,-,May  8 14:24:32.151887117
104.888221ms,true,-,May  8 14:24:32.151910249
203.0989ms,true,-,May  8 14:24:32.152106026
104.998513ms,true,-,May  8 14:24:32.152141849
118.865057ms,true,-,May  8 14:24:32.152157217
104.785127ms,true,-,May  8 14:24:32.152174025
105.097166ms,true,-,May  8 14:24:32.152508907
102.641827ms,true,-,May  8 14:24:32.152555959
105.242342ms,true,-,May  8 14:24:32.152604423
101.211912ms,true,-,May  8 14:24:32.152717093
109.926398ms,true,-,May  8 14:24:32.152717329
102.16596ms,true,-,May  8 14:24:32.152725977
109.962409ms,true,-,May  8 14:24:32.152743322
200.226798ms,true,-,May  8 14:24:32.152810522
17.147451ms,true,-,May  8 14:24:32.152848568
19.099394ms,true,-,May  8 14:24:32.152863797
106.580647ms,true,-,May  8 14:24:32.153463257
116.39058ms,true,-,May  8 14:24:32.154033878
106.923013ms,true,-,May  8 14:24:32.154053752
111.253177ms,true,-,May  8 14:24:32.154074675
106.743863ms,true,-,May  8 14:24:32.154187234
111.614186ms,true,-,May  8 14:24:32.154373654
14.146905ms,true,-,May  8 14:24:32.154399817
119.999968ms,true,-,May  8 14:24:32.154482704
14.106258ms,true,-,May  8 14:24:32.154540990
104.475962ms,true,-,May  8 14:24:32.154721185
108.016086ms,true,-,May  8 14:24:32.155029687
122.643717ms,true,-,May  8 14:24:32.155981025
206.024214ms,true,-,May  8 14:24:32.156262819
210.080995ms,true,-,May  8 14:24:32.156554200
106.599527ms,true,-,May  8 14:24:32.156685207
109.824661ms,true,-,May  8 14:24:32.157224737
222.555635ms,true,-,May  8 14:24:32.157308815
107.966597ms,true,-,May  8 14:24:32.157429810
208.014483ms,true,-,May  8 14:24:32.157854813
198.001229ms,true,-,May  8 14:24:32.232480827
185.168868ms,true,-,May  8 14:24:32.232503177
382.189767ms,true,-,May  8 14:24:32.232520315
288.761761ms,true,-,May  8 14:24:32.232629220
185.216164ms,true,-,May  8 14:24:32.232662592
92.150275ms,true,-,May  8 14:24:32.234511749
91.309319ms,true,-,May  8 14:24:32.234678162
187.288412ms,true,-,May  8 14:24:32.234741202
92.08684ms,true,-,May  8 14:24:32.234794826
84.731349ms,true,-,May  8 14:24:32.235720094
185.006397ms,true,-,May  8 14:24:32.235720272
84.947389ms,true,-,May  8 14:24:32.236262103
188.967888ms,true,-,May  8 14:24:32.236375470
83.862532ms,true,-,May  8 14:24:32.236375879
83.528336ms,true,-,May  8 14:24:32.236381790
92.718487ms,true,-,May  8 14:24:32.236399826
83.694977ms,true,-,May  8 14:24:32.236432424
84.5271ms,true,-,May  8 14:24:32.236445504
87.684438ms,true,-,May  8 14:24:32.236462260
84.762964ms,true,-,May  8 14:24:32.236653599
93.770466ms,true,-,May  8 14:24:32.237228630
283.853623ms,true,-,May  8 14:24:32.237966307
83.963387ms,true,-,May  8 14:24:32.238043871
104.216275ms,true,-,May  8 14:24:32.238103205
86.562883ms,true,-,May  8 14:24:32.239309660
85.399218ms,true,-,May  8 14:24:32.239455889
103.860964ms,true,-,May  8 14:24:32.239475281
192.446646ms,true,-,May  8 14:24:32.239602985
105.316934ms,true,-,May  8 14:24:32.239819265
385.065359ms,true,-,May  8 14:24:32.240051109
88.741728ms,true,-,May  8 14:24:32.240457305
98.219869ms,true,-,May  8 14:24:32.240483365
87.618234ms,true,-,May  8 14:24:32.240486180
88.382649ms,true,-,May  8 14:24:32.240971586
88.244328ms,true,-,May  8 14:24:32.240976111
85.690106ms,true,-,May  8 14:24:32.241923742
90.924169ms,true,-,May  8 14:24:32.241940013
196.078906ms,true,-,May  8 14:24:32.243211594
91.819239ms,true,-,May  8 14:24:32.243618537
7.518095ms,true,-,May  8 14:24:32.244045756
100.483139ms,true,-,May  8 14:24:32.244120507
9.790896ms,true,-,May  8 14:24:32.244307623
7.102319ms,true,-,May  8 14:24:32.244334378
8.165706ms,true,-,May  8 14:24:32.244431132
90.989944ms,true,-,May  8 14:24:32.244458970
8.635956ms,true,-,May  8 14:24:32.244493811
8.055029ms,true,-,May  8 14:24:32.244509569
8.159136ms,true,-,May  8 14:24:32.244598850
8.600536ms,true,-,May  8 14:24:32.244981140
