
Number of requests,Medium response time,Error percentage,Throughput,Duration
36000,697.980082ms,11,510.8490429423368,70.470916012
Type,Requests per second,Duration,,
rest,100,10s,
rest,300,10s,
rest,500,10s,
rest,700,10s,
rest,900,10s,
rest,1100,10s,
Response time,Success,Error,End time,
72.25824ms,true,-,May 12 21:47:07.473921812
72.067637ms,true,-,May 12 21:47:07.473922041
71.655261ms,true,-,May 12 21:47:07.473931020
72.070458ms,true,-,May 12 21:47:07.474277233
72.502936ms,true,-,May 12 21:47:07.474295504
72.08806ms,true,-,May 12 21:47:07.474296223
72.753035ms,true,-,May 12 21:47:07.474502663
72.773136ms,true,-,May 12 21:47:07.474512275
75.439299ms,true,-,May 12 21:47:07.477122126
75.014029ms,true,-,May 12 21:47:07.477232163
75.118933ms,true,-,May 12 21:47:07.477361539
75.60828ms,true,-,May 12 21:47:07.477513745
76.195615ms,true,-,May 12 21:47:07.477920518
75.789556ms,true,-,May 12 21:47:07.478022264
76.082938ms,true,-,May 12 21:47:07.478272384
77.752843ms,true,-,May 12 21:47:07.479910290
77.744058ms,true,-,May 12 21:47:07.479998445
77.887216ms,true,-,May 12 21:47:07.480029866
78.127111ms,true,-,May 12 21:47:07.480477610
78.658348ms,true,-,May 12 21:47:07.480522249
78.364127ms,true,-,May 12 21:47:07.480566905
78.492753ms,true,-,May 12 21:47:07.480837347
79.160823ms,true,-,May 12 21:47:07.480868735
80.649343ms,true,-,May 12 21:47:07.482940812
81.602946ms,true,-,May 12 21:47:07.483408427
81.243976ms,true,-,May 12 21:47:07.483436159
81.699201ms,true,-,May 12 21:47:07.484008544
82.580041ms,true,-,May 12 21:47:07.484012773
81.952404ms,true,-,May 12 21:47:07.484065851
82.361055ms,true,-,May 12 21:47:07.484072117
81.759327ms,true,-,May 12 21:47:07.484091035
81.892253ms,true,-,May 12 21:47:07.484115951
81.996876ms,true,-,May 12 21:47:07.484126927
82.523712ms,true,-,May 12 21:47:07.484128240
82.407155ms,true,-,May 12 21:47:07.484135230
82.402698ms,true,-,May 12 21:47:07.484168466
82.388527ms,true,-,May 12 21:47:07.484176525
82.35748ms,true,-,May 12 21:47:07.484201910
83.201723ms,true,-,May 12 21:47:07.485400998
83.402342ms,true,-,May 12 21:47:07.485628413
83.366344ms,true,-,May 12 21:47:07.485686791
83.723165ms,true,-,May 12 21:47:07.486052282
84.780721ms,true,-,May 12 21:47:07.486477998
85.621786ms,true,-,May 12 21:47:07.487750536
85.598959ms,true,-,May 12 21:47:07.487796705
86.069404ms,true,-,May 12 21:47:07.487803452
86.141332ms,true,-,May 12 21:47:07.488028461
85.746238ms,true,-,May 12 21:47:07.488056567
86.352825ms,true,-,May 12 21:47:07.488116936
85.908092ms,true,-,May 12 21:47:07.488122114
85.957221ms,true,-,May 12 21:47:07.488172626
86.172127ms,true,-,May 12 21:47:07.488313491
86.163496ms,true,-,May 12 21:47:07.488503773
86.299192ms,true,-,May 12 21:47:07.488564637
86.893122ms,true,-,May 12 21:47:07.488760721
87.327613ms,true,-,May 12 21:47:07.489080249
87.366161ms,true,-,May 12 21:47:07.489258422
87.027594ms,true,-,May 12 21:47:07.489347185
87.728334ms,true,-,May 12 21:47:07.489393210
87.525625ms,true,-,May 12 21:47:07.489445700
88.156521ms,true,-,May 12 21:47:07.490486695
89.568059ms,true,-,May 12 21:47:07.491756174
91.822093ms,true,-,May 12 21:47:07.494179381
92.899571ms,true,-,May 12 21:47:07.494714375
93.587713ms,true,-,May 12 21:47:07.495871332
94.815813ms,true,-,May 12 21:47:07.497001793
94.762092ms,true,-,May 12 21:47:07.497117558
95.41726ms,true,-,May 12 21:47:07.497791782
96.099195ms,true,-,May 12 21:47:07.498446828
97.115903ms,true,-,May 12 21:47:07.499267653
97.468136ms,true,-,May 12 21:47:07.499826540
97.935322ms,true,-,May 12 21:47:07.499835762
97.70751ms,true,-,May 12 21:47:07.500046296
98.214553ms,true,-,May 12 21:47:07.500105875
100.886855ms,true,-,May 12 21:47:07.503033440
100.7459ms,true,-,May 12 21:47:07.503085025
101.255522ms,true,-,May 12 21:47:07.503117367
100.761434ms,true,-,May 12 21:47:07.503128263
