
Number of requests,Medium response time,Error percentage,Throughput,Duration
64500,97.480922ms,0,304.63938754667885,211.725740783
Type,Requests per second,Duration,,
rest,50,30s,
rest,100,30s,
rest,200,30s,
rest,300,30s,
rest,400,30s,
rest,500,30s,
rest,600,30s,
Response time,Success,Error,End time,
12.375442ms,true,-,May 14 15:55:10.954528916
15.457262ms,true,-,May 14 15:55:10.958078358
15.959961ms,true,-,May 14 15:55:10.958097718
14.929272ms,true,-,May 14 15:55:10.958104375
15.859954ms,true,-,May 14 15:55:10.958117462
15.651105ms,true,-,May 14 15:55:10.958339311
16.895965ms,true,-,May 14 15:55:10.959182814
17.307752ms,true,-,May 14 15:55:10.959485853
17.615528ms,true,-,May 14 15:55:10.959753334
17.521796ms,true,-,May 14 15:55:10.960061079
17.648516ms,true,-,May 14 15:55:10.960580400
18.001839ms,true,-,May 14 15:55:10.961178168
18.014943ms,true,-,May 14 15:55:10.961187547
19.034563ms,true,-,May 14 15:55:10.961666198
20.915667ms,true,-,May 14 15:55:10.963474147
21.747529ms,true,-,May 14 15:55:10.964647740
21.56568ms,true,-,May 14 15:55:10.964655965
21.044797ms,true,-,May 14 15:55:10.965044422
22.321782ms,true,-,May 14 15:55:10.965106891
22.023442ms,true,-,May 14 15:55:10.965106774
22.570147ms,true,-,May 14 15:55:10.965112659
22.868275ms,true,-,May 14 15:55:10.965117366
20.44336ms,true,-,May 14 15:55:10.965187840
23.280117ms,true,-,May 14 15:55:10.965500946
22.684965ms,true,-,May 14 15:55:10.965504939
27.22744ms,true,-,May 14 15:55:10.969723337
27.05283ms,true,-,May 14 15:55:10.969913723
25.324304ms,true,-,May 14 15:55:10.969921815
25.928581ms,true,-,May 14 15:55:10.969927395
26.785533ms,true,-,May 14 15:55:10.970002650
28.200505ms,true,-,May 14 15:55:10.972321459
29.733699ms,true,-,May 14 15:55:10.972331161
28.367435ms,true,-,May 14 15:55:10.972386646
30.231745ms,true,-,May 14 15:55:10.972489656
30.404666ms,true,-,May 14 15:55:10.975207378
29.028564ms,true,-,May 14 15:55:10.975253649
29.513292ms,true,-,May 14 15:55:10.975354824
26.850495ms,true,-,May 14 15:55:10.975469006
30.617016ms,true,-,May 14 15:55:10.975477335
29.586934ms,true,-,May 14 15:55:10.975481043
31.351502ms,true,-,May 14 15:55:10.975485431
33.94165ms,true,-,May 14 15:55:10.976797240
30.88282ms,true,-,May 14 15:55:10.976869613
30.801914ms,true,-,May 14 15:55:10.976982434
32.200762ms,true,-,May 14 15:55:10.977142248
31.27613ms,true,-,May 14 15:55:10.977343101
33.105804ms,true,-,May 14 15:55:10.977455282
32.203316ms,true,-,May 14 15:55:10.978317005
32.695801ms,true,-,May 14 15:55:10.978460736
32.456817ms,true,-,May 14 15:55:10.978489547
7.180981ms,true,-,May 14 15:55:11.949862612
7.684978ms,true,-,May 14 15:55:11.950340689
9.952718ms,true,-,May 14 15:55:11.952774885
10.735777ms,true,-,May 14 15:55:11.953458248
12.858273ms,true,-,May 14 15:55:11.955636463
15.292018ms,true,-,May 14 15:55:11.957749911
15.435665ms,true,-,May 14 15:55:11.958053506
15.487728ms,true,-,May 14 15:55:11.958296458
16.301329ms,true,-,May 14 15:55:11.958739455
16.606779ms,true,-,May 14 15:55:11.959447641
16.664674ms,true,-,May 14 15:55:11.959453999
16.390932ms,true,-,May 14 15:55:11.959899940
17.404938ms,true,-,May 14 15:55:11.959992941
17.414319ms,true,-,May 14 15:55:11.960241755
17.578026ms,true,-,May 14 15:55:11.960405388
18.219792ms,true,-,May 14 15:55:11.961722492
19.022355ms,true,-,May 14 15:55:11.961731672
18.291505ms,true,-,May 14 15:55:11.961772996
19.043985ms,true,-,May 14 15:55:11.961910097
20.283196ms,true,-,May 14 15:55:11.963167664
22.114414ms,true,-,May 14 15:55:11.964665469
21.904927ms,true,-,May 14 15:55:11.964853159
25.470484ms,true,-,May 14 15:55:11.968944710
25.743144ms,true,-,May 14 15:55:11.969231005
26.969532ms,true,-,May 14 15:55:11.969747765
27.429956ms,true,-,May 14 15:55:11.970310982
27.118984ms,true,-,May 14 15:55:11.970609084
29.146015ms,true,-,May 14 15:55:11.971634113
28.373446ms,true,-,May 14 15:55:11.971811350
28.761926ms,true,-,May 14 15:55:11.971938540
28.468789ms,true,-,May 14 15:55:11.971989617
28.614669ms,true,-,May 14 15:55:11.972102648
28.645862ms,true,-,May 14 15:55:11.972116035
28.646885ms,true,-,May 14 15:55:11.972131691
28.705597ms,true,-,May 14 15:55:11.972169479
28.871403ms,true,-,May 14 15:55:11.972327941
29.798326ms,true,-,May 14 15:55:11.972573837
30.178881ms,true,-,May 14 15:55:11.973338401
31.978673ms,true,-,May 14 15:55:11.975466359
32.957017ms,true,-,May 14 15:55:11.975466360
32.278339ms,true,-,May 14 15:55:11.975573728
32.098162ms,true,-,May 14 15:55:11.975581649
32.21521ms,true,-,May 14 15:55:11.975717094
32.461331ms,true,-,May 14 15:55:11.975857786
32.845648ms,true,-,May 14 15:55:11.976326060
32.876355ms,true,-,May 14 15:55:11.976331546
33.653451ms,true,-,May 14 15:55:11.976518018
33.194914ms,true,-,May 14 15:55:11.976639654
33.157984ms,true,-,May 14 15:55:11.976646970
33.756891ms,true,-,May 14 15:55:11.977226031
8.871746ms,true,-,May 14 15:55:12.952030876
8.837746ms,true,-,May 14 15:55:12.952041548
11.078307ms,true,-,May 14 15:55:12.954174000
11.794659ms,true,-,May 14 15:55:12.954738900
11.595508ms,true,-,May 14 15:55:12.954768049
13.002998ms,true,-,May 14 15:55:12.956178284
14.583072ms,true,-,May 14 15:55:12.957410347
14.301888ms,true,-,May 14 15:55:12.957414772
20.145196ms,true,-,May 14 15:55:12.962980907
20.650093ms,true,-,May 14 15:55:12.963583400
20.903146ms,true,-,May 14 15:55:12.963999332
21.338722ms,true,-,May 14 15:55:12.964028066
21.390104ms,true,-,May 14 15:55:12.964564832
21.530794ms,true,-,May 14 15:55:12.964665033
24.284642ms,true,-,May 14 15:55:12.967195232
24.086547ms,true,-,May 14 15:55:12.967354517
24.180263ms,true,-,May 14 15:55:12.967450400
24.237561ms,true,-,May 14 15:55:12.967474534
24.612118ms,true,-,May 14 15:55:12.967502598
24.754517ms,true,-,May 14 15:55:12.967666366
24.763912ms,true,-,May 14 15:55:12.967768945
25.016645ms,true,-,May 14 15:55:12.967772755
24.986042ms,true,-,May 14 15:55:12.967890682
24.824201ms,true,-,May 14 15:55:12.967955770
25.477541ms,true,-,May 14 15:55:12.968177444
25.15719ms,true,-,May 14 15:55:12.968294902
25.050266ms,true,-,May 14 15:55:12.968303742
25.359548ms,true,-,May 14 15:55:12.968512432
25.684926ms,true,-,May 14 15:55:12.968798148
25.582629ms,true,-,May 14 15:55:12.968808412
25.78839ms,true,-,May 14 15:55:12.968995959
26.101873ms,true,-,May 14 15:55:12.969071772
26.039595ms,true,-,May 14 15:55:12.969237519
26.697648ms,true,-,May 14 15:55:12.969669199
27.182342ms,true,-,May 14 15:55:12.970016603
28.090865ms,true,-,May 14 15:55:12.970879515
27.646935ms,true,-,May 14 15:55:12.970882748
27.687043ms,true,-,May 14 15:55:12.970956046
28.60871ms,true,-,May 14 15:55:12.971263664
30.827531ms,true,-,May 14 15:55:12.973926916
31.1216ms,true,-,May 14 15:55:12.974122966
30.989944ms,true,-,May 14 15:55:12.974132747
30.930399ms,true,-,May 14 15:55:12.974137369
31.300249ms,true,-,May 14 15:55:12.974277703
31.049613ms,true,-,May 14 15:55:12.974285657
31.425625ms,true,-,May 14 15:55:12.974332488
31.795798ms,true,-,May 14 15:55:12.974832977
31.978952ms,true,-,May 14 15:55:12.974923230
31.940815ms,true,-,May 14 15:55:12.975074244
32.017699ms,true,-,May 14 15:55:12.975103107
6.278405ms,true,-,May 14 15:55:13.948589565
8.049706ms,true,-,May 14 15:55:13.950330127
9.046576ms,true,-,May 14 15:55:13.951083778
9.24542ms,true,-,May 14 15:55:13.951556660
8.668464ms,true,-,May 14 15:55:13.951560010
9.341155ms,true,-,May 14 15:55:13.951688541
9.664249ms,true,-,May 14 15:55:13.951886912
9.45247ms,true,-,May 14 15:55:13.952346004
10.206242ms,true,-,May 14 15:55:13.952361676
12.293458ms,true,-,May 14 15:55:13.954506315
12.728145ms,true,-,May 14 15:55:13.955577557
13.839587ms,true,-,May 14 15:55:13.956191817
14.102963ms,true,-,May 14 15:55:13.956382485
13.548404ms,true,-,May 14 15:55:13.956433249
14.116387ms,true,-,May 14 15:55:13.956494268
14.328045ms,true,-,May 14 15:55:13.956615664
15.085277ms,true,-,May 14 15:55:13.957447755
16.127684ms,true,-,May 14 15:55:13.958822677
16.654459ms,true,-,May 14 15:55:13.958865899
16.693871ms,true,-,May 14 15:55:13.958991352
16.910242ms,true,-,May 14 15:55:13.959165030
16.499196ms,true,-,May 14 15:55:13.959245560
17.120469ms,true,-,May 14 15:55:13.959454944
16.97382ms,true,-,May 14 15:55:13.959698108
17.614366ms,true,-,May 14 15:55:13.959707312
17.846749ms,true,-,May 14 15:55:13.960416105
20.290368ms,true,-,May 14 15:55:13.962659973
19.864624ms,true,-,May 14 15:55:13.962756141
20.191501ms,true,-,May 14 15:55:13.962767273
20.601906ms,true,-,May 14 15:55:13.962928736
20.848451ms,true,-,May 14 15:55:13.963649461
21.092423ms,true,-,May 14 15:55:13.963898082
23.038159ms,true,-,May 14 15:55:13.965482900
23.21538ms,true,-,May 14 15:55:13.965628962
23.769959ms,true,-,May 14 15:55:13.966101245
23.596604ms,true,-,May 14 15:55:13.966400746
24.258056ms,true,-,May 14 15:55:13.966702320
24.47308ms,true,-,May 14 15:55:13.966883566
24.463028ms,true,-,May 14 15:55:13.966913321
24.630608ms,true,-,May 14 15:55:13.966925120
24.181114ms,true,-,May 14 15:55:13.967072061
24.932844ms,true,-,May 14 15:55:13.967378663
25.31455ms,true,-,May 14 15:55:13.967757887
25.533918ms,true,-,May 14 15:55:13.967905269
25.47137ms,true,-,May 14 15:55:13.967917556
25.5524ms,true,-,May 14 15:55:13.967991502
25.808678ms,true,-,May 14 15:55:13.968238954
26.948598ms,true,-,May 14 15:55:13.969824395
27.413021ms,true,-,May 14 15:55:13.969859867
28.731229ms,true,-,May 14 15:55:13.971173494
9.256275ms,true,-,May 14 15:55:14.951786636
9.848748ms,true,-,May 14 15:55:14.952274919
9.994469ms,true,-,May 14 15:55:14.952275153
10.100431ms,true,-,May 14 15:55:14.952366014
10.356047ms,true,-,May 14 15:55:14.952516167
11.241204ms,true,-,May 14 15:55:14.953598045
11.088036ms,true,-,May 14 15:55:14.953607018
11.439983ms,true,-,May 14 15:55:14.953694506
11.285791ms,true,-,May 14 15:55:14.953694478
11.634412ms,true,-,May 14 15:55:14.953824567
11.656391ms,true,-,May 14 15:55:14.953857296
13.12523ms,true,-,May 14 15:55:14.955516808
13.006056ms,true,-,May 14 15:55:14.955517203
13.123464ms,true,-,May 14 15:55:14.955601728
13.374724ms,true,-,May 14 15:55:14.955622050
13.27188ms,true,-,May 14 15:55:14.955777120
13.500359ms,true,-,May 14 15:55:14.955960351
13.908579ms,true,-,May 14 15:55:14.956396171
14.111326ms,true,-,May 14 15:55:14.956606889
14.205094ms,true,-,May 14 15:55:14.956758265
14.611088ms,true,-,May 14 15:55:14.957224631
14.907465ms,true,-,May 14 15:55:14.957263357
15.096598ms,true,-,May 14 15:55:14.957650726
15.172201ms,true,-,May 14 15:55:14.957742055
15.713695ms,true,-,May 14 15:55:14.958210703
17.864659ms,true,-,May 14 15:55:14.960380102
17.888351ms,true,-,May 14 15:55:14.960633516
18.306212ms,true,-,May 14 15:55:14.960795334
18.840582ms,true,-,May 14 15:55:14.961281974
18.71286ms,true,-,May 14 15:55:14.961353818
18.962837ms,true,-,May 14 15:55:14.961437291
19.050264ms,true,-,May 14 15:55:14.961660252
19.319787ms,true,-,May 14 15:55:14.961950209
19.794643ms,true,-,May 14 15:55:14.962532087
20.280105ms,true,-,May 14 15:55:14.962857543
20.46518ms,true,-,May 14 15:55:14.963026095
20.732818ms,true,-,May 14 15:55:14.963299248
20.894249ms,true,-,May 14 15:55:14.963559260
20.836202ms,true,-,May 14 15:55:14.963587448
21.453666ms,true,-,May 14 15:55:14.964055514
21.511505ms,true,-,May 14 15:55:14.964170493
21.592142ms,true,-,May 14 15:55:14.964178690
21.987877ms,true,-,May 14 15:55:14.964599280
21.915193ms,true,-,May 14 15:55:14.964605633
23.074698ms,true,-,May 14 15:55:14.965680698
23.67911ms,true,-,May 14 15:55:14.966424871
27.005668ms,true,-,May 14 15:55:14.969534372
27.357581ms,true,-,May 14 15:55:14.969827803
27.300527ms,true,-,May 14 15:55:14.970000100
27.369802ms,true,-,May 14 15:55:14.970029616
8.290453ms,true,-,May 14 15:55:15.950645149
13.099213ms,true,-,May 14 15:55:15.955404643
15.034645ms,true,-,May 14 15:55:15.957409206
15.93349ms,true,-,May 14 15:55:15.958182373
16.024117ms,true,-,May 14 15:55:15.958645450
16.638469ms,true,-,May 14 15:55:15.958759356
16.598497ms,true,-,May 14 15:55:15.958799182
16.260716ms,true,-,May 14 15:55:15.958809717
16.823463ms,true,-,May 14 15:55:15.958833365
16.29363ms,true,-,May 14 15:55:15.958851875
