
Number of requests,Medium response time,Error percentage,Throughput
95.173663ms,true,-,May  8 14:12:48.045482745
96.345146ms,true,-,May  8 14:12:48.045490712
89.858582ms,true,-,May  8 14:12:48.046339322
97.252624ms,true,-,May  8 14:12:48.046479911
96.904031ms,true,-,May  8 14:12:48.046515793
90.192044ms,true,-,May  8 14:12:48.046770571
97.515465ms,true,-,May  8 14:12:48.046896020
98.073238ms,true,-,May  8 14:12:48.047179424
81.669368ms,true,-,May  8 14:12:48.047222416
81.437768ms,true,-,May  8 14:12:48.047375217
98.585801ms,true,-,May  8 14:12:48.047559990
98.436259ms,true,-,May  8 14:12:48.047734239
98.612465ms,true,-,May  8 14:12:48.047823473
98.639512ms,true,-,May  8 14:12:48.047963288
82.183467ms,true,-,May  8 14:12:48.048110491
91.72394ms,true,-,May  8 14:12:48.048178420
103.090083ms,true,-,May  8 14:12:48.053296368
87.368564ms,true,-,May  8 14:12:48.053311578
17.394276ms,true,-,May  8 14:12:48.053359944
87.204703ms,true,-,May  8 14:12:48.053398836
104.22235ms,true,-,May  8 14:12:48.053464968
104.091578ms,true,-,May  8 14:12:48.053504193
104.20788ms,true,-,May  8 14:12:48.053542611
104.233466ms,true,-,May  8 14:12:48.053593554
87.648944ms,true,-,May  8 14:12:48.053616945
17.747889ms,true,-,May  8 14:12:48.053626629
104.345921ms,true,-,May  8 14:12:48.053627746
97.124649ms,true,-,May  8 14:12:48.053722208
97.659043ms,true,-,May  8 14:12:48.054122556
88.108926ms,true,-,May  8 14:12:48.054174849
88.512066ms,true,-,May  8 14:12:48.054233452
174.931842ms,true,-,May  8 14:12:48.131633232
95.671488ms,true,-,May  8 14:12:48.131759349
95.354181ms,true,-,May  8 14:12:48.131760526
95.250126ms,true,-,May  8 14:12:48.131837238
175.218647ms,true,-,May  8 14:12:48.131884420
95.566456ms,true,-,May  8 14:12:48.131928569
95.470574ms,true,-,May  8 14:12:48.131953258
166.052573ms,true,-,May  8 14:12:48.131971174
94.445023ms,true,-,May  8 14:12:48.131971412
166.384303ms,true,-,May  8 14:12:48.132025146
94.750589ms,true,-,May  8 14:12:48.132053112
95.514539ms,true,-,May  8 14:12:48.132108037
94.637495ms,true,-,May  8 14:12:48.132122050
165.704144ms,true,-,May  8 14:12:48.132130397
165.750934ms,true,-,May  8 14:12:48.132157653
95.607068ms,true,-,May  8 14:12:48.132215448
96.028226ms,true,-,May  8 14:12:48.132216892
95.616492ms,true,-,May  8 14:12:48.132258650
95.912536ms,true,-,May  8 14:12:48.132307868
96.185371ms,true,-,May  8 14:12:48.132307918
175.77155ms,true,-,May  8 14:12:48.132329191
95.078535ms,true,-,May  8 14:12:48.132334256
96.24145ms,true,-,May  8 14:12:48.132378075
95.765871ms,true,-,May  8 14:12:48.132467889
95.958973ms,true,-,May  8 14:12:48.132488470
94.951787ms,true,-,May  8 14:12:48.132501679
96.333558ms,true,-,May  8 14:12:48.132508711
99.429211ms,true,-,May  8 14:12:48.135454539
99.018751ms,true,-,May  8 14:12:48.135456181
92.105372ms,true,-,May  8 14:12:48.135479796
92.251521ms,true,-,May  8 14:12:48.135592129
97.838768ms,true,-,May  8 14:12:48.135619403
99.469172ms,true,-,May  8 14:12:48.135624004
92.308232ms,true,-,May  8 14:12:48.135625701
97.848639ms,true,-,May  8 14:12:48.135631731
92.314875ms,true,-,May  8 14:12:48.135716570
99.661467ms,true,-,May  8 14:12:48.135813108
92.430828ms,true,-,May  8 14:12:48.135827261
92.607308ms,true,-,May  8 14:12:48.135832591
90.407755ms,true,-,May  8 14:12:48.135900244
92.464123ms,true,-,May  8 14:12:48.135954061
92.630759ms,true,-,May  8 14:12:48.135958200
170.63667ms,true,-,May  8 14:12:48.136083150
92.551274ms,true,-,May  8 14:12:48.136084323
92.674438ms,true,-,May  8 14:12:48.136097058
90.619918ms,true,-,May  8 14:12:48.136106366
89.218346ms,true,-,May  8 14:12:48.136118655
92.367818ms,true,-,May  8 14:12:48.136121786
92.714829ms,true,-,May  8 14:12:48.136289411
92.722571ms,true,-,May  8 14:12:48.136336576
89.114561ms,true,-,May  8 14:12:48.136344279
92.537125ms,true,-,May  8 14:12:48.136352814
92.661605ms,true,-,May  8 14:12:48.136354241
92.938355ms,true,-,May  8 14:12:48.136491850
94.162538ms,true,-,May  8 14:12:48.137759218
93.975722ms,true,-,May  8 14:12:48.137769635
90.992743ms,true,-,May  8 14:12:48.137770209
94.037216ms,true,-,May  8 14:12:48.137771498
94.194733ms,true,-,May  8 14:12:48.137949027
94.24688ms,true,-,May  8 14:12:48.137962965
94.390166ms,true,-,May  8 14:12:48.138025951
91.675938ms,true,-,May  8 14:12:48.138194101
93.185662ms,true,-,May  8 14:12:48.138201159
90.673615ms,true,-,May  8 14:12:48.138240802
90.218168ms,true,-,May  8 14:12:48.138331295
93.878215ms,true,-,May  8 14:12:48.138438918
91.996196ms,true,-,May  8 14:12:48.138482480
91.202095ms,true,-,May  8 14:12:48.138584046
94.759881ms,true,-,May  8 14:12:48.138600658
102.300907ms,true,-,May  8 14:12:48.138720407
95.319777ms,true,-,May  8 14:12:48.138762480
94.067252ms,true,-,May  8 14:12:48.138836420
93.978733ms,true,-,May  8 14:12:48.138916571
94.810588ms,true,-,May  8 14:12:48.139097827
91.197282ms,true,-,May  8 14:12:48.139165449
85.804547ms,true,-,May  8 14:12:48.139329678
91.586208ms,true,-,May  8 14:12:48.139415009
7.09821ms,true,-,May  8 14:12:48.139436284
93.301371ms,true,-,May  8 14:12:48.139646254
91.907772ms,true,-,May  8 14:12:48.139649071
92.480299ms,true,-,May  8 14:12:48.139670484
7.901652ms,true,-,May  8 14:12:48.139789769
7.697502ms,true,-,May  8 14:12:48.139831619
7.403173ms,true,-,May  8 14:12:48.139956527
7.682659ms,true,-,May  8 14:12:48.140015108
94.63046ms,true,-,May  8 14:12:48.140070403
95.591238ms,true,-,May  8 14:12:48.140164106
86.845242ms,true,-,May  8 14:12:48.140242367
95.517412ms,true,-,May  8 14:12:48.140279061
8.334105ms,true,-,May  8 14:12:48.140365213
95.244575ms,true,-,May  8 14:12:48.140432443
8.496263ms,true,-,May  8 14:12:48.140474407
86.734758ms,true,-,May  8 14:12:48.140484258
8.573207ms,true,-,May  8 14:12:48.140633848
96.866482ms,true,-,May  8 14:12:48.140702265
86.501987ms,true,-,May  8 14:12:48.140742941
8.987313ms,true,-,May  8 14:12:48.140744116
8.595203ms,true,-,May  8 14:12:48.140816873
8.811825ms,true,-,May  8 14:12:48.140940156
87.358289ms,true,-,May  8 14:12:48.141014668
87.471118ms,true,-,May  8 14:12:48.141095901
9.315984ms,true,-,May  8 14:12:48.141160208
5.343875ms,true,-,May  8 14:12:48.141161982
87.206356ms,true,-,May  8 14:12:48.141335574
99.036938ms,true,-,May  8 14:12:48.235396005
99.676797ms,true,-,May  8 14:12:48.235508126
103.306206ms,true,-,May  8 14:12:48.235830987
100.502764ms,true,-,May  8 14:12:48.236128451
103.855831ms,true,-,May  8 14:12:48.236167301
182.579117ms,true,-,May  8 14:12:48.236177554
97.981006ms,true,-,May  8 14:12:48.236179958
188.014654ms,true,-,May  8 14:12:48.236197685
182.830982ms,true,-,May  8 14:12:48.236377754
104.074932ms,true,-,May  8 14:12:48.236386911
100.270189ms,true,-,May  8 14:12:48.236393263
100.315831ms,true,-,May  8 14:12:48.236404571
100.876796ms,true,-,May  8 14:12:48.236411617
182.232466ms,true,-,May  8 14:12:48.236411683
100.628251ms,true,-,May  8 14:12:48.236465470
100.159164ms,true,-,May  8 14:12:48.236501504
182.918586ms,true,-,May  8 14:12:48.236551587
104.538676ms,true,-,May  8 14:12:48.236557997
100.897403ms,true,-,May  8 14:12:48.236625198
104.625145ms,true,-,May  8 14:12:48.236671057
104.823332ms,true,-,May  8 14:12:48.236759483
104.802377ms,true,-,May  8 14:12:48.236761531
104.670749ms,true,-,May  8 14:12:48.236782926
104.717326ms,true,-,May  8 14:12:48.236878617
101.026993ms,true,-,May  8 14:12:48.236933630
101.238218ms,true,-,May  8 14:12:48.236959078
183.653437ms,true,-,May  8 14:12:48.236971786
101.378231ms,true,-,May  8 14:12:48.237013300
104.819856ms,true,-,May  8 14:12:48.237082520
102.59443ms,true,-,May  8 14:12:48.238080644
98.2277ms,true,-,May  8 14:12:48.238246788
97.153641ms,true,-,May  8 14:12:48.238517494
185.206922ms,true,-,May  8 14:12:48.238612251
97.502333ms,true,-,May  8 14:12:48.238675306
99.892426ms,true,-,May  8 14:12:48.240060347
108.318546ms,true,-,May  8 14:12:48.240086543
99.68004ms,true,-,May  8 14:12:48.240115998
99.903145ms,true,-,May  8 14:12:48.240276522
101.732169ms,true,-,May  8 14:12:48.240319956
99.224138ms,true,-,May  8 14:12:48.240391046
187.097854ms,true,-,May  8 14:12:48.240400246
102.710828ms,true,-,May  8 14:12:48.240490430
100.870895ms,true,-,May  8 14:12:48.240527745
102.896249ms,true,-,May  8 14:12:48.240851683
105.291534ms,true,-,May  8 14:12:48.241417967
106.065473ms,true,-,May  8 14:12:48.241665510
102.420814ms,true,-,May  8 14:12:48.241863914
106.002356ms,true,-,May  8 14:12:48.242104262
103.112351ms,true,-,May  8 14:12:48.242215076
104.647082ms,true,-,May  8 14:12:48.242616921
102.904712ms,true,-,May  8 14:12:48.242741348
6.727907ms,true,-,May  8 14:12:48.242853801
107.554125ms,true,-,May  8 14:12:48.243017799
110.636285ms,true,-,May  8 14:12:48.243149031
102.786807ms,true,-,May  8 14:12:48.243265202
106.849529ms,true,-,May  8 14:12:48.243374570
110.287847ms,true,-,May  8 14:12:48.249326581
9.039731ms,true,-,May  8 14:12:48.249363300
9.044688ms,true,-,May  8 14:12:48.249452999
109.663834ms,true,-,May  8 14:12:48.249458330
110.695418ms,true,-,May  8 14:12:48.249463412
12.498574ms,true,-,May  8 14:12:48.249519068
13.432675ms,true,-,May  8 14:12:48.249647251
111.309101ms,true,-,May  8 14:12:48.249915824
9.711023ms,true,-,May  8 14:12:48.249991041
117.6878ms,true,-,May  8 14:12:48.250071496
114.015901ms,true,-,May  8 14:12:48.250128652
12.890757ms,true,-,May  8 14:12:48.250166109
13.733001ms,true,-,May  8 14:12:48.250248528
112.004405ms,true,-,May  8 14:12:48.250249872
118.041798ms,true,-,May  8 14:12:48.250263847
111.653538ms,true,-,May  8 14:12:48.250378416
111.068686ms,true,-,May  8 14:12:48.250402726
109.703272ms,true,-,May  8 14:12:48.250410540
110.993166ms,true,-,May  8 14:12:48.250411096
114.351779ms,true,-,May  8 14:12:48.250440734
14.595879ms,true,-,May  8 14:12:48.251013840
8.01999ms,true,-,May  8 14:12:48.251041191
115.475207ms,true,-,May  8 14:12:48.251168315
13.096082ms,true,-,May  8 14:12:48.251187230
95.601012ms,true,-,May  8 14:12:48.332120197
95.915053ms,true,-,May  8 14:12:48.332484435
98.022787ms,true,-,May  8 14:12:48.334210328
92.343657ms,true,-,May  8 14:12:48.334451385
93.943314ms,true,-,May  8 14:12:48.334483347
98.513504ms,true,-,May  8 14:12:48.334652409
92.064793ms,true,-,May  8 14:12:48.334685210
195.023494ms,true,-,May  8 14:12:48.334700175
194.487752ms,true,-,May  8 14:12:48.334769377
98.315608ms,true,-,May  8 14:12:48.334871775
202.511406ms,true,-,May  8 14:12:48.335107466
195.565736ms,true,-,May  8 14:12:48.335639764
92.801869ms,true,-,May  8 14:12:48.335657032
198.108063ms,true,-,May  8 14:12:48.335948642
85.703087ms,true,-,May  8 14:12:48.335958261
99.214805ms,true,-,May  8 14:12:48.336106886
195.20167ms,true,-,May  8 14:12:48.336302512
198.550071ms,true,-,May  8 14:12:48.336756516
283.395927ms,true,-,May  8 14:12:48.336867533
87.827282ms,true,-,May  8 14:12:48.337301028
201.072124ms,true,-,May  8 14:12:48.337422202
102.765939ms,true,-,May  8 14:12:48.339564544
89.891181ms,true,-,May  8 14:12:48.340065577
89.314385ms,true,-,May  8 14:12:48.340362969
98.516697ms,true,-,May  8 14:12:48.340383371
199.755597ms,true,-,May  8 14:12:48.340395573
199.884282ms,true,-,May  8 14:12:48.340828689
203.124132ms,true,-,May  8 14:12:48.341568326
100.228246ms,true,-,May  8 14:12:48.341651226
196.763541ms,true,-,May  8 14:12:48.433326396
184.122166ms,true,-,May  8 14:12:48.433586072
196.912857ms,true,-,May  8 14:12:48.433589622
98.722591ms,true,-,May  8 14:12:48.433603265
292.686976ms,true,-,May  8 14:12:48.433705833
183.638875ms,true,-,May  8 14:12:48.433712884
98.567222ms,true,-,May  8 14:12:48.433718125
295.457014ms,true,-,May  8 14:12:48.433791948
98.144522ms,true,-,May  8 14:12:48.433791705
190.683939ms,true,-,May  8 14:12:48.433834290
293.376926ms,true,-,May  8 14:12:48.433863905
197.207716ms,true,-,May  8 14:12:48.433872962
184.450301ms,true,-,May  8 14:12:48.433914372
295.918181ms,true,-,May  8 14:12:48.433947590
183.542747ms,true,-,May  8 14:12:48.433954470
183.725931ms,true,-,May  8 14:12:48.433998714
193.956932ms,true,-,May  8 14:12:48.434024368
197.637963ms,true,-,May  8 14:12:48.434059461
297.714088ms,true,-,May  8 14:12:48.434072817
191.364439ms,true,-,May  8 14:12:48.434107251
191.258073ms,true,-,May  8 14:12:48.434634108
198.72809ms,true,-,May  8 14:12:48.434725167
197.966878ms,true,-,May  8 14:12:48.434764605
298.893432ms,true,-,May  8 14:12:48.434857265
194.818378ms,true,-,May  8 14:12:48.434913672
298.938746ms,true,-,May  8 14:12:48.434938733
296.515705ms,true,-,May  8 14:12:48.435001763
201.517928ms,true,-,May  8 14:12:48.438153074
300.291227ms,true,-,May  8 14:12:48.438161929
299.485526ms,true,-,May  8 14:12:48.438326243
100.911212ms,true,-,May  8 14:12:48.438340663
297.619843ms,true,-,May  8 14:12:48.438407629
188.325165ms,true,-,May  8 14:12:48.438462233
299.30861ms,true,-,May  8 14:12:48.438478202
202.773331ms,true,-,May  8 14:12:48.439299914
189.566621ms,true,-,May  8 14:12:48.439562476
201.063843ms,true,-,May  8 14:12:48.439793942
199.403891ms,true,-,May  8 14:12:48.439801052
98.209001ms,true,-,May  8 14:12:48.439866672
105.262954ms,true,-,May  8 14:12:48.439923605
105.345373ms,true,-,May  8 14:12:48.440049019
199.236444ms,true,-,May  8 14:12:48.440132614
203.202278ms,true,-,May  8 14:12:48.440165539
203.439141ms,true,-,May  8 14:12:48.440205452
300.258477ms,true,-,May  8 14:12:48.440219356
302.526127ms,true,-,May  8 14:12:48.440293204
304.026793ms,true,-,May  8 14:12:48.440319818
202.678247ms,true,-,May  8 14:12:48.441201521
204.376995ms,true,-,May  8 14:12:48.441353713
107.201926ms,true,-,May  8 14:12:48.441420646
109.837249ms,true,-,May  8 14:12:48.442088822
302.04853ms,true,-,May  8 14:12:48.442294837
205.663892ms,true,-,May  8 14:12:48.442319243
193.136621ms,true,-,May  8 14:12:48.442509170
301.740765ms,true,-,May  8 14:12:48.442561606
191.44741ms,true,-,May  8 14:12:48.442618050
192.213342ms,true,-,May  8 14:12:48.442647412
301.909327ms,true,-,May  8 14:12:48.442656903
9.211819ms,true,-,May  8 14:12:48.442683368
191.695129ms,true,-,May  8 14:12:48.442714401
192.351017ms,true,-,May  8 14:12:48.442799433
201.182243ms,true,-,May  8 14:12:48.442852567
193.534619ms,true,-,May  8 14:12:48.442871620
206.34193ms,true,-,May  8 14:12:48.442900541
192.490965ms,true,-,May  8 14:12:48.442949210
203.163802ms,true,-,May  8 14:12:48.443658920
10.413807ms,true,-,May  8 14:12:48.444021634
107.213693ms,true,-,May  8 14:12:48.444088157
194.463457ms,true,-,May  8 14:12:48.444120082
9.968991ms,true,-,May  8 14:12:48.444610888
208.221504ms,true,-,May  8 14:12:48.444623296
205.365298ms,true,-,May  8 14:12:48.445488441
208.830855ms,true,-,May  8 14:12:48.445770793
196.248903ms,true,-,May  8 14:12:48.445777017
105.435669ms,true,-,May  8 14:12:48.445848874
111.182152ms,true,-,May  8 14:12:48.445871614
110.279151ms,true,-,May  8 14:12:48.445943559
109.176087ms,true,-,May  8 14:12:48.445980104
306.303179ms,true,-,May  8 14:12:48.446021534
111.480102ms,true,-,May  8 14:12:48.446257268
11.415819ms,true,-,May  8 14:12:48.446342494
110.034769ms,true,-,May  8 14:12:48.446354947
111.954535ms,true,-,May  8 14:12:48.446414077
104.850664ms,true,-,May  8 14:12:48.446424601
107.041223ms,true,-,May  8 14:12:48.447143079
106.401741ms,true,-,May  8 14:12:48.447240117
289.073266ms,true,-,May  8 14:12:48.532339983
94.023178ms,true,-,May  8 14:12:48.532509896
98.565026ms,true,-,May  8 14:12:48.532525303
94.143181ms,true,-,May  8 14:12:48.532558397
198.073151ms,true,-,May  8 14:12:48.532561621
281.468127ms,true,-,May  8 14:12:48.532661437
282.770402ms,true,-,May  8 14:12:48.532691355
97.866322ms,true,-,May  8 14:12:48.532741868
100.074774ms,true,-,May  8 14:12:48.534026438
94.544892ms,true,-,May  8 14:12:48.534410327
96.447287ms,true,-,May  8 14:12:48.534615503
96.345664ms,true,-,May  8 14:12:48.534811147
296.738559ms,true,-,May  8 14:12:48.535000019
194.801557ms,true,-,May  8 14:12:48.535206988
199.3216ms,true,-,May  8 14:12:48.535411545
297.080234ms,true,-,May  8 14:12:48.535701176
100.788271ms,true,-,May  8 14:12:48.535735542
102.79777ms,true,-,May  8 14:12:48.536409900
95.178553ms,true,-,May  8 14:12:48.536543053
196.318222ms,true,-,May  8 14:12:48.536749619
96.469356ms,true,-,May  8 14:12:48.536819773
197.2799ms,true,-,May  8 14:12:48.536862476
199.508301ms,true,-,May  8 14:12:48.536888364
95.790467ms,true,-,May  8 14:12:48.537001302
103.200072ms,true,-,May  8 14:12:48.537038640
201.482496ms,true,-,May  8 14:12:48.537511122
99.327972ms,true,-,May  8 14:12:48.537670823
95.157371ms,true,-,May  8 14:12:48.537670801
106.462473ms,true,-,May  8 14:12:48.549319083
115.278082ms,true,-,May  8 14:12:48.549354538
103.873391ms,true,-,May  8 14:12:48.549369319
115.575771ms,true,-,May  8 14:12:48.549444211
106.846682ms,true,-,May  8 14:12:48.549564385
107.290535ms,true,-,May  8 14:12:48.549589432
108.722409ms,true,-,May  8 14:12:48.550146648
116.360421ms,true,-,May  8 14:12:48.550200495
104.246761ms,true,-,May  8 14:12:48.550232093
106.566995ms,true,-,May  8 14:12:48.550270963
109.992121ms,true,-,May  8 14:12:48.550347703
116.347199ms,true,-,May  8 14:12:48.550409782
107.769112ms,true,-,May  8 14:12:48.550425200
115.710363ms,true,-,May  8 14:12:48.550440663
300.153504ms,true,-,May  8 14:12:48.550445701
116.947162ms,true,-,May  8 14:12:48.550549876
107.602119ms,true,-,May  8 14:12:48.550558629
116.708093ms,true,-,May  8 14:12:48.550586870
18.06486ms,true,-,May  8 14:12:48.550627418
110.2394ms,true,-,May  8 14:12:48.550656393
19.304206ms,true,-,May  8 14:12:48.551893257
108.114096ms,true,-,May  8 14:12:48.552140778
106.291199ms,true,-,May  8 14:12:48.552148065
219.68463ms,true,-,May  8 14:12:48.552173903
118.200035ms,true,-,May  8 14:12:48.552227590
17.416611ms,true,-,May  8 14:12:48.552231336
17.903797ms,true,-,May  8 14:12:48.552317958
112.962834ms,true,-,May  8 14:12:48.552348947
105.311142ms,true,-,May  8 14:12:48.552461762
112.537591ms,true,-,May  8 14:12:48.552470701
108.407004ms,true,-,May  8 14:12:48.552501886
110.040707ms,true,-,May  8 14:12:48.552607497
310.39172ms,true,-,May  8 14:12:48.552608577
17.987761ms,true,-,May  8 14:12:48.552607785
107.378112ms,true,-,May  8 14:12:48.553738274
107.349946ms,true,-,May  8 14:12:48.553818411
111.206779ms,true,-,May  8 14:12:48.553901033
318.012767ms,true,-,May  8 14:12:48.554644119
116.71009ms,true,-,May  8 14:12:48.554870302
109.023035ms,true,-,May  8 14:12:48.554903447
115.143579ms,true,-,May  8 14:12:48.555025935
116.770023ms,true,-,May  8 14:12:48.555104585
120.353576ms,true,-,May  8 14:12:48.555126926
113.03655ms,true,-,May  8 14:12:48.555134457
17.617918ms,true,-,May  8 14:12:48.555204832
112.27149ms,true,-,May  8 14:12:48.555233202
109.242394ms,true,-,May  8 14:12:48.555301647
187.608379ms,true,-,May  8 14:12:48.633394280
95.869836ms,true,-,May  8 14:12:48.633547404
101.077228ms,true,-,May  8 14:12:48.633595460
193.31733ms,true,-,May  8 14:12:48.633639375
199.81351ms,true,-,May  8 14:12:48.633733338
189.116396ms,true,-,May  8 14:12:48.633769857
297.674896ms,true,-,May  8 14:12:48.633786667
99.739729ms,true,-,May  8 14:12:48.633793076
96.739416ms,true,-,May  8 14:12:48.633838308
186.592069ms,true,-,May  8 14:12:48.633840078
383.497594ms,true,-,May  8 14:12:48.633880876
101.19778ms,true,-,May  8 14:12:48.633892346
187.954925ms,true,-,May  8 14:12:48.633907358
101.243698ms,true,-,May  8 14:12:48.633940419
191.022476ms,true,-,May  8 14:12:48.633998199
96.345044ms,true,-,May  8 14:12:48.634022901
191.362723ms,true,-,May  8 14:12:48.634029358
99.061821ms,true,-,May  8 14:12:48.634064335
193.784113ms,true,-,May  8 14:12:48.634111272
193.724103ms,true,-,May  8 14:12:48.634121605
191.802353ms,true,-,May  8 14:12:48.634128483
191.33596ms,true,-,May  8 14:12:48.634139846
83.322248ms,true,-,May  8 14:12:48.635471357
195.934689ms,true,-,May  8 14:12:48.635815598
202.494011ms,true,-,May  8 14:12:48.636205271
86.4904ms,true,-,May  8 14:12:48.636903920
3.851029ms,true,-,May  8 14:12:48.637977367
203.980131ms,true,-,May  8 14:12:48.637983195
88.453483ms,true,-,May  8 14:12:48.638726759
204.96307ms,true,-,May  8 14:12:48.638742264
84.26546ms,true,-,May  8 14:12:48.639178396
204.66302ms,true,-,May  8 14:12:48.639673993
102.815973ms,true,-,May  8 14:12:48.639689185
87.608458ms,true,-,May  8 14:12:48.639846824
89.637851ms,true,-,May  8 14:12:48.639989319
6.387954ms,true,-,May  8 14:12:48.640033139
103.827383ms,true,-,May  8 14:12:48.640243930
84.983598ms,true,-,May  8 14:12:48.640265313
195.999986ms,true,-,May  8 14:12:48.642451778
90.163641ms,true,-,May  8 14:12:48.644848540
112.429908ms,true,-,May  8 14:12:48.644962745
89.637249ms,true,-,May  8 14:12:48.644972788
204.642447ms,true,-,May  8 14:12:48.645034543
109.329282ms,true,-,May  8 14:12:48.645071766
201.066861ms,true,-,May  8 14:12:48.645192016
109.454418ms,true,-,May  8 14:12:48.645196291
91.453326ms,true,-,May  8 14:12:48.645197157
94.755145ms,true,-,May  8 14:12:48.645207644
95.658887ms,true,-,May  8 14:12:48.645279538
109.911682ms,true,-,May  8 14:12:48.645327416
6.151222ms,true,-,May  8 14:12:48.645371866
7.384782ms,true,-,May  8 14:12:48.645415636
96.089609ms,true,-,May  8 14:12:48.645417436
199.096435ms,true,-,May  8 14:12:48.645456586
11.394548ms,true,-,May  8 14:12:48.645530540
211.485214ms,true,-,May  8 14:12:48.645597071
199.352746ms,true,-,May  8 14:12:48.645653411
6.006182ms,true,-,May  8 14:12:48.645688205
93.577544ms,true,-,May  8 14:12:48.645757125
12.208152ms,true,-,May  8 14:12:48.645765731
6.079375ms,true,-,May  8 14:12:48.645775822
8.857393ms,true,-,May  8 14:12:48.645802197
110.661387ms,true,-,May  8 14:12:48.645871360
109.022142ms,true,-,May  8 14:12:48.645915283
