
Number of requests,Medium response time,Error percentage,Throughput,Duration
66000,42.787764ms,0,5863.151125942072,11.256745491
Type,Requests per second,Duration,,
grpc,10000,3s,
grpc,12000,3s,
Response time,Success,Error,End time,
4.818819ms,true,-,May  9 21:49:42.983684731
4.757705ms,true,-,May  9 21:49:42.983685277
4.757782ms,true,-,May  9 21:49:42.983689388
4.863476ms,true,-,May  9 21:49:42.983692603
4.73196ms,true,-,May  9 21:49:42.983695401
4.715791ms,true,-,May  9 21:49:42.983698030
4.83721ms,true,-,May  9 21:49:42.983702579
4.766773ms,true,-,May  9 21:49:42.983706167
4.824906ms,true,-,May  9 21:49:42.983709662
4.832465ms,true,-,May  9 21:49:42.983713182
4.792408ms,true,-,May  9 21:49:42.983716268
4.769841ms,true,-,May  9 21:49:42.983724716
4.758873ms,true,-,May  9 21:49:42.983727774
4.998781ms,true,-,May  9 21:49:42.983736049
4.76803ms,true,-,May  9 21:49:42.983739700
5.03576ms,true,-,May  9 21:49:42.983743179
4.932536ms,true,-,May  9 21:49:42.983746360
4.769627ms,true,-,May  9 21:49:42.983756729
4.666783ms,true,-,May  9 21:49:42.983757805
4.773869ms,true,-,May  9 21:49:42.983761228
4.73719ms,true,-,May  9 21:49:42.983761445
4.859819ms,true,-,May  9 21:49:42.983772395
4.779981ms,true,-,May  9 21:49:42.983772867
4.772641ms,true,-,May  9 21:49:42.983776792
4.824904ms,true,-,May  9 21:49:42.983780339
4.727608ms,true,-,May  9 21:49:42.983784328
4.826938ms,true,-,May  9 21:49:42.983795978
4.806174ms,true,-,May  9 21:49:42.983801258
4.893437ms,true,-,May  9 21:49:42.983804562
4.809368ms,true,-,May  9 21:49:42.983804889
4.779555ms,true,-,May  9 21:49:42.983807998
4.789906ms,true,-,May  9 21:49:42.983808262
4.780483ms,true,-,May  9 21:49:42.983811755
4.745943ms,true,-,May  9 21:49:42.983811899
4.799607ms,true,-,May  9 21:49:42.983815983
4.820557ms,true,-,May  9 21:49:42.983821581
4.72091ms,true,-,May  9 21:49:42.983825492
4.755766ms,true,-,May  9 21:49:42.983830002
3.001886ms,true,-,May  9 21:49:42.983833028
4.82345ms,true,-,May  9 21:49:42.983837657
4.761421ms,true,-,May  9 21:49:42.983855590
4.871193ms,true,-,May  9 21:49:42.983855877
4.888054ms,true,-,May  9 21:49:42.983867567
4.773603ms,true,-,May  9 21:49:42.983872430
4.773977ms,true,-,May  9 21:49:42.983873776
4.809924ms,true,-,May  9 21:49:42.983875441
4.81002ms,true,-,May  9 21:49:42.983879461
4.844363ms,true,-,May  9 21:49:42.983928356
4.917439ms,true,-,May  9 21:49:42.983943275
4.896987ms,true,-,May  9 21:49:42.983970737
4.883169ms,true,-,May  9 21:49:42.983975835
3.065902ms,true,-,May  9 21:49:42.983995022
4.911089ms,true,-,May  9 21:49:42.984001136
3.169783ms,true,-,May  9 21:49:42.984010854
3.113308ms,true,-,May  9 21:49:42.984023305
3.138567ms,true,-,May  9 21:49:42.984023719
4.925636ms,true,-,May  9 21:49:42.984025891
3.184137ms,true,-,May  9 21:49:42.984049145
3.181165ms,true,-,May  9 21:49:42.984059739
3.096713ms,true,-,May  9 21:49:42.984064217
3.252731ms,true,-,May  9 21:49:42.984064625
4.996286ms,true,-,May  9 21:49:42.984083825
3.262301ms,true,-,May  9 21:49:42.984084806
3.129751ms,true,-,May  9 21:49:42.984114402
3.265339ms,true,-,May  9 21:49:42.984150085
5.049497ms,true,-,May  9 21:49:42.984151132
2.858458ms,true,-,May  9 21:49:42.984153658
3.218799ms,true,-,May  9 21:49:42.984157865
3.19832ms,true,-,May  9 21:49:42.984159904
3.307511ms,true,-,May  9 21:49:42.984173545
3.186231ms,true,-,May  9 21:49:42.984177856
3.23478ms,true,-,May  9 21:49:42.984193475
3.198155ms,true,-,May  9 21:49:42.984194114
3.214017ms,true,-,May  9 21:49:42.984196484
5.116587ms,true,-,May  9 21:49:42.984200060
3.186438ms,true,-,May  9 21:49:42.984200488
2.843203ms,true,-,May  9 21:49:42.984201797
2.859218ms,true,-,May  9 21:49:42.984206124
2.867364ms,true,-,May  9 21:49:42.984206207
2.892512ms,true,-,May  9 21:49:42.984210524
3.336516ms,true,-,May  9 21:49:42.984232686
3.254456ms,true,-,May  9 21:49:42.984241487
2.860386ms,true,-,May  9 21:49:42.984248964
2.922665ms,true,-,May  9 21:49:42.984256151
2.868543ms,true,-,May  9 21:49:42.984271828
3.17474ms,true,-,May  9 21:49:42.984275799
2.863123ms,true,-,May  9 21:49:42.984279961
2.925112ms,true,-,May  9 21:49:42.984287278
2.891173ms,true,-,May  9 21:49:42.984292372
2.974596ms,true,-,May  9 21:49:42.984295810
3.287604ms,true,-,May  9 21:49:42.984299287
2.914395ms,true,-,May  9 21:49:42.984302449
2.897697ms,true,-,May  9 21:49:42.984320225
3.310198ms,true,-,May  9 21:49:42.984324934
2.940017ms,true,-,May  9 21:49:42.984325866
3.259861ms,true,-,May  9 21:49:42.984326650
2.958263ms,true,-,May  9 21:49:42.984330366
2.996997ms,true,-,May  9 21:49:42.984334543
2.959882ms,true,-,May  9 21:49:42.984334961
2.938814ms,true,-,May  9 21:49:42.984337224
2.945496ms,true,-,May  9 21:49:42.986850422
2.927147ms,true,-,May  9 21:49:42.986901713
2.938462ms,true,-,May  9 21:49:42.986902875
3.013993ms,true,-,May  9 21:49:42.986931956
3.035701ms,true,-,May  9 21:49:42.986982761
3.060615ms,true,-,May  9 21:49:42.986986540
3.029337ms,true,-,May  9 21:49:42.987012585
3.139992ms,true,-,May  9 21:49:42.987015213
3.135482ms,true,-,May  9 21:49:42.987045040
3.114253ms,true,-,May  9 21:49:42.987061220
3.116866ms,true,-,May  9 21:49:42.987066912
3.071529ms,true,-,May  9 21:49:42.987069073
3.189898ms,true,-,May  9 21:49:42.987070886
3.15398ms,true,-,May  9 21:49:42.987078201
3.117894ms,true,-,May  9 21:49:42.987088536
3.189092ms,true,-,May  9 21:49:42.987088691
3.09463ms,true,-,May  9 21:49:42.987095046
3.156313ms,true,-,May  9 21:49:42.987114184
3.109393ms,true,-,May  9 21:49:42.987116996
3.185707ms,true,-,May  9 21:49:42.987118416
3.106422ms,true,-,May  9 21:49:42.987133823
3.165914ms,true,-,May  9 21:49:42.987136846
3.171585ms,true,-,May  9 21:49:42.987146267
3.126054ms,true,-,May  9 21:49:42.987151699
3.129226ms,true,-,May  9 21:49:42.987155722
3.220478ms,true,-,May  9 21:49:42.987159870
3.229693ms,true,-,May  9 21:49:42.987175268
3.167403ms,true,-,May  9 21:49:42.987186686
3.29022ms,true,-,May  9 21:49:42.987195816
3.217495ms,true,-,May  9 21:49:42.987196129
3.195087ms,true,-,May  9 21:49:42.987207620
3.140295ms,true,-,May  9 21:49:42.987209665
3.225336ms,true,-,May  9 21:49:42.987216381
