
Number of requests,Medium response time,Error percentage,Throughput,Duration
64500,54.551697ms,0,306.07701043830497,210.731279385
Type,Requests per second,Duration,,
grpc,50,30s,
grpc,100,30s,
grpc,200,30s,
grpc,300,30s,
grpc,400,30s,
grpc,500,30s,
grpc,600,30s,
Response time,Success,Error,End time,
9.353724ms,true,-,May 14 16:02:09.747887063
9.595356ms,true,-,May 14 16:02:09.747935759
9.724421ms,true,-,May 14 16:02:09.748167358
9.806471ms,true,-,May 14 16:02:09.748265632
9.815839ms,true,-,May 14 16:02:09.748366162
9.948584ms,true,-,May 14 16:02:09.748465820
9.970863ms,true,-,May 14 16:02:09.748528824
10.146469ms,true,-,May 14 16:02:09.748650471
10.301025ms,true,-,May 14 16:02:09.748760177
10.248117ms,true,-,May 14 16:02:09.748793010
10.489601ms,true,-,May 14 16:02:09.748992091
10.572651ms,true,-,May 14 16:02:09.749123404
10.886742ms,true,-,May 14 16:02:09.749418844
11.115519ms,true,-,May 14 16:02:09.749685421
11.223462ms,true,-,May 14 16:02:09.749776040
11.330925ms,true,-,May 14 16:02:09.749896167
11.411746ms,true,-,May 14 16:02:09.749971733
11.396401ms,true,-,May 14 16:02:09.749989357
11.510588ms,true,-,May 14 16:02:09.750037746
11.531513ms,true,-,May 14 16:02:09.750051127
11.75388ms,true,-,May 14 16:02:09.750230861
11.743478ms,true,-,May 14 16:02:09.750239956
12.337967ms,true,-,May 14 16:02:09.750916067
12.423215ms,true,-,May 14 16:02:09.750923236
12.483619ms,true,-,May 14 16:02:09.751001353
12.558641ms,true,-,May 14 16:02:09.751124866
12.78037ms,true,-,May 14 16:02:09.751307148
12.774598ms,true,-,May 14 16:02:09.751323032
12.978882ms,true,-,May 14 16:02:09.751514754
13.17361ms,true,-,May 14 16:02:09.751752676
13.205384ms,true,-,May 14 16:02:09.751775978
13.401858ms,true,-,May 14 16:02:09.751905175
13.541416ms,true,-,May 14 16:02:09.752013448
14.215694ms,true,-,May 14 16:02:09.752788413
14.27337ms,true,-,May 14 16:02:09.752843458
14.77644ms,true,-,May 14 16:02:09.753259715
15.181246ms,true,-,May 14 16:02:09.753689315
15.21406ms,true,-,May 14 16:02:09.753751995
15.410754ms,true,-,May 14 16:02:09.753835963
15.369719ms,true,-,May 14 16:02:09.753853458
15.431102ms,true,-,May 14 16:02:09.753923153
15.895042ms,true,-,May 14 16:02:09.754383299
16.082755ms,true,-,May 14 16:02:09.754543726
16.046243ms,true,-,May 14 16:02:09.754566944
16.104906ms,true,-,May 14 16:02:09.754597289
17.119749ms,true,-,May 14 16:02:09.755631128
17.165168ms,true,-,May 14 16:02:09.755708002
17.258267ms,true,-,May 14 16:02:09.755809307
17.766766ms,true,-,May 14 16:02:09.756164709
17.659985ms,true,-,May 14 16:02:09.756167815
1.36612ms,true,-,May 14 16:02:10.739531392
3.409326ms,true,-,May 14 16:02:10.741670649
3.505947ms,true,-,May 14 16:02:10.741740492
4.209538ms,true,-,May 14 16:02:10.742485908
4.424294ms,true,-,May 14 16:02:10.742633099
5.50777ms,true,-,May 14 16:02:10.743785475
5.771124ms,true,-,May 14 16:02:10.743953585
5.747923ms,true,-,May 14 16:02:10.743969439
