
Number of requests,Medium response time,Error percentage,Throughput
105.410539ms,true,-,May  8 14:19:34.322072056
102.878762ms,true,-,May  8 14:19:34.322085055
105.46465ms,true,-,May  8 14:19:34.322151967
104.020913ms,true,-,May  8 14:19:34.323040022
106.968048ms,true,-,May  8 14:19:34.323641890
107.160065ms,true,-,May  8 14:19:34.323699966
107.070841ms,true,-,May  8 14:19:34.324171274
106.901109ms,true,-,May  8 14:19:34.324211980
107.49117ms,true,-,May  8 14:19:34.324350054
106.005384ms,true,-,May  8 14:19:34.324559570
102.747681ms,true,-,May  8 14:19:34.324629240
103.689783ms,true,-,May  8 14:19:34.324762896
107.875458ms,true,-,May  8 14:19:34.324933162
107.636682ms,true,-,May  8 14:19:34.325075250
107.874289ms,true,-,May  8 14:19:34.325268671
105.512163ms,true,-,May  8 14:19:34.325623662
108.519113ms,true,-,May  8 14:19:34.325692049
105.179125ms,true,-,May  8 14:19:34.325984553
109.6558ms,true,-,May  8 14:19:34.326312627
115.162819ms,true,-,May  8 14:19:34.335297376
118.79155ms,true,-,May  8 14:19:34.335474386
113.646379ms,true,-,May  8 14:19:34.335483351
116.498128ms,true,-,May  8 14:19:34.338386666
116.656179ms,true,-,May  8 14:19:34.338477930
30.265284ms,true,-,May  8 14:19:34.342328077
122.527256ms,true,-,May  8 14:19:34.342722844
121.689409ms,true,-,May  8 14:19:34.342925072
121.484821ms,true,-,May  8 14:19:34.343088977
122.486256ms,true,-,May  8 14:19:34.343246211
122.193926ms,true,-,May  8 14:19:34.343398585
31.414998ms,true,-,May  8 14:19:34.343829488
123.154228ms,true,-,May  8 14:19:34.344191244
123.17622ms,true,-,May  8 14:19:34.344805375
9.721392ms,true,-,May  8 14:19:34.345201539
28.351919ms,true,-,May  8 14:19:34.345246552
9.985863ms,true,-,May  8 14:19:34.345294955
124.204322ms,true,-,May  8 14:19:34.345859823
124.211032ms,true,-,May  8 14:19:34.346106140
125.930568ms,true,-,May  8 14:19:34.346135586
124.440983ms,true,-,May  8 14:19:34.346239273
33.936744ms,true,-,May  8 14:19:34.346292537
125.335939ms,true,-,May  8 14:19:34.346545847
127.64414ms,true,-,May  8 14:19:34.346697309
130.300981ms,true,-,May  8 14:19:34.351061783
38.472614ms,true,-,May  8 14:19:34.351311510
33.934156ms,true,-,May  8 14:19:34.351517997
130.115446ms,true,-,May  8 14:19:34.351527720
33.795906ms,true,-,May  8 14:19:34.351569308
16.164204ms,true,-,May  8 14:19:34.351652780
35.50832ms,true,-,May  8 14:19:34.351679057
129.878247ms,true,-,May  8 14:19:34.351738236
27.517437ms,true,-,May  8 14:19:34.351771665
37.983945ms,true,-,May  8 14:19:34.351850716
27.275003ms,true,-,May  8 14:19:34.351908948
131.024867ms,true,-,May  8 14:19:34.352178383
14.030849ms,true,-,May  8 14:19:34.352426062
130.635083ms,true,-,May  8 14:19:34.352426361
6.417562ms,true,-,May  8 14:19:34.352711418
131.851444ms,true,-,May  8 14:19:34.352723578
35.308744ms,true,-,May  8 14:19:34.352812659
131.654223ms,true,-,May  8 14:19:34.353249292
131.504489ms,true,-,May  8 14:19:34.353345142
131.984197ms,true,-,May  8 14:19:34.353587977
133.392608ms,true,-,May  8 14:19:34.353606116
132.398219ms,true,-,May  8 14:19:34.353779799
132.634429ms,true,-,May  8 14:19:34.353834401
41.086337ms,true,-,May  8 14:19:34.353837644
10.925346ms,true,-,May  8 14:19:34.353854744
7.705809ms,true,-,May  8 14:19:34.353859143
11.536183ms,true,-,May  8 14:19:34.353869663
36.177608ms,true,-,May  8 14:19:34.353921285
132.800196ms,true,-,May  8 14:19:34.354150469
37.305271ms,true,-,May  8 14:19:34.354259130
36.720718ms,true,-,May  8 14:19:34.354364451
7.894114ms,true,-,May  8 14:19:34.354615306
14.690574ms,true,-,May  8 14:19:34.358526714
46.41244ms,true,-,May  8 14:19:34.358622317
12.165861ms,true,-,May  8 14:19:34.358717133
12.87978ms,true,-,May  8 14:19:34.358751335
15.736052ms,true,-,May  8 14:19:34.358829883
13.599713ms,true,-,May  8 14:19:34.358897618
16.029685ms,true,-,May  8 14:19:34.359282119
14.476471ms,true,-,May  8 14:19:34.359289621
15.89316ms,true,-,May  8 14:19:34.359297920
139.202509ms,true,-,May  8 14:19:34.359367645
16.907396ms,true,-,May  8 14:19:34.359642797
14.467313ms,true,-,May  8 14:19:34.359722625
15.801953ms,true,-,May  8 14:19:34.360025687
16.710228ms,true,-,May  8 14:19:34.361918166
23.567884ms,true,-,May  8 14:19:34.362050759
44.29601ms,true,-,May  8 14:19:34.362052818
9.824897ms,true,-,May  8 14:19:34.362259028
11.967146ms,true,-,May  8 14:19:34.363318512
12.407081ms,true,-,May  8 14:19:34.364841376
13.943448ms,true,-,May  8 14:19:34.365628813
15.042672ms,true,-,May  8 14:19:34.366707509
12.820561ms,true,-,May  8 14:19:34.367084548
86.142981ms,true,-,May  8 14:19:34.432254516
115.719883ms,true,-,May  8 14:19:34.432593793
116.843138ms,true,-,May  8 14:19:34.432741393
81.593411ms,true,-,May  8 14:19:34.433145413
87.648882ms,true,-,May  8 14:19:34.433891491
81.466258ms,true,-,May  8 14:19:34.435080601
213.722426ms,true,-,May  8 14:19:34.435164389
125.171857ms,true,-,May  8 14:19:34.437483984
83.66246ms,true,-,May  8 14:19:34.437526100
119.814779ms,true,-,May  8 14:19:34.437526155
83.720348ms,true,-,May  8 14:19:34.437559212
70.466596ms,true,-,May  8 14:19:34.437559156
78.978024ms,true,-,May  8 14:19:34.437605463
216.682859ms,true,-,May  8 14:19:34.437616537
120.626561ms,true,-,May  8 14:19:34.437675242
86.912261ms,true,-,May  8 14:19:34.440506110
218.777066ms,true,-,May  8 14:19:34.440617403
87.645181ms,true,-,May  8 14:19:34.441519962
221.098211ms,true,-,May  8 14:19:34.442009373
88.245036ms,true,-,May  8 14:19:34.442103611
88.45317ms,true,-,May  8 14:19:34.442296276
9.721334ms,true,-,May  8 14:19:34.442472600
89.227315ms,true,-,May  8 14:19:34.442483965
125.972648ms,true,-,May  8 14:19:34.442509009
221.190654ms,true,-,May  8 14:19:34.442580128
10.060031ms,true,-,May  8 14:19:34.442665973
124.362397ms,true,-,May  8 14:19:34.442974731
10.539862ms,true,-,May  8 14:19:34.443032954
224.134863ms,true,-,May  8 14:19:34.444227620
10.33225ms,true,-,May  8 14:19:34.444230087
222.842613ms,true,-,May  8 14:19:34.444302725
127.005699ms,true,-,May  8 14:19:34.444451832
127.147152ms,true,-,May  8 14:19:34.444577939
11.498295ms,true,-,May  8 14:19:34.446584614
13.730982ms,true,-,May  8 14:19:34.446882230
125.453884ms,true,-,May  8 14:19:34.447530146
9.938966ms,true,-,May  8 14:19:34.447552905
10.061603ms,true,-,May  8 14:19:34.447627721
122.879864ms,true,-,May  8 14:19:34.447646633
12.4829ms,true,-,May  8 14:19:34.447652591
7.162041ms,true,-,May  8 14:19:34.447787257
129.984534ms,true,-,May  8 14:19:34.447805949
7.316689ms,true,-,May  8 14:19:34.447828221
10.50979ms,true,-,May  8 14:19:34.448044623
10.360758ms,true,-,May  8 14:19:34.448120206
125.119212ms,true,-,May  8 14:19:34.448165528
10.822358ms,true,-,May  8 14:19:34.448556390
11.443418ms,true,-,May  8 14:19:34.449130754
132.411106ms,true,-,May  8 14:19:34.449920672
8.443469ms,true,-,May  8 14:19:34.449970251
130.444343ms,true,-,May  8 14:19:34.452605540
127.450897ms,true,-,May  8 14:19:34.452725569
10.056393ms,true,-,May  8 14:19:34.452727094
127.919275ms,true,-,May  8 14:19:34.452855754
10.877046ms,true,-,May  8 14:19:34.452892657
133.010808ms,true,-,May  8 14:19:34.454439127
128.855483ms,true,-,May  8 14:19:34.454844300
133.626795ms,true,-,May  8 14:19:34.454974778
17.406304ms,true,-,May  8 14:19:34.455029566
134.750839ms,true,-,May  8 14:19:34.455141676
143.028054ms,true,-,May  8 14:19:34.455180552
130.116605ms,true,-,May  8 14:19:34.455196002
12.7176ms,true,-,May  8 14:19:34.455232418
129.545614ms,true,-,May  8 14:19:34.455241977
103.196277ms,true,-,May  8 14:19:34.457121546
136.450119ms,true,-,May  8 14:19:34.457125839
136.447154ms,true,-,May  8 14:19:34.457128605
236.84818ms,true,-,May  8 14:19:34.457154305
136.462861ms,true,-,May  8 14:19:34.457294571
104.680388ms,true,-,May  8 14:19:34.457428212
105.999957ms,true,-,May  8 14:19:34.457524471
104.722977ms,true,-,May  8 14:19:34.457539206
131.5136ms,true,-,May  8 14:19:34.457829055
141.737351ms,true,-,May  8 14:19:34.459191019
108.519107ms,true,-,May  8 14:19:34.459588496
135.511332ms,true,-,May  8 14:19:34.459698455
136.08776ms,true,-,May  8 14:19:34.459735373
107.56369ms,true,-,May  8 14:19:34.459746083
108.549077ms,true,-,May  8 14:19:34.460294579
147.397494ms,true,-,May  8 14:19:34.460357969
142.996799ms,true,-,May  8 14:19:34.460466683
90.761984ms,true,-,May  8 14:19:34.532870453
208.312028ms,true,-,May  8 14:19:34.532875767
174.359148ms,true,-,May  8 14:19:34.532891947
210.764274ms,true,-,May  8 14:19:34.532931393
181.365997ms,true,-,May  8 14:19:34.532941212
178.755243ms,true,-,May  8 14:19:34.533124185
179.398331ms,true,-,May  8 14:19:34.533553306
208.030437ms,true,-,May  8 14:19:34.533658813
96.200599ms,true,-,May  8 14:19:34.533689646
311.985154ms,true,-,May  8 14:19:34.533693724
313.926774ms,true,-,May  8 14:19:34.534013701
91.835066ms,true,-,May  8 14:19:34.534137460
216.58743ms,true,-,May  8 14:19:34.534281255
210.624542ms,true,-,May  8 14:19:34.534329065
92.2619ms,true,-,May  8 14:19:34.535301424
183.281111ms,true,-,May  8 14:19:34.537066101
82.943597ms,true,-,May  8 14:19:34.538181856
186.423724ms,true,-,May  8 14:19:34.538200672
96.955487ms,true,-,May  8 14:19:34.539540528
180.767876ms,true,-,May  8 14:19:34.539603107
93.84425ms,true,-,May  8 14:19:34.540732548
7.048839ms,true,-,May  8 14:19:34.540747832
91.659055ms,true,-,May  8 14:19:34.540795871
81.090613ms,true,-,May  8 14:19:34.540832596
186.240563ms,true,-,May  8 14:19:34.540860027
88.046125ms,true,-,May  8 14:19:34.540943303
88.152712ms,true,-,May  8 14:19:34.541012187
83.647285ms,true,-,May  8 14:19:34.541177342
91.341047ms,true,-,May  8 14:19:34.541315207
226.609809ms,true,-,May  8 14:19:34.544249932
96.482494ms,true,-,May  8 14:19:34.544273773
185.357582ms,true,-,May  8 14:19:34.544651937
92.056608ms,true,-,May  8 14:19:34.544671187
11.439546ms,true,-,May  8 14:19:34.544846998
102.094931ms,true,-,May  8 14:19:34.545075457
183.796069ms,true,-,May  8 14:19:34.545729986
193.954745ms,true,-,May  8 14:19:34.545809536
186.487865ms,true,-,May  8 14:19:34.545878022
179.303945ms,true,-,May  8 14:19:34.546017352
186.402962ms,true,-,May  8 14:19:34.546050118
100.227881ms,true,-,May  8 14:19:34.547859957
99.682142ms,true,-,May  8 14:19:34.548241199
100.900124ms,true,-,May  8 14:19:34.548456082
100.814866ms,true,-,May  8 14:19:34.548472362
100.437926ms,true,-,May  8 14:19:34.548606234
94.221644ms,true,-,May  8 14:19:34.548665677
95.939703ms,true,-,May  8 14:19:34.548673567
104.484299ms,true,-,May  8 14:19:34.548943369
104.683331ms,true,-,May  8 14:19:34.548990207
189.965595ms,true,-,May  8 14:19:34.632453208
92.973335ms,true,-,May  8 14:19:34.632579006
177.822337ms,true,-,May  8 14:19:34.632672934
184.56202ms,true,-,May  8 14:19:34.632687867
177.685241ms,true,-,May  8 14:19:34.632830730
268.009009ms,true,-,May  8 14:19:34.632856558
182.933563ms,true,-,May  8 14:19:34.632858219
175.377489ms,true,-,May  8 14:19:34.632888560
95.121869ms,true,-,May  8 14:19:34.633308416
273.647472ms,true,-,May  8 14:19:34.633373138
185.614889ms,true,-,May  8 14:19:34.633429740
178.744853ms,true,-,May  8 14:19:34.633930614
282.103951ms,true,-,May  8 14:19:34.634017060
275.158322ms,true,-,May  8 14:19:34.634064580
268.454044ms,true,-,May  8 14:19:34.634098982
95.928453ms,true,-,May  8 14:19:34.634134140
187.553507ms,true,-,May  8 14:19:34.634148464
309.896967ms,true,-,May  8 14:19:34.634251774
179.433748ms,true,-,May  8 14:19:34.634473180
195.768185ms,true,-,May  8 14:19:34.638441115
180.939451ms,true,-,May  8 14:19:34.638516861
278.506056ms,true,-,May  8 14:19:34.638537742
94.141665ms,true,-,May  8 14:19:34.638819259
104.768471ms,true,-,May  8 14:19:34.638909973
279.693188ms,true,-,May  8 14:19:34.638988025
91.128503ms,true,-,May  8 14:19:34.639377425
105.764778ms,true,-,May  8 14:19:34.639463419
95.606233ms,true,-,May  8 14:19:34.639869282
281.468275ms,true,-,May  8 14:19:34.640225312
185.272832ms,true,-,May  8 14:19:34.640263840
91.638915ms,true,-,May  8 14:19:34.640311754
92.507563ms,true,-,May  8 14:19:34.640373936
196.263185ms,true,-,May  8 14:19:34.640498277
92.080746ms,true,-,May  8 14:19:34.640545758
196.025543ms,true,-,May  8 14:19:34.640607726
193.131661ms,true,-,May  8 14:19:34.640784302
193.195981ms,true,-,May  8 14:19:34.641243507
95.367281ms,true,-,May  8 14:19:34.644048748
12.066569ms,true,-,May  8 14:19:34.644960368
109.780235ms,true,-,May  8 14:19:34.645086549
105.255773ms,true,-,May  8 14:19:34.646056451
284.195108ms,true,-,May  8 14:19:34.646254416
100.919797ms,true,-,May  8 14:19:34.646812661
13.989308ms,true,-,May  8 14:19:34.646851303
97.930133ms,true,-,May  8 14:19:34.646879853
98.285694ms,true,-,May  8 14:19:34.646898606
100.99038ms,true,-,May  8 14:19:34.647046727
113.920492ms,true,-,May  8 14:19:34.647050560
14.507713ms,true,-,May  8 14:19:34.647070122
14.520829ms,true,-,May  8 14:19:34.647105802
101.124837ms,true,-,May  8 14:19:34.647152338
14.54292ms,true,-,May  8 14:19:34.647220838
285.319778ms,true,-,May  8 14:19:34.647378186
14.664647ms,true,-,May  8 14:19:34.647499688
99.026027ms,true,-,May  8 14:19:34.647507267
284.285612ms,true,-,May  8 14:19:34.647595735
15.075534ms,true,-,May  8 14:19:34.647767949
103.558903ms,true,-,May  8 14:19:34.647839777
278.6806ms,true,-,May  8 14:19:34.733928619
93.666138ms,true,-,May  8 14:19:34.733986542
200.950005ms,true,-,May  8 14:19:34.734086840
86.761912ms,true,-,May  8 14:19:34.734143670
286.952321ms,true,-,May  8 14:19:34.734801715
375.566962ms,true,-,May  8 14:19:34.734871031
87.110044ms,true,-,May  8 14:19:34.734958487
279.862535ms,true,-,May  8 14:19:34.735070359
92.286359ms,true,-,May  8 14:19:34.738543753
95.006555ms,true,-,May  8 14:19:34.739061614
92.44437ms,true,-,May  8 14:19:34.739669074
93.071836ms,true,-,May  8 14:19:34.739888700
95.198184ms,true,-,May  8 14:19:34.740162992
205.930504ms,true,-,May  8 14:19:34.740216200
92.86459ms,true,-,May  8 14:19:34.740369360
194.846517ms,true,-,May  8 14:19:34.740582150
93.786449ms,true,-,May  8 14:19:34.740677672
93.800487ms,true,-,May  8 14:19:34.740850418
207.310521ms,true,-,May  8 14:19:34.740866481
283.624254ms,true,-,May  8 14:19:34.740952182
93.901744ms,true,-,May  8 14:19:34.741062349
100.671827ms,true,-,May  8 14:19:34.741062785
108.178198ms,true,-,May  8 14:19:34.741066846
207.151002ms,true,-,May  8 14:19:34.741169669
94.284353ms,true,-,May  8 14:19:34.741172833
96.17274ms,true,-,May  8 14:19:34.741265504
208.386717ms,true,-,May  8 14:19:34.741607696
199.75357ms,true,-,May  8 14:19:34.744614597
6.128166ms,true,-,May  8 14:19:34.744677140
199.638199ms,true,-,May  8 14:19:34.744748382
204.046363ms,true,-,May  8 14:19:34.744785252
285.233318ms,true,-,May  8 14:19:34.744861660
6.007544ms,true,-,May  8 14:19:34.745076778
10.201271ms,true,-,May  8 14:19:34.745077848
10.394873ms,true,-,May  8 14:19:34.745201570
208.26339ms,true,-,May  8 14:19:34.745335672
392.75583ms,true,-,May  8 14:19:34.745474984
98.329334ms,true,-,May  8 14:19:34.745944146
288.396701ms,true,-,May  8 14:19:34.746011256
98.461753ms,true,-,May  8 14:19:34.746234686
293.597472ms,true,-,May  8 14:19:34.746331814
98.830282ms,true,-,May  8 14:19:34.746343223
99.492855ms,true,-,May  8 14:19:34.746604269
99.781494ms,true,-,May  8 14:19:34.746638683
99.667007ms,true,-,May  8 14:19:34.746739517
213.810401ms,true,-,May  8 14:19:34.746791443
299.441472ms,true,-,May  8 14:19:34.746976326
106.138612ms,true,-,May  8 14:19:34.747400192
101.752915ms,true,-,May  8 14:19:34.747813240
203.216113ms,true,-,May  8 14:19:34.747874427
287.584589ms,true,-,May  8 14:19:34.747882636
13.879578ms,true,-,May  8 14:19:34.747972501
287.57552ms,true,-,May  8 14:19:34.748045446
214.878537ms,true,-,May  8 14:19:34.748237328
207.510241ms,true,-,May  8 14:19:34.748265216
207.188003ms,true,-,May  8 14:19:34.748507800
108.073501ms,true,-,May  8 14:19:34.748685622
291.764281ms,true,-,May  8 14:19:34.749198752
292.206493ms,true,-,May  8 14:19:34.749751062
15.50088ms,true,-,May  8 14:19:34.749803197
201.476638ms,true,-,May  8 14:19:34.750475296
103.726224ms,true,-,May  8 14:19:34.750630857
209.825555ms,true,-,May  8 14:19:34.750690656
16.9662ms,true,-,May  8 14:19:34.751020758
306.820662ms,true,-,May  8 14:19:34.751051817
122.612546ms,true,-,May  8 14:19:34.755925722
211.434005ms,true,-,May  8 14:19:34.757268284
23.6719ms,true,-,May  8 14:19:34.757822069
22.847911ms,true,-,May  8 14:19:34.757928276
124.58711ms,true,-,May  8 14:19:34.758522933
124.680169ms,true,-,May  8 14:19:34.758935005
17.848291ms,true,-,May  8 14:19:34.759028293
125.719954ms,true,-,May  8 14:19:34.759154685
125.163932ms,true,-,May  8 14:19:34.759183339
124.843322ms,true,-,May  8 14:19:34.759320472
125.281804ms,true,-,May  8 14:19:34.759385098
14.798087ms,true,-,May  8 14:19:34.759481567
125.629137ms,true,-,May  8 14:19:34.759766846
407.822055ms,true,-,May  8 14:19:34.761171992
220.461768ms,true,-,May  8 14:19:34.761299484
227.161453ms,true,-,May  8 14:19:34.761495289
17.710431ms,true,-,May  8 14:19:34.762574804
28.082529ms,true,-,May  8 14:19:34.763045348
16.716388ms,true,-,May  8 14:19:34.763461201
22.393172ms,true,-,May  8 14:19:34.763551566
23.422511ms,true,-,May  8 14:19:34.763589900
306.007338ms,true,-,May  8 14:19:34.763647787
303.2892ms,true,-,May  8 14:19:34.763651142
22.741001ms,true,-,May  8 14:19:34.763915610
224.376455ms,true,-,May  8 14:19:34.763921419
222.916803ms,true,-,May  8 14:19:34.763933966
18.952871ms,true,-,May  8 14:19:34.764042691
24.366901ms,true,-,May  8 14:19:34.764042630
223.104528ms,true,-,May  8 14:19:34.764053055
17.861681ms,true,-,May  8 14:19:34.764470430
18.471125ms,true,-,May  8 14:19:34.764488489
23.078609ms,true,-,May  8 14:19:34.764693856
19.985344ms,true,-,May  8 14:19:34.764776544
20.31455ms,true,-,May  8 14:19:34.764935222
307.223587ms,true,-,May  8 14:19:34.765056813
305.391363ms,true,-,May  8 14:19:34.765093588
131.377427ms,true,-,May  8 14:19:34.765444409
18.446437ms,true,-,May  8 14:19:34.765461301
17.689726ms,true,-,May  8 14:19:34.765507073
19.480273ms,true,-,May  8 14:19:34.765719579
25.62261ms,true,-,May  8 14:19:34.766209475
19.903945ms,true,-,May  8 14:19:34.766256821
21.108959ms,true,-,May  8 14:19:34.766617989
26.026965ms,true,-,May  8 14:19:34.767106379
403.45424ms,true,-,May  8 14:19:34.765725711
26.716908ms,true,-,May  8 14:19:34.767572688
27.198651ms,true,-,May  8 14:19:34.767573856
20.781887ms,true,-,May  8 14:19:34.767578777
86.05252ms,true,-,May  8 14:19:34.832388964
375.714592ms,true,-,May  8 14:19:34.835466203
94.441416ms,true,-,May  8 14:19:34.835520208
87.760818ms,true,-,May  8 14:19:34.835640082
88.257064ms,true,-,May  8 14:19:34.835661670
90.486024ms,true,-,May  8 14:19:34.835846011
87.584799ms,true,-,May  8 14:19:34.835854285
89.911444ms,true,-,May  8 14:19:34.835861800
88.11779ms,true,-,May  8 14:19:34.836360740
92.190943ms,true,-,May  8 14:19:34.836964849
296.779093ms,true,-,May  8 14:19:34.837960486
304.347766ms,true,-,May  8 14:19:34.838009264
91.38476ms,true,-,May  8 14:19:34.838031373
378.937521ms,true,-,May  8 14:19:34.838135800
100.561393ms,true,-,May  8 14:19:34.841516071
203.256841ms,true,-,May  8 14:19:34.842249848
94.556578ms,true,-,May  8 14:19:34.842444808
93.772143ms,true,-,May  8 14:19:34.842467138
203.986594ms,true,-,May  8 14:19:34.842534759
208.715877ms,true,-,May  8 14:19:34.842869362
88.453404ms,true,-,May  8 14:19:34.844396652
96.725267ms,true,-,May  8 14:19:34.844776025
204.135057ms,true,-,May  8 14:19:34.844923250
206.478424ms,true,-,May  8 14:19:34.844932531
96.964989ms,true,-,May  8 14:19:34.844943982
94.517811ms,true,-,May  8 14:19:34.845151363
104.335918ms,true,-,May  8 14:19:34.845206552
204.712822ms,true,-,May  8 14:19:34.845235854
97.164864ms,true,-,May  8 14:19:34.845678619
205.561332ms,true,-,May  8 14:19:34.845798744
95.148644ms,true,-,May  8 14:19:34.845844478
105.989191ms,true,-,May  8 14:19:34.845882754
205.34419ms,true,-,May  8 14:19:34.845905123
206.217043ms,true,-,May  8 14:19:34.846115639
86.722064ms,true,-,May  8 14:19:34.846219821
87.184589ms,true,-,May  8 14:19:34.846220787
205.951971ms,true,-,May  8 14:19:34.846222713
207.777587ms,true,-,May  8 14:19:34.846699620
101.650528ms,true,-,May  8 14:19:34.846735961
213.429293ms,true,-,May  8 14:19:34.846806377
105.570263ms,true,-,May  8 14:19:34.846844966
489.591587ms,true,-,May  8 14:19:34.848321665
108.88892ms,true,-,May  8 14:19:34.849110907
85.442935ms,true,-,May  8 14:19:34.849284950
175.409138ms,true,-,May  8 14:19:34.933340366
176.127787ms,true,-,May  8 14:19:34.933404581
294.028084ms,true,-,May  8 14:19:34.933410672
172.701109ms,true,-,May  8 14:19:34.933882938
183.441909ms,true,-,May  8 14:19:34.933921918
169.874367ms,true,-,May  8 14:19:34.933931905
174.801631ms,true,-,May  8 14:19:34.933962391
174.201559ms,true,-,May  8 14:19:34.933975299
295.151839ms,true,-,May  8 14:19:34.933977041
295.540972ms,true,-,May  8 14:19:34.934062922
184.058873ms,true,-,May  8 14:19:34.935114871
185.491685ms,true,-,May  8 14:19:34.935299638
186.376664ms,true,-,May  8 14:19:34.936131862
169.513508ms,true,-,May  8 14:19:34.936138752
195.353165ms,true,-,May  8 14:19:34.936200977
173.647305ms,true,-,May  8 14:19:34.937192150
178.434114ms,true,-,May  8 14:19:34.937771677
179.995605ms,true,-,May  8 14:19:34.937824744
172.80929ms,true,-,May  8 14:19:34.937907544
174.187652ms,true,-,May  8 14:19:34.939672142
175.034292ms,true,-,May  8 14:19:34.939732537
176.826432ms,true,-,May  8 14:19:34.939880171
175.237065ms,true,-,May  8 14:19:34.940018596
174.996487ms,true,-,May  8 14:19:34.940055739
182.024771ms,true,-,May  8 14:19:34.940567231
177.211985ms,true,-,May  8 14:19:34.941140245
181.824738ms,true,-,May  8 14:19:34.941215795
7.818942ms,true,-,May  8 14:19:34.941263472
174.078193ms,true,-,May  8 14:19:34.941667311
190.697703ms,true,-,May  8 14:19:34.941723092
5.843246ms,true,-,May  8 14:19:34.941979421
4.205017ms,true,-,May  8 14:19:34.941981146
183.090589ms,true,-,May  8 14:19:34.942289850
6.11633ms,true,-,May  8 14:19:34.942322257
175.012807ms,true,-,May  8 14:19:34.942359334
106.967219ms,true,-,May  8 14:19:34.942441682
179.787043ms,true,-,May  8 14:19:34.944725521
179.21659ms,true,-,May  8 14:19:34.944728182
6.995267ms,true,-,May  8 14:19:34.944824227
7.133256ms,true,-,May  8 14:19:34.945045037
11.78596ms,true,-,May  8 14:19:34.945766695
8.660012ms,true,-,May  8 14:19:34.945872260
99.035454ms,true,-,May  8 14:19:34.945884697
11.965413ms,true,-,May  8 14:19:34.945892094
184.403027ms,true,-,May  8 14:19:34.945929088
182.289716ms,true,-,May  8 14:19:34.945944511
5.925119ms,true,-,May  8 14:19:34.945986472
187.053294ms,true,-,May  8 14:19:34.945994738
5.425803ms,true,-,May  8 14:19:34.945997949
101.31469ms,true,-,May  8 14:19:34.946243616
10.256274ms,true,-,May  8 14:19:34.946399100
201.20705ms,true,-,May  8 14:19:34.946413600
97.55221ms,true,-,May  8 14:19:34.946669952
100.019535ms,true,-,May  8 14:19:34.946758925
180.551313ms,true,-,May  8 14:19:34.946821339
11.523889ms,true,-,May  8 14:19:34.946828338
101.037213ms,true,-,May  8 14:19:34.947260981
14.078721ms,true,-,May  8 14:19:34.947591971
7.960291ms,true,-,May  8 14:19:34.947638529
102.933119ms,true,-,May  8 14:19:34.948087955
6.803261ms,true,-,May  8 14:19:34.948221918
183.754121ms,true,-,May  8 14:19:34.948228723
182.035419ms,true,-,May  8 14:19:34.948249531
7.03293ms,true,-,May  8 14:19:34.948253607
184.476859ms,true,-,May  8 14:19:34.948399198
6.173856ms,true,-,May  8 14:19:34.948500622
6.281658ms,true,-,May  8 14:19:34.948580743
8.918561ms,true,-,May  8 14:19:34.948657565
113.489354ms,true,-,May  8 14:19:34.949356825
7.663227ms,true,-,May  8 14:19:34.949391028
184.01041ms,true,-,May  8 14:19:34.949458800
8.318174ms,true,-,May  8 14:19:34.949463556
185.524313ms,true,-,May  8 14:19:34.949570212
189.659964ms,true,-,May  8 14:19:34.950970112
