
Number of requests,Medium response time,Error percentage,Throughput
66000,609.77922ms,0,854.3012578652167
Type,Requests per second,Duration,
grpc,10000,3s,
grpc,12000,3s,
Response time,Success,Error,End time
507.37015ms,true,-,May  8 14:14:17.944136425
402.730028ms,true,-,May  8 14:14:17.944298723
510.831319ms,true,-,May  8 14:14:17.944559040
498.817929ms,true,-,May  8 14:14:17.944574391
502.538908ms,true,-,May  8 14:14:17.944856853
610.15604ms,true,-,May  8 14:14:17.944860264
508.899176ms,true,-,May  8 14:14:17.945005039
508.662563ms,true,-,May  8 14:14:17.945005549
398.579008ms,true,-,May  8 14:14:17.945086739
501.304803ms,true,-,May  8 14:14:17.945104945
308.882762ms,true,-,May  8 14:14:17.945193729
305.326807ms,true,-,May  8 14:14:17.945314356
407.306091ms,true,-,May  8 14:14:17.945322023
408.830502ms,true,-,May  8 14:14:17.945446627
403.113626ms,true,-,May  8 14:14:17.945477145
500.225433ms,true,-,May  8 14:14:17.945523839
507.273992ms,true,-,May  8 14:14:17.945598597
398.838433ms,true,-,May  8 14:14:17.945687784
399.282252ms,true,-,May  8 14:14:17.945700530
399.20464ms,true,-,May  8 14:14:17.945710789
402.249906ms,true,-,May  8 14:14:17.945769075
403.430749ms,true,-,May  8 14:14:17.945912390
609.575779ms,true,-,May  8 14:14:17.945914942
403.710885ms,true,-,May  8 14:14:17.945931554
510.879032ms,true,-,May  8 14:14:17.946023435
409.047534ms,true,-,May  8 14:14:17.946158174
612.030309ms,true,-,May  8 14:14:17.946186355
399.303417ms,true,-,May  8 14:14:17.946306664
409.07726ms,true,-,May  8 14:14:17.946308076
401.357529ms,true,-,May  8 14:14:17.946326376
397.361353ms,true,-,May  8 14:14:17.946362484
512.752587ms,true,-,May  8 14:14:17.946541054
410.540205ms,true,-,May  8 14:14:17.946764112
397.869524ms,true,-,May  8 14:14:17.946789365
400.067751ms,true,-,May  8 14:14:17.946879920
406.316156ms,true,-,May  8 14:14:17.946904340
506.240003ms,true,-,May  8 14:14:17.946916477
406.014551ms,true,-,May  8 14:14:17.946955507
410.788186ms,true,-,May  8 14:14:17.946987132
398.027654ms,true,-,May  8 14:14:17.947031405
409.245593ms,true,-,May  8 14:14:17.947085646
308.087683ms,true,-,May  8 14:14:17.947087723
504.59384ms,true,-,May  8 14:14:17.947094130
398.40304ms,true,-,May  8 14:14:17.947104585
494.629322ms,true,-,May  8 14:14:18.032277790
697.373169ms,true,-,May  8 14:14:18.032290289
392.555332ms,true,-,May  8 14:14:18.032372504
396.956073ms,true,-,May  8 14:14:18.032395567
392.638206ms,true,-,May  8 14:14:18.032418004
697.25527ms,true,-,May  8 14:14:18.032522754
494.968721ms,true,-,May  8 14:14:18.032591288
490.398461ms,true,-,May  8 14:14:18.032635657
597.533177ms,true,-,May  8 14:14:18.032638716
493.247335ms,true,-,May  8 14:14:18.032655158
484.258344ms,true,-,May  8 14:14:18.032675206
495.575832ms,true,-,May  8 14:14:18.032706792
397.374257ms,true,-,May  8 14:14:18.032742271
484.555729ms,true,-,May  8 14:14:18.032787915
495.751614ms,true,-,May  8 14:14:18.032800464
597.696792ms,true,-,May  8 14:14:18.032804776
496.643848ms,true,-,May  8 14:14:18.032816023
397.374393ms,true,-,May  8 14:14:18.032827484
495.109596ms,true,-,May  8 14:14:18.032833213
400.282816ms,true,-,May  8 14:14:18.037028930
490.821323ms,true,-,May  8 14:14:18.037359232
488.125446ms,true,-,May  8 14:14:18.037488200
490.822244ms,true,-,May  8 14:14:18.037592048
498.753789ms,true,-,May  8 14:14:18.037692805
600.897072ms,true,-,May  8 14:14:18.037800139
501.353905ms,true,-,May  8 14:14:18.037947234
702.692035ms,true,-,May  8 14:14:18.038125848
492.961708ms,true,-,May  8 14:14:18.038805605
404.023374ms,true,-,May  8 14:14:18.038968512
495.797278ms,true,-,May  8 14:14:18.039186990
603.050044ms,true,-,May  8 14:14:18.039316052
605.739265ms,true,-,May  8 14:14:18.039534817
597.9531ms,true,-,May  8 14:14:18.039714857
595.323864ms,true,-,May  8 14:14:18.039861518
491.230694ms,true,-,May  8 14:14:18.040046272
491.232201ms,true,-,May  8 14:14:18.040189538
606.579794ms,true,-,May  8 14:14:18.040336436
493.885476ms,true,-,May  8 14:14:18.040562114
494.975502ms,true,-,May  8 14:14:18.040733161
499.851515ms,true,-,May  8 14:14:18.040894821
505.0058ms,true,-,May  8 14:14:18.041020237
599.521474ms,true,-,May  8 14:14:18.041149283
604.314284ms,true,-,May  8 14:14:18.041260570
706.221191ms,true,-,May  8 14:14:18.041355653
492.373777ms,true,-,May  8 14:14:18.041476059
492.689102ms,true,-,May  8 14:14:18.041598287
406.419797ms,true,-,May  8 14:14:18.041712287
1.009604213s,true,-,May  8 14:14:18.041831590
605.843113ms,true,-,May  8 14:14:18.041942166
504.453678ms,true,-,May  8 14:14:18.042039663
606.510354ms,true,-,May  8 14:14:18.042158455
406.995385ms,true,-,May  8 14:14:18.042263203
495.484726ms,true,-,May  8 14:14:18.042362050
597.147323ms,true,-,May  8 14:14:18.042486812
493.031657ms,true,-,May  8 14:14:18.042741361
503.802957ms,true,-,May  8 14:14:18.042843902
503.742655ms,true,-,May  8 14:14:18.042987318
504.38878ms,true,-,May  8 14:14:18.043098201
498.190162ms,true,-,May  8 14:14:18.043192693
1.093688776s,true,-,May  8 14:14:18.043318162
494.400807ms,true,-,May  8 14:14:18.043450569
505.857636ms,true,-,May  8 14:14:18.043559585
494.656543ms,true,-,May  8 14:14:18.043667111
501.171685ms,true,-,May  8 14:14:18.043769469
605.924188ms,true,-,May  8 14:14:18.043893269
497.11232ms,true,-,May  8 14:14:18.044036516
607.304326ms,true,-,May  8 14:14:18.044185159
502.806632ms,true,-,May  8 14:14:18.044193048
709.010077ms,true,-,May  8 14:14:18.044323776
506.997722ms,true,-,May  8 14:14:18.044374973
409.508669ms,true,-,May  8 14:14:18.044425893
207.32256ms,true,-,May  8 14:14:18.044497729
498.937633ms,true,-,May  8 14:14:18.044546415
501.402194ms,true,-,May  8 14:14:18.044559609
507.839119ms,true,-,May  8 14:14:18.044572619
493.018121ms,true,-,May  8 14:14:18.044603375
504.180307ms,true,-,May  8 14:14:18.044626639
708.823062ms,true,-,May  8 14:14:18.044656448
207.484479ms,true,-,May  8 14:14:18.044667747
207.204721ms,true,-,May  8 14:14:18.044716886
207.709716ms,true,-,May  8 14:14:18.044752490
207.535634ms,true,-,May  8 14:14:18.044780589
207.740445ms,true,-,May  8 14:14:18.044801756
207.851809ms,true,-,May  8 14:14:18.044830128
207.53432ms,true,-,May  8 14:14:18.044834606
207.498089ms,true,-,May  8 14:14:18.044864781
207.32264ms,true,-,May  8 14:14:18.044885269
207.889375ms,true,-,May  8 14:14:18.044905889
207.858648ms,true,-,May  8 14:14:18.044959131
207.046736ms,true,-,May  8 14:14:18.045034040
207.438135ms,true,-,May  8 14:14:18.045036063
207.581182ms,true,-,May  8 14:14:18.045061470
207.556931ms,true,-,May  8 14:14:18.045080115
207.714315ms,true,-,May  8 14:14:18.045092840
207.682246ms,true,-,May  8 14:14:18.045161774
296.9365ms,true,-,May  8 14:14:18.134830252
297.08848ms,true,-,May  8 14:14:18.134834848
597.001296ms,true,-,May  8 14:14:18.134896875
297.315659ms,true,-,May  8 14:14:18.134986962
297.188988ms,true,-,May  8 14:14:18.135056974
297.158121ms,true,-,May  8 14:14:18.135073922
698.396359ms,true,-,May  8 14:14:18.135087696
297.337763ms,true,-,May  8 14:14:18.135218708
297.319528ms,true,-,May  8 14:14:18.135278117
297.580429ms,true,-,May  8 14:14:18.135280951
297.507788ms,true,-,May  8 14:14:18.135332262
994.757814ms,true,-,May  8 14:14:18.135364182
297.79236ms,true,-,May  8 14:14:18.135486385
700.039277ms,true,-,May  8 14:14:18.135504894
699.120804ms,true,-,May  8 14:14:18.135509693
590.684413ms,true,-,May  8 14:14:18.135544016
584.421381ms,true,-,May  8 14:14:18.135562969
598.148035ms,true,-,May  8 14:14:18.135588190
599.365245ms,true,-,May  8 14:14:18.135602278
598.700961ms,true,-,May  8 14:14:18.135607821
598.36575ms,true,-,May  8 14:14:18.135617123
699.835135ms,true,-,May  8 14:14:18.135691588
700.064016ms,true,-,May  8 14:14:18.135699020
599.69458ms,true,-,May  8 14:14:18.137216084
698.883699ms,true,-,May  8 14:14:18.137289853
701.537888ms,true,-,May  8 14:14:18.137422343
695.598251ms,true,-,May  8 14:14:18.137698530
600.808042ms,true,-,May  8 14:14:18.137719964
902.510905ms,true,-,May  8 14:14:18.137730871
589.34543ms,true,-,May  8 14:14:18.137849342
591.163517ms,true,-,May  8 14:14:18.137981848
591.647266ms,true,-,May  8 14:14:18.138100425
501.941739ms,true,-,May  8 14:14:18.138146451
498.937689ms,true,-,May  8 14:14:18.138210648
802.886832ms,true,-,May  8 14:14:18.138374131
600.748479ms,true,-,May  8 14:14:18.138604460
696.495136ms,true,-,May  8 14:14:18.138715041
596.161969ms,true,-,May  8 14:14:18.138835359
700.776039ms,true,-,May  8 14:14:18.138965635
902.244279ms,true,-,May  8 14:14:18.438663930
891.707361ms,true,-,May  8 14:14:18.438664483
895.828066ms,true,-,May  8 14:14:18.438813469
897.094255ms,true,-,May  8 14:14:18.438842157
1.001946951s,true,-,May  8 14:14:18.438847841
901.119009ms,true,-,May  8 14:14:18.438902692
896.352492ms,true,-,May  8 14:14:18.438934038
803.789446ms,true,-,May  8 14:14:18.438944414
887.33252ms,true,-,May  8 14:14:18.439015130
799.256492ms,true,-,May  8 14:14:18.439076912
890.700991ms,true,-,May  8 14:14:18.439088511
890.081061ms,true,-,May  8 14:14:18.439092007
800.06374ms,true,-,May  8 14:14:18.439101829
1.103220096s,true,-,May  8 14:14:18.439128764
892.154329ms,true,-,May  8 14:14:18.439148887
1.0025381s,true,-,May  8 14:14:18.439158273
892.312178ms,true,-,May  8 14:14:18.439184804
900.095614ms,true,-,May  8 14:14:18.439189824
997.249152ms,true,-,May  8 14:14:18.439207135
892.715174ms,true,-,May  8 14:14:18.439239706
899.541461ms,true,-,May  8 14:14:18.439265132
505.31109ms,true,-,May  8 14:14:18.439297989
902.598035ms,true,-,May  8 14:14:18.439329682
901.406524ms,true,-,May  8 14:14:18.439347263
506.443829ms,true,-,May  8 14:14:18.439356457
893.058525ms,true,-,May  8 14:14:18.439364822
595.798385ms,true,-,May  8 14:14:18.439367421
593.298785ms,true,-,May  8 14:14:18.439375956
593.338367ms,true,-,May  8 14:14:18.439401581
892.225059ms,true,-,May  8 14:14:18.439407071
803.951195ms,true,-,May  8 14:14:18.439409739
903.696865ms,true,-,May  8 14:14:18.439416213
889.918824ms,true,-,May  8 14:14:18.439501871
901.65625ms,true,-,May  8 14:14:18.439681313
599.129654ms,true,-,May  8 14:14:18.439709263
1.004440471s,true,-,May  8 14:14:18.439810501
593.758195ms,true,-,May  8 14:14:18.439834434
1.006235991s,true,-,May  8 14:14:18.439923355
597.526552ms,true,-,May  8 14:14:18.440020238
599.534981ms,true,-,May  8 14:14:18.440097472
506.236446ms,true,-,May  8 14:14:18.440225214
1.003305283s,true,-,May  8 14:14:18.440250210
893.1711ms,true,-,May  8 14:14:18.440254860
893.191477ms,true,-,May  8 14:14:18.440260653
600.089355ms,true,-,May  8 14:14:18.440407293
893.224129ms,true,-,May  8 14:14:18.440411426
897.520967ms,true,-,May  8 14:14:18.440475457
1.103587234s,true,-,May  8 14:14:18.440567950
804.533242ms,true,-,May  8 14:14:18.440594637
1.105126918s,true,-,May  8 14:14:18.440598768
505.970336ms,true,-,May  8 14:14:18.440613221
597.375886ms,true,-,May  8 14:14:18.440686657
1.006696359s,true,-,May  8 14:14:18.440726185
1.007123446s,true,-,May  8 14:14:18.440795037
801.374205ms,true,-,May  8 14:14:18.440803710
1.004885017s,true,-,May  8 14:14:18.440818134
1.106007699s,true,-,May  8 14:14:18.440881744
594.896686ms,true,-,May  8 14:14:18.440883977
994.931059ms,true,-,May  8 14:14:18.440891129
899.043508ms,true,-,May  8 14:14:18.440959743
594.727721ms,true,-,May  8 14:14:18.441006463
595.869217ms,true,-,May  8 14:14:18.441046729
507.10469ms,true,-,May  8 14:14:18.441097473
507.227441ms,true,-,May  8 14:14:18.441155158
891.138026ms,true,-,May  8 14:14:18.441182799
1.004621454s,true,-,May  8 14:14:18.441189726
1.007613509s,true,-,May  8 14:14:18.441369566
904.646191ms,true,-,May  8 14:14:18.441376790
598.823415ms,true,-,May  8 14:14:18.441382402
1.106432198s,true,-,May  8 14:14:18.441394801
901.842906ms,true,-,May  8 14:14:18.441403937
899.467543ms,true,-,May  8 14:14:18.441555223
805.56701ms,true,-,May  8 14:14:18.441578914
995.431487ms,true,-,May  8 14:14:18.441581555
600.902407ms,true,-,May  8 14:14:18.441588059
801.865901ms,true,-,May  8 14:14:18.441600492
1.005138395s,true,-,May  8 14:14:18.441645991
507.53853ms,true,-,May  8 14:14:18.441744523
892.645436ms,true,-,May  8 14:14:18.441800365
805.268591ms,true,-,May  8 14:14:18.441802048
604.451072ms,true,-,May  8 14:14:18.441805684
802.100074ms,true,-,May  8 14:14:18.441809141
802.397102ms,true,-,May  8 14:14:18.441859256
1.105935922s,true,-,May  8 14:14:18.441997692
598.397518ms,true,-,May  8 14:14:18.442016474
996.773617ms,true,-,May  8 14:14:18.442028119
900.613455ms,true,-,May  8 14:14:18.442060647
902.499131ms,true,-,May  8 14:14:18.442084996
904.975255ms,true,-,May  8 14:14:18.442130044
901.943614ms,true,-,May  8 14:14:18.442218795
1.008700988s,true,-,May  8 14:14:18.442277544
996.965265ms,true,-,May  8 14:14:18.442330859
905.108955ms,true,-,May  8 14:14:18.442331415
805.434369ms,true,-,May  8 14:14:18.442401815
509.838194ms,true,-,May  8 14:14:18.442417755
1.107342817s,true,-,May  8 14:14:18.442423464
596.210763ms,true,-,May  8 14:14:18.442458959
507.692877ms,true,-,May  8 14:14:18.442532194
1.007181826s,true,-,May  8 14:14:18.442567485
900.465399ms,true,-,May  8 14:14:18.442582118
899.357793ms,true,-,May  8 14:14:18.442582726
807.120923ms,true,-,May  8 14:14:18.442617311
806.869825ms,true,-,May  8 14:14:18.442632843
604.577938ms,true,-,May  8 14:14:18.442688893
897.01192ms,true,-,May  8 14:14:18.442714411
605.093764ms,true,-,May  8 14:14:18.442754304
893.545695ms,true,-,May  8 14:14:18.442779809
497.400316ms,true,-,May  8 14:14:18.444497826
511.893864ms,true,-,May  8 14:14:18.444508340
601.827405ms,true,-,May  8 14:14:18.444690685
601.325087ms,true,-,May  8 14:14:18.444751488
809.551595ms,true,-,May  8 14:14:18.444860554
904.198173ms,true,-,May  8 14:14:18.444927507
511.684675ms,true,-,May  8 14:14:18.445081683
510.965844ms,true,-,May  8 14:14:18.445240808
898.624846ms,true,-,May  8 14:14:18.445361919
498.423728ms,true,-,May  8 14:14:18.445414936
806.06345ms,true,-,May  8 14:14:18.445550959
599.280858ms,true,-,May  8 14:14:18.445601828
999.459296ms,true,-,May  8 14:14:18.445685503
413.090264ms,true,-,May  8 14:14:18.445770467
895.894675ms,true,-,May  8 14:14:18.445841267
809.815702ms,true,-,May  8 14:14:18.445916706
899.098111ms,true,-,May  8 14:14:18.445953355
501.928172ms,true,-,May  8 14:14:18.446048486
507.55769ms,true,-,May  8 14:14:18.446062626
599.765615ms,true,-,May  8 14:14:18.446138148
512.846165ms,true,-,May  8 14:14:18.446177293
413.941931ms,true,-,May  8 14:14:18.446331751
1.000139728s,true,-,May  8 14:14:18.446386288
603.442978ms,true,-,May  8 14:14:18.446396097
806.888366ms,true,-,May  8 14:14:18.446445532
514.072352ms,true,-,May  8 14:14:18.446466139
507.559704ms,true,-,May  8 14:14:18.446501152
605.962431ms,true,-,May  8 14:14:18.446559200
414.05485ms,true,-,May  8 14:14:18.446584370
500.656101ms,true,-,May  8 14:14:18.446593899
600.915744ms,true,-,May  8 14:14:18.446644976
806.96157ms,true,-,May  8 14:14:18.446664917
894.924199ms,true,-,May  8 14:14:18.446697227
600.961635ms,true,-,May  8 14:14:18.446716178
511.577771ms,true,-,May  8 14:14:18.446717747
600.327869ms,true,-,May  8 14:14:18.446735225
507.892882ms,true,-,May  8 14:14:18.446736433
513.381328ms,true,-,May  8 14:14:18.446748147
511.468895ms,true,-,May  8 14:14:18.446749965
1.110981379s,true,-,May  8 14:14:18.447523984
1.00220521s,true,-,May  8 14:14:18.448463055
813.209234ms,true,-,May  8 14:14:18.448466523
602.102136ms,true,-,May  8 14:14:18.448484285
1.008508812s,true,-,May  8 14:14:18.448733563
808.873076ms,true,-,May  8 14:14:18.448801440
901.481469ms,true,-,May  8 14:14:18.448807762
416.226342ms,true,-,May  8 14:14:18.448868021
416.331748ms,true,-,May  8 14:14:18.448991626
513.987232ms,true,-,May  8 14:14:18.449083223
514.506585ms,true,-,May  8 14:14:18.449078206
514.472479ms,true,-,May  8 14:14:18.449567638
504.331057ms,true,-,May  8 14:14:18.449648845
514.673754ms,true,-,May  8 14:14:18.449730493
504.328628ms,true,-,May  8 14:14:18.449782727
603.518769ms,true,-,May  8 14:14:18.449863385
1.015966339s,true,-,May  8 14:14:18.449975837
505.478741ms,true,-,May  8 14:14:18.450056428
419.057219ms,true,-,May  8 14:14:18.451642357
912.489985ms,true,-,May  8 14:14:18.451755697
506.169543ms,true,-,May  8 14:14:18.451769904
513.643821ms,true,-,May  8 14:14:18.451774339
519.045267ms,true,-,May  8 14:14:18.451838858
605.476318ms,true,-,May  8 14:14:18.451867036
516.457007ms,true,-,May  8 14:14:18.451932719
905.421655ms,true,-,May  8 14:14:18.451962437
513.22507ms,true,-,May  8 14:14:18.451970290
513.267635ms,true,-,May  8 14:14:18.452000300
513.230408ms,true,-,May  8 14:14:18.452017697
412.163284ms,true,-,May  8 14:14:18.452028139
512.560636ms,true,-,May  8 14:14:18.450471131
816.732324ms,true,-,May  8 14:14:18.452075472
914.44211ms,true,-,May  8 14:14:18.452120735
519.206805ms,true,-,May  8 14:14:18.452123895
915.632407ms,true,-,May  8 14:14:18.452152375
507.163732ms,true,-,May  8 14:14:18.452175599
816.358596ms,true,-,May  8 14:14:18.452178969
902.970225ms,true,-,May  8 14:14:18.452191950
609.070016ms,true,-,May  8 14:14:18.452213440
609.173261ms,true,-,May  8 14:14:18.452258315
517.460183ms,true,-,May  8 14:14:18.452296665
419.483352ms,true,-,May  8 14:14:18.452303237
517.805517ms,true,-,May  8 14:14:18.452309722
519.079481ms,true,-,May  8 14:14:18.452323800
813.127998ms,true,-,May  8 14:14:18.452365479
593.267016ms,true,-,May  8 14:14:18.531788165
596.64113ms,true,-,May  8 14:14:18.531836083
598.664217ms,true,-,May  8 14:14:18.531871456
494.873634ms,true,-,May  8 14:14:18.531911114
586.073132ms,true,-,May  8 14:14:18.531991630
494.44187ms,true,-,May  8 14:14:18.532035418
499.624743ms,true,-,May  8 14:14:18.532048716
596.451255ms,true,-,May  8 14:14:18.532050106
593.642427ms,true,-,May  8 14:14:18.532169923
599.226069ms,true,-,May  8 14:14:18.532316663
494.832899ms,true,-,May  8 14:14:18.532323553
499.923206ms,true,-,May  8 14:14:18.532326374
597.542014ms,true,-,May  8 14:14:18.532347197
494.981699ms,true,-,May  8 14:14:18.532347335
686.378459ms,true,-,May  8 14:14:18.532499441
686.738441ms,true,-,May  8 14:14:18.532539865
897.678442ms,true,-,May  8 14:14:18.532573967
494.881767ms,true,-,May  8 14:14:18.532575786
597.829152ms,true,-,May  8 14:14:18.532646443
493.408144ms,true,-,May  8 14:14:18.532727148
599.667463ms,true,-,May  8 14:14:18.532746270
500.202103ms,true,-,May  8 14:14:18.533038756
597.516266ms,true,-,May  8 14:14:18.533066877
984.376472ms,true,-,May  8 14:14:18.533090235
586.331455ms,true,-,May  8 14:14:18.533125282
986.186692ms,true,-,May  8 14:14:18.533138944
687.224407ms,true,-,May  8 14:14:18.533153989
593.945598ms,true,-,May  8 14:14:18.533173786
598.847611ms,true,-,May  8 14:14:18.533258964
984.161666ms,true,-,May  8 14:14:18.533267058
600.188633ms,true,-,May  8 14:14:18.533323023
992.060303ms,true,-,May  8 14:14:18.533340839
992.356761ms,true,-,May  8 14:14:18.533373240
988.161122ms,true,-,May  8 14:14:18.533417898
587.728584ms,true,-,May  8 14:14:18.533433465
986.121686ms,true,-,May  8 14:14:18.533435338
897.158031ms,true,-,May  8 14:14:18.533473494
691.033088ms,true,-,May  8 14:14:18.533546201
1.097055222s,true,-,May  8 14:14:18.533570649
989.150729ms,true,-,May  8 14:14:18.533587441
996.819504ms,true,-,May  8 14:14:18.533601366
986.611502ms,true,-,May  8 14:14:18.533650901
898.539783ms,true,-,May  8 14:14:18.533668033
690.533591ms,true,-,May  8 14:14:18.533672278
1.196477913s,true,-,May  8 14:14:18.533718388
984.863898ms,true,-,May  8 14:14:18.533749172
894.862104ms,true,-,May  8 14:14:18.533793667
897.119223ms,true,-,May  8 14:14:18.533806826
1.096080127s,true,-,May  8 14:14:18.533820951
898.683243ms,true,-,May  8 14:14:18.533874665
993.65735ms,true,-,May  8 14:14:18.533882790
894.47002ms,true,-,May  8 14:14:18.533936482
991.064645ms,true,-,May  8 14:14:18.533937237
601.483322ms,true,-,May  8 14:14:18.533952742
1.501518442s,true,-,May  8 14:14:18.533988392
1.199464393s,true,-,May  8 14:14:18.533998446
493.81974ms,true,-,May  8 14:14:18.534011740
982.62189ms,true,-,May  8 14:14:18.534062620
990.780093ms,true,-,May  8 14:14:18.534074929
588.810981ms,true,-,May  8 14:14:18.534135512
798.139922ms,true,-,May  8 14:14:18.737072421
799.221579ms,true,-,May  8 14:14:18.737077289
798.283961ms,true,-,May  8 14:14:18.737088097
802.108561ms,true,-,May  8 14:14:18.737118184
1.098175084s,true,-,May  8 14:14:18.737250487
804.486952ms,true,-,May  8 14:14:18.737257613
1.097466097s,true,-,May  8 14:14:18.737295823
891.06271ms,true,-,May  8 14:14:18.737494198
1.299556549s,true,-,May  8 14:14:18.737515206
792.066995ms,true,-,May  8 14:14:18.737593528
1.197143642s,true,-,May  8 14:14:18.737685912
1.194380507s,true,-,May  8 14:14:18.737690858
1.194703686s,true,-,May  8 14:14:18.737832564
891.714677ms,true,-,May  8 14:14:18.737859626
705.185694ms,true,-,May  8 14:14:18.737903786
805.304324ms,true,-,May  8 14:14:18.738067455
895.474677ms,true,-,May  8 14:14:18.738087556
1.101652454s,true,-,May  8 14:14:18.738120613
705.326007ms,true,-,May  8 14:14:18.738130839
1.189059171s,true,-,May  8 14:14:18.738178604
896.521865ms,true,-,May  8 14:14:18.738297526
895.577089ms,true,-,May  8 14:14:18.738327574
1.101844784s,true,-,May  8 14:14:18.738356940
1.187528317s,true,-,May  8 14:14:18.738362996
1.191643976s,true,-,May  8 14:14:18.738384564
805.677415ms,true,-,May  8 14:14:18.738407904
697.213255ms,true,-,May  8 14:14:18.738475276
806.166949ms,true,-,May  8 14:14:18.738487377
1.197430805s,true,-,May  8 14:14:18.738513104
792.206454ms,true,-,May  8 14:14:18.738576670
804.942077ms,true,-,May  8 14:14:18.738611774
803.334281ms,true,-,May  8 14:14:18.738668749
1.099378246s,true,-,May  8 14:14:18.738680742
1.101888671s,true,-,May  8 14:14:18.738699986
804.725875ms,true,-,May  8 14:14:18.738802322
806.480468ms,true,-,May  8 14:14:18.738823613
892.952236ms,true,-,May  8 14:14:18.738841317
892.644965ms,true,-,May  8 14:14:18.738896436
799.66199ms,true,-,May  8 14:14:18.738897531
1.197673674s,true,-,May  8 14:14:18.738935497
895.786801ms,true,-,May  8 14:14:18.739048912
803.765038ms,true,-,May  8 14:14:18.739077457
804.320372ms,true,-,May  8 14:14:18.739098970
1.301190527s,true,-,May  8 14:14:18.739123730
896.978457ms,true,-,May  8 14:14:18.739241336
1.192316604s,true,-,May  8 14:14:18.739321962
901.225486ms,true,-,May  8 14:14:18.739344691
1.103410897s,true,-,May  8 14:14:18.739345518
1.19227312s,true,-,May  8 14:14:18.739352274
1.189960879s,true,-,May  8 14:14:18.739369951
706.71591ms,true,-,May  8 14:14:18.739465676
792.435762ms,true,-,May  8 14:14:18.739524821
804.90116ms,true,-,May  8 14:14:18.739525219
1.196709963s,true,-,May  8 14:14:18.739545130
793.261532ms,true,-,May  8 14:14:18.739579773
697.895926ms,true,-,May  8 14:14:18.739609943
805.154429ms,true,-,May  8 14:14:18.739650351
698.994625ms,true,-,May  8 14:14:18.739730549
805.649079ms,true,-,May  8 14:14:18.739743874
1.100576513s,true,-,May  8 14:14:18.739744651
1.100363925s,true,-,May  8 14:14:18.739772625
801.980835ms,true,-,May  8 14:14:18.739796335
700.855067ms,true,-,May  8 14:14:18.739826713
1.298935617s,true,-,May  8 14:14:18.739935018
896.471691ms,true,-,May  8 14:14:18.739960833
800.934767ms,true,-,May  8 14:14:18.739962672
807.480829ms,true,-,May  8 14:14:18.739973090
804.704046ms,true,-,May  8 14:14:18.740037774
893.928666ms,true,-,May  8 14:14:18.740037727
801.136005ms,true,-,May  8 14:14:18.740153557
702.034104ms,true,-,May  8 14:14:18.740163508
698.015597ms,true,-,May  8 14:14:18.740175575
896.562034ms,true,-,May  8 14:14:18.740189496
804.973508ms,true,-,May  8 14:14:18.740197996
700.723216ms,true,-,May  8 14:14:18.740262549
698.460563ms,true,-,May  8 14:14:18.740293978
1.189359852s,true,-,May  8 14:14:18.740351102
795.245684ms,true,-,May  8 14:14:18.740353048
800.910685ms,true,-,May  8 14:14:18.740372768
1.189142631s,true,-,May  8 14:14:18.740395912
793.863149ms,true,-,May  8 14:14:18.740412711
801.634905ms,true,-,May  8 14:14:18.740472711
804.146542ms,true,-,May  8 14:14:18.740496222
806.190138ms,true,-,May  8 14:14:18.740539136
801.085729ms,true,-,May  8 14:14:18.740550828
806.752304ms,true,-,May  8 14:14:18.740603082
901.300286ms,true,-,May  8 14:14:18.741273000
803.292421ms,true,-,May  8 14:14:18.741861719
1.199256756s,true,-,May  8 14:14:18.741986626
795.437922ms,true,-,May  8 14:14:18.742205769
904.277954ms,true,-,May  8 14:14:18.742344821
809.205545ms,true,-,May  8 14:14:18.742466363
709.876411ms,true,-,May  8 14:14:18.742475422
808.075977ms,true,-,May  8 14:14:18.742501962
1.305871945s,true,-,May  8 14:14:18.742864926
702.363289ms,true,-,May  8 14:14:18.742930183
809.681942ms,true,-,May  8 14:14:18.742974758
809.945378ms,true,-,May  8 14:14:18.743182899
809.143508ms,true,-,May  8 14:14:18.743199881
897.047054ms,true,-,May  8 14:14:18.743274211
804.274947ms,true,-,May  8 14:14:18.743347524
905.353215ms,true,-,May  8 14:14:18.743364100
702.151746ms,true,-,May  8 14:14:18.743630733
799.253418ms,true,-,May  8 14:14:18.743818589
702.02391ms,true,-,May  8 14:14:18.743967658
903.337012ms,true,-,May  8 14:14:18.743999334
1.10900889s,true,-,May  8 14:14:18.744006583
805.218024ms,true,-,May  8 14:14:18.744015976
1.104805548s,true,-,May  8 14:14:18.744097831
702.777751ms,true,-,May  8 14:14:18.744135007
799.384157ms,true,-,May  8 14:14:18.744261388
1.197120706s,true,-,May  8 14:14:18.744337758
1.104400198s,true,-,May  8 14:14:18.744376335
806.69173ms,true,-,May  8 14:14:18.744776578
810.695934ms,true,-,May  8 14:14:18.744433657
904.560041ms,true,-,May  8 14:14:18.744877471
704.167363ms,true,-,May  8 14:14:18.746208671
1.195874161s,true,-,May  8 14:14:18.746237685
813.641095ms,true,-,May  8 14:14:18.746270942
799.435144ms,true,-,May  8 14:14:18.746342532
900.415817ms,true,-,May  8 14:14:18.746396086
1.10685703s,true,-,May  8 14:14:18.746401153
1.204146251s,true,-,May  8 14:14:18.746444816
1.210402706s,true,-,May  8 14:14:18.746657816
811.10774ms,true,-,May  8 14:14:18.746766568
811.21287ms,true,-,May  8 14:14:18.746832920
812.660092ms,true,-,May  8 14:14:18.746908778
