
Number of requests,Medium response time,Error percentage,Throughput
1.093482441s,true,-,May  8 14:17:06.238803812
206.729288ms,true,-,May  8 14:17:06.238889078
888.826998ms,true,-,May  8 14:17:06.238931404
608.222601ms,true,-,May  8 14:17:06.240466807
202.96663ms,true,-,May  8 14:17:06.240520407
608.154321ms,true,-,May  8 14:17:06.240656197
607.39341ms,true,-,May  8 14:17:06.240671518
396.666407ms,true,-,May  8 14:17:06.240761790
394.515071ms,true,-,May  8 14:17:06.240828748
394.73379ms,true,-,May  8 14:17:06.240901455
395.251984ms,true,-,May  8 14:17:06.240907433
699.417236ms,true,-,May  8 14:17:06.240909897
999.396142ms,true,-,May  8 14:17:06.240939140
997.602081ms,true,-,May  8 14:17:06.240961958
608.628938ms,true,-,May  8 14:17:06.241044563
703.605883ms,true,-,May  8 14:17:06.241068044
703.369827ms,true,-,May  8 14:17:06.241068745
705.677633ms,true,-,May  8 14:17:06.241247859
402.626776ms,true,-,May  8 14:17:06.241274371
103.02116ms,true,-,May  8 14:17:06.241292033
799.22623ms,true,-,May  8 14:17:06.241309276
888.499199ms,true,-,May  8 14:17:06.241359063
302.599238ms,true,-,May  8 14:17:06.241388031
889.607084ms,true,-,May  8 14:17:06.241447079
302.743105ms,true,-,May  8 14:17:06.241508792
889.890062ms,true,-,May  8 14:17:06.241540464
401.472638ms,true,-,May  8 14:17:06.241560596
209.634877ms,true,-,May  8 14:17:06.241603311
800.840117ms,true,-,May  8 14:17:06.241621586
891.329196ms,true,-,May  8 14:17:06.333478341
199.898052ms,true,-,May  8 14:17:06.339114727
500.441368ms,true,-,May  8 14:17:06.339116276
302.045896ms,true,-,May  8 14:17:06.339151164
301.705699ms,true,-,May  8 14:17:06.339199132
1.202969692s,true,-,May  8 14:17:06.339204783
1.192395325s,true,-,May  8 14:17:06.339212964
401.753575ms,true,-,May  8 14:17:06.339348967
500.550125ms,true,-,May  8 14:17:06.339444252
303.960745ms,true,-,May  8 14:17:06.339495276
987.763762ms,true,-,May  8 14:17:06.339519662
500.443605ms,true,-,May  8 14:17:06.339670790
707.573769ms,true,-,May  8 14:17:06.339781372
502.530961ms,true,-,May  8 14:17:06.339830563
493.526375ms,true,-,May  8 14:17:06.339860179
402.338709ms,true,-,May  8 14:17:06.339892413
496.023064ms,true,-,May  8 14:17:06.339906473
499.908873ms,true,-,May  8 14:17:06.339982550
308.36678ms,true,-,May  8 14:17:06.340914606
495.590292ms,true,-,May  8 14:17:06.340917467
1.108725553s,true,-,May  8 14:17:06.340933555
197.06438ms,true,-,May  8 14:17:06.340938074
304.969728ms,true,-,May  8 14:17:06.341005678
494.642285ms,true,-,May  8 14:17:06.341080081
202.176831ms,true,-,May  8 14:17:06.341118976
989.376411ms,true,-,May  8 14:17:06.341132745
496.835631ms,true,-,May  8 14:17:06.341198080
804.554394ms,true,-,May  8 14:17:06.341324188
497.122013ms,true,-,May  8 14:17:06.341327277
801.096854ms,true,-,May  8 14:17:06.341342592
304.698772ms,true,-,May  8 14:17:06.341346084
304.384755ms,true,-,May  8 14:17:06.341352901
1.100179158s,true,-,May  8 14:17:06.341384399
1.098201692s,true,-,May  8 14:17:06.341404710
194.878284ms,true,-,May  8 14:17:06.341524884
804.282781ms,true,-,May  8 14:17:06.341539357
1.193217964s,true,-,May  8 14:17:06.341613342
491.634984ms,true,-,May  8 14:17:06.341619633
805.563318ms,true,-,May  8 14:17:06.341640955
1.207316591s,true,-,May  8 14:17:06.341640977
1.098616913s,true,-,May  8 14:17:06.341652512
496.067684ms,true,-,May  8 14:17:06.341658174
806.983369ms,true,-,May  8 14:17:06.341694276
805.329692ms,true,-,May  8 14:17:06.341711105
495.661527ms,true,-,May  8 14:17:06.341715595
1.097268923s,true,-,May  8 14:17:06.341765178
497.834477ms,true,-,May  8 14:17:06.341819304
1.103208563s,true,-,May  8 14:17:06.341839800
300.289683ms,true,-,May  8 14:17:06.341844509
304.972543ms,true,-,May  8 14:17:06.341852432
804.688061ms,true,-,May  8 14:17:06.341875899
197.965831ms,true,-,May  8 14:17:06.341877576
402.898551ms,true,-,May  8 14:17:06.341891491
401.667783ms,true,-,May  8 14:17:06.341922081
1.101924685s,true,-,May  8 14:17:06.341979361
1.20489452s,true,-,May  8 14:17:06.342006310
500.95977ms,true,-,May  8 14:17:06.342019911
497.69858ms,true,-,May  8 14:17:06.342070452
502.936821ms,true,-,May  8 14:17:06.342078745
1.400445158s,true,-,May  8 14:17:06.342084624
305.35229ms,true,-,May  8 14:17:06.342090590
804.456762ms,true,-,May  8 14:17:06.342121662
497.130972ms,true,-,May  8 14:17:06.342125837
496.635567ms,true,-,May  8 14:17:06.342129036
1.101183057s,true,-,May  8 14:17:06.342171004
496.924474ms,true,-,May  8 14:17:06.342204693
496.878895ms,true,-,May  8 14:17:06.342229344
990.040024ms,true,-,May  8 14:17:06.342250570
193.955603ms,true,-,May  8 14:17:06.342288905
900.36933ms,true,-,May  8 14:17:06.342304022
498.489211ms,true,-,May  8 14:17:06.342304785
309.668386ms,true,-,May  8 14:17:06.342325203
402.536869ms,true,-,May  8 14:17:06.342794498
310.416209ms,true,-,May  8 14:17:06.342887853
803.242299ms,true,-,May  8 14:17:06.342916625
1.402475326s,true,-,May  8 14:17:06.546685339
1.011267649s,true,-,May  8 14:17:06.546743918
914.127575ms,true,-,May  8 14:17:06.546803183
407.209923ms,true,-,May  8 14:17:06.546858183
706.724582ms,true,-,May  8 14:17:06.547035242
508.630227ms,true,-,May  8 14:17:06.547041879
1.305521389s,true,-,May  8 14:17:06.547061665
514.256312ms,true,-,May  8 14:17:06.547161856
1.007861088s,true,-,May  8 14:17:06.547179303
510.156562ms,true,-,May  8 14:17:06.547347762
514.906131ms,true,-,May  8 14:17:06.547399260
703.259042ms,true,-,May  8 14:17:06.547476605
505.950902ms,true,-,May  8 14:17:06.547516326
1.007356996s,true,-,May  8 14:17:06.547565400
609.71698ms,true,-,May  8 14:17:06.547577894
1.407153066s,true,-,May  8 14:17:06.547600055
1.012208147s,true,-,May  8 14:17:06.547613847
1.112020136s,true,-,May  8 14:17:06.547662322
701.680203ms,true,-,May  8 14:17:06.547671203
510.026308ms,true,-,May  8 14:17:06.547686366
1.19499282s,true,-,May  8 14:17:06.547697205
608.697487ms,true,-,May  8 14:17:06.547717605
1.304161073s,true,-,May  8 14:17:06.547738841
708.174347ms,true,-,May  8 14:17:06.547754372
1.304794586s,true,-,May  8 14:17:06.547760057
710.025605ms,true,-,May  8 14:17:06.547769633
1.110624201s,true,-,May  8 14:17:06.547771658
1.31291477s,true,-,May  8 14:17:06.547798459
609.270459ms,true,-,May  8 14:17:06.547832595
609.80367ms,true,-,May  8 14:17:06.547866045
1.012921894s,true,-,May  8 14:17:06.547868303
1.610623238s,true,-,May  8 14:17:06.547876330
1.006822497s,true,-,May  8 14:17:06.547915979
1.193289373s,true,-,May  8 14:17:06.547942603
698.054919ms,true,-,May  8 14:17:06.547956329
1.192638407s,true,-,May  8 14:17:06.547957371
1.192951064s,true,-,May  8 14:17:06.547958444
609.107333ms,true,-,May  8 14:17:06.547978649
410.83949ms,true,-,May  8 14:17:06.547991346
1.192399662s,true,-,May  8 14:17:06.548003892
1.402693945s,true,-,May  8 14:17:06.548025977
1.105040129s,true,-,May  8 14:17:06.548046867
1.307545229s,true,-,May  8 14:17:06.548061831
1.196455198s,true,-,May  8 14:17:06.548119800
1.19232718s,true,-,May  8 14:17:06.548132791
1.196717643s,true,-,May  8 14:17:06.548134753
512.714405ms,true,-,May  8 14:17:06.548151527
609.55629ms,true,-,May  8 14:17:06.548187430
609.656727ms,true,-,May  8 14:17:06.548199557
703.956546ms,true,-,May  8 14:17:06.548217551
703.937158ms,true,-,May  8 14:17:06.548331859
709.611243ms,true,-,May  8 14:17:06.548347235
1.10551869s,true,-,May  8 14:17:06.548354942
698.255499ms,true,-,May  8 14:17:06.548390624
1.011456713s,true,-,May  8 14:17:06.548964921
1.199408365s,true,-,May  8 14:17:06.549127611
1.193402662s,true,-,May  8 14:17:06.549210079
611.048951ms,true,-,May  8 14:17:06.549305335
1.409321341s,true,-,May  8 14:17:06.549361482
1.114216038s,true,-,May  8 14:17:06.549381331
1.305739992s,true,-,May  8 14:17:06.549398372
1.011942496s,true,-,May  8 14:17:06.549442042
1.01214399s,true,-,May  8 14:17:06.549514703
612.124285ms,true,-,May  8 14:17:06.550678372
611.51572ms,true,-,May  8 14:17:06.550814339
709.660716ms,true,-,May  8 14:17:06.550833368
612.198978ms,true,-,May  8 14:17:06.550833954
705.335262ms,true,-,May  8 14:17:06.550877312
702.405717ms,true,-,May  8 14:17:06.550958789
1.402607883s,true,-,May  8 14:17:06.550972209
918.542598ms,true,-,May  8 14:17:06.550995045
1.108555373s,true,-,May  8 14:17:06.551013902
1.014454938s,true,-,May  8 14:17:06.551074874
1.404219835s,true,-,May  8 14:17:06.551078667
1.10900555s,true,-,May  8 14:17:06.551135767
707.545124ms,true,-,May  8 14:17:06.551187796
710.39511ms,true,-,May  8 14:17:06.551197741
611.954281ms,true,-,May  8 14:17:06.551249187
612.720307ms,true,-,May  8 14:17:06.551265370
706.126857ms,true,-,May  8 14:17:06.551266038
705.361675ms,true,-,May  8 14:17:06.551305938
707.045199ms,true,-,May  8 14:17:06.551352295
1.10964743s,true,-,May  8 14:17:06.551368210
701.682235ms,true,-,May  8 14:17:06.551374490
612.123647ms,true,-,May  8 14:17:06.551407542
704.955339ms,true,-,May  8 14:17:06.551413147
612.730591ms,true,-,May  8 14:17:06.551429023
612.46378ms,true,-,May  8 14:17:06.551502591
918.890792ms,true,-,May  8 14:17:06.551506442
701.619452ms,true,-,May  8 14:17:06.551521800
1.015844081s,true,-,May  8 14:17:06.551557797
612.152311ms,true,-,May  8 14:17:06.551588638
707.623779ms,true,-,May  8 14:17:06.553255250
1.318460769s,true,-,May  8 14:17:06.553299066
614.616241ms,true,-,May  8 14:17:06.553393876
712.523871ms,true,-,May  8 14:17:06.553405362
920.996991ms,true,-,May  8 14:17:06.553415727
1.01337858s,true,-,May  8 14:17:06.553442824
1.017941009s,true,-,May  8 14:17:06.553484884
615.274722ms,true,-,May  8 14:17:06.553498040
1.013147463s,true,-,May  8 14:17:06.553541404
1.011912469s,true,-,May  8 14:17:06.553551431
1.408560907s,true,-,May  8 14:17:06.553591318
709.385377ms,true,-,May  8 14:17:06.553617897
1.017063279s,true,-,May  8 14:17:06.553618838
707.541037ms,true,-,May  8 14:17:06.553669039
614.957069ms,true,-,May  8 14:17:06.553991322
1.013385461s,true,-,May  8 14:17:06.554998726
715.97505ms,true,-,May  8 14:17:06.554999256
704.803039ms,true,-,May  8 14:17:06.555141359
1.200921438s,true,-,May  8 14:17:06.555818551
1.019554171s,true,-,May  8 14:17:06.556124148
1.200646954s,true,-,May  8 14:17:06.556129384
716.960972ms,true,-,May  8 14:17:06.556180580
709.901184ms,true,-,May  8 14:17:06.556346959
1.115719487s,true,-,May  8 14:17:06.556831134
712.974866ms,true,-,May  8 14:17:06.556845033
1.021790022s,true,-,May  8 14:17:06.556941273
1.120269083s,true,-,May  8 14:17:06.557096577
1.408740731s,true,-,May  8 14:17:06.557178647
1.318879074s,true,-,May  8 14:17:06.557236705
925.267366ms,true,-,May  8 14:17:06.557329177
707.755127ms,true,-,May  8 14:17:06.557359235
716.44224ms,true,-,May  8 14:17:06.557372924
1.202645608s,true,-,May  8 14:17:06.557477457
707.786464ms,true,-,May  8 14:17:06.557604652
1.017477963s,true,-,May  8 14:17:06.557618660
1.016023353s,true,-,May  8 14:17:06.557632524
1.021632253s,true,-,May  8 14:17:06.557633450
617.138447ms,true,-,May  8 14:17:06.557637505
924.203383ms,true,-,May  8 14:17:06.557686372
718.877243ms,true,-,May  8 14:17:06.557707713
708.525894ms,true,-,May  8 14:17:06.557732596
925.876989ms,true,-,May  8 14:17:06.557883027
1.410108993s,true,-,May  8 14:17:06.557886765
617.423877ms,true,-,May  8 14:17:06.557902674
1.202529596s,true,-,May  8 14:17:06.557903980
712.593862ms,true,-,May  8 14:17:06.557908734
1.20479643s,true,-,May  8 14:17:06.557922054
720.221693ms,true,-,May  8 14:17:06.557988302
1.411691259s,true,-,May  8 14:17:06.557993692
618.647414ms,true,-,May  8 14:17:06.558005535
1.315340506s,true,-,May  8 14:17:06.558057361
1.409584938s,true,-,May  8 14:17:06.558060164
1.411707011s,true,-,May  8 14:17:06.558062596
1.205271072s,true,-,May  8 14:17:06.558077543
1.019273934s,true,-,May  8 14:17:06.558164249
1.121228368s,true,-,May  8 14:17:06.558166450
718.306448ms,true,-,May  8 14:17:06.558198353
1.208155703s,true,-,May  8 14:17:06.558204016
1.018417198s,true,-,May  8 14:17:06.558216989
1.314915399s,true,-,May  8 14:17:06.558218926
1.615753065s,true,-,May  8 14:17:06.558236137
1.411149502s,true,-,May  8 14:17:06.558248712
1.020668061s,true,-,May  8 14:17:06.558255466
520.863059ms,true,-,May  8 14:17:06.558306799
1.023187099s,true,-,May  8 14:17:06.558316720
712.404552ms,true,-,May  8 14:17:06.558340884
926.579965ms,true,-,May  8 14:17:06.558358485
419.63986ms,true,-,May  8 14:17:06.558394349
926.215332ms,true,-,May  8 14:17:06.558419311
1.022506241s,true,-,May  8 14:17:06.558425651
926.803754ms,true,-,May  8 14:17:06.558625945
1.423250429s,true,-,May  8 14:17:06.559297679
1.206622847s,true,-,May  8 14:17:06.559382107
713.270702ms,true,-,May  8 14:17:06.559437767
719.859892ms,true,-,May  8 14:17:06.559512787
716.393481ms,true,-,May  8 14:17:06.559619268
715.503509ms,true,-,May  8 14:17:06.559627400
620.528856ms,true,-,May  8 14:17:06.559642896
622.198684ms,true,-,May  8 14:17:06.559717954
1.207353058s,true,-,May  8 14:17:06.559739073
1.022289435s,true,-,May  8 14:17:06.559792243
1.0184478s,true,-,May  8 14:17:06.559796953
621.965301ms,true,-,May  8 14:17:06.559804276
710.492248ms,true,-,May  8 14:17:06.559827124
1.024690212s,true,-,May  8 14:17:06.559893116
719.605541ms,true,-,May  8 14:17:06.559898550
926.521984ms,true,-,May  8 14:17:06.559913612
714.182601ms,true,-,May  8 14:17:06.559930427
928.090432ms,true,-,May  8 14:17:06.559941592
927.740514ms,true,-,May  8 14:17:06.559960345
719.415902ms,true,-,May  8 14:17:06.559969294
1.410987775s,true,-,May  8 14:17:06.559969507
1.208286584s,true,-,May  8 14:17:06.559984561
714.629293ms,true,-,May  8 14:17:06.560008957
714.092111ms,true,-,May  8 14:17:06.560021280
1.117488825s,true,-,May  8 14:17:06.560074313
715.982604ms,true,-,May  8 14:17:06.560107211
1.024310058s,true,-,May  8 14:17:06.560148838
1.024235129s,true,-,May  8 14:17:06.560149238
721.948228ms,true,-,May  8 14:17:06.560149048
714.420067ms,true,-,May  8 14:17:06.560172154
523.300915ms,true,-,May  8 14:17:06.560182763
716.142016ms,true,-,May  8 14:17:06.560200803
719.604911ms,true,-,May  8 14:17:06.560235865
928.189691ms,true,-,May  8 14:17:06.560490269
1.212749321s,true,-,May  8 14:17:06.560581223
1.119013067s,true,-,May  8 14:17:06.560619288
1.000383574s,true,-,May  8 14:17:06.632889265
1.488089236s,true,-,May  8 14:17:06.633025768
693.834262ms,true,-,May  8 14:17:06.633194467
1.199141393s,true,-,May  8 14:17:06.633431748
600.678283ms,true,-,May  8 14:17:06.633498100
788.594847ms,true,-,May  8 14:17:06.633631539
696.333793ms,true,-,May  8 14:17:06.633679211
784.135716ms,true,-,May  8 14:17:06.633804731
1.000376921s,true,-,May  8 14:17:06.633857724
1.281510692s,true,-,May  8 14:17:06.634057140
790.651794ms,true,-,May  8 14:17:06.634110512
1.098579915s,true,-,May  8 14:17:06.634307724
793.797182ms,true,-,May  8 14:17:06.634355545
789.037407ms,true,-,May  8 14:17:06.634514396
1.4890038s,true,-,May  8 14:17:06.635465119
602.856729ms,true,-,May  8 14:17:06.635508343
794.653502ms,true,-,May  8 14:17:06.635549777
786.076395ms,true,-,May  8 14:17:06.635549772
598.367715ms,true,-,May  8 14:17:06.635637246
790.470853ms,true,-,May  8 14:17:06.635723005
598.825255ms,true,-,May  8 14:17:06.635728923
495.989027ms,true,-,May  8 14:17:06.635768938
599.360376ms,true,-,May  8 14:17:06.635800444
599.129023ms,true,-,May  8 14:17:06.635817336
785.959289ms,true,-,May  8 14:17:06.635919138
1.100623241s,true,-,May  8 14:17:06.635946693
1.100079616s,true,-,May  8 14:17:06.635969367
498.660251ms,true,-,May  8 14:17:06.635987498
1.390902651s,true,-,May  8 14:17:06.636023037
797.595286ms,true,-,May  8 14:17:06.636056489
698.593745ms,true,-,May  8 14:17:06.636064356
791.200252ms,true,-,May  8 14:17:06.636153927
1.284381533s,true,-,May  8 14:17:06.636195147
1.283216835s,true,-,May  8 14:17:06.636197619
695.708202ms,true,-,May  8 14:17:06.636204567
1.281620392s,true,-,May  8 14:17:06.636206002
1.398812277s,true,-,May  8 14:17:06.636284419
698.527794ms,true,-,May  8 14:17:06.636285724
1.09959709s,true,-,May  8 14:17:06.636333100
1.004081728s,true,-,May  8 14:17:06.636410343
1.303086198s,true,-,May  8 14:17:06.838744870
899.453965ms,true,-,May  8 14:17:06.838744852
1.302925161s,true,-,May  8 14:17:06.838850866
1.302737707s,true,-,May  8 14:17:06.838854174
1.303483229s,true,-,May  8 14:17:06.838861293
698.383673ms,true,-,May  8 14:17:06.838898166
1.001783939s,true,-,May  8 14:17:06.838917384
1.489494008s,true,-,May  8 14:17:06.839562061
990.490305ms,true,-,May  8 14:17:06.839818118
1.397253686s,true,-,May  8 14:17:06.840014034
804.509906ms,true,-,May  8 14:17:06.840198940
900.19795ms,true,-,May  8 14:17:06.840449745
1.303067295s,true,-,May  8 14:17:06.840701758
804.30771ms,true,-,May  8 14:17:06.840891788
808.919028ms,true,-,May  8 14:17:06.841561889
1.30525363s,true,-,May  8 14:17:06.841804658
996.363521ms,true,-,May  8 14:17:06.842045887
802.059692ms,true,-,May  8 14:17:06.842250767
996.824377ms,true,-,May  8 14:17:06.842495940
1.697927979s,true,-,May  8 14:17:06.842691515
806.570195ms,true,-,May  8 14:17:06.842937475
1.600165101s,true,-,May  8 14:17:06.843117108
803.40529ms,true,-,May  8 14:17:06.843310945
1.488627576s,true,-,May  8 14:17:06.843516903
1.307121369s,true,-,May  8 14:17:06.843765423
1.304212359s,true,-,May  8 14:17:06.844092589
998.519731ms,true,-,May  8 14:17:06.844461848
812.260606ms,true,-,May  8 14:17:06.844696063
1.409267261s,true,-,May  8 14:17:06.844923987
1.005327042s,true,-,May  8 14:17:06.845128624
1.603791368s,true,-,May  8 14:17:06.845335556
1.309821159s,true,-,May  8 14:17:06.845576427
1.213518128s,true,-,May  8 14:17:06.845813158
1.403278462s,true,-,May  8 14:17:06.845984404
1.001990889s,true,-,May  8 14:17:06.846139957
1.310747371s,true,-,May  8 14:17:06.846240366
2.002013689s,true,-,May  8 14:17:06.846325750
996.537345ms,true,-,May  8 14:17:06.846333502
706.925891ms,true,-,May  8 14:17:06.846335565
1.493965823s,true,-,May  8 14:17:06.846362039
1.903589404s,true,-,May  8 14:17:06.846454575
1.002658097s,true,-,May  8 14:17:06.846475147
814.174351ms,true,-,May  8 14:17:06.846499675
809.159442ms,true,-,May  8 14:17:06.846553080
1.698118243s,true,-,May  8 14:17:06.846554575
1.214526693s,true,-,May  8 14:17:06.846564777
908.974032ms,true,-,May  8 14:17:06.846564992
1.497558498s,true,-,May  8 14:17:06.846667560
1.213637852s,true,-,May  8 14:17:06.846701428
813.815661ms,true,-,May  8 14:17:06.846714459
907.82601ms,true,-,May  8 14:17:06.846716973
507.125682ms,true,-,May  8 14:17:06.846755906
1.000656854s,true,-,May  8 14:17:06.846760420
996.820715ms,true,-,May  8 14:17:06.846763355
506.861639ms,true,-,May  8 14:17:06.846772273
1.006244598s,true,-,May  8 14:17:06.846812371
1.606310187s,true,-,May  8 14:17:06.846824072
605.26326ms,true,-,May  8 14:17:06.846889065
906.781414ms,true,-,May  8 14:17:06.846894333
1.405420551s,true,-,May  8 14:17:06.846914885
1.213409978s,true,-,May  8 14:17:06.846933013
1.009394049s,true,-,May  8 14:17:06.846934634
1.494591092s,true,-,May  8 14:17:06.846945257
908.959601ms,true,-,May  8 14:17:06.846995669
605.551303ms,true,-,May  8 14:17:06.847001547
507.84919ms,true,-,May  8 14:17:06.847059040
1.713414585s,true,-,May  8 14:17:06.847072323
1.703357241s,true,-,May  8 14:17:06.847072177
608.149595ms,true,-,May  8 14:17:06.847083414
1.494935623s,true,-,May  8 14:17:06.847088567
2.106763901s,true,-,May  8 14:17:06.847162003
997.93047ms,true,-,May  8 14:17:06.847170448
714.762178ms,true,-,May  8 14:17:06.847176286
1.311881239s,true,-,May  8 14:17:06.847187962
999.013928ms,true,-,May  8 14:17:06.847191974
908.449463ms,true,-,May  8 14:17:06.847249338
814.264889ms,true,-,May  8 14:17:06.847282576
809.873427ms,true,-,May  8 14:17:06.847282921
2.005724757s,true,-,May  8 14:17:06.847333979
814.263415ms,true,-,May  8 14:17:06.847335681
1.001766778s,true,-,May  8 14:17:06.847351102
811.190762ms,true,-,May  8 14:17:06.847367106
1.701836383s,true,-,May  8 14:17:06.847380540
810.479237ms,true,-,May  8 14:17:06.847412304
1.003886232s,true,-,May  8 14:17:06.847413548
608.526477ms,true,-,May  8 14:17:06.847418880
811.159917ms,true,-,May  8 14:17:06.847428714
909.650137ms,true,-,May  8 14:17:06.847443376
700.168446ms,true,-,May  8 14:17:06.847453114
810.067834ms,true,-,May  8 14:17:06.847502312
701.82213ms,true,-,May  8 14:17:06.849092768
610.371724ms,true,-,May  8 14:17:06.849097437
611.458462ms,true,-,May  8 14:17:06.849230612
713.791846ms,true,-,May  8 14:17:06.849286033
612.153147ms,true,-,May  8 14:17:06.849344051
701.077376ms,true,-,May  8 14:17:06.849375304
811.777126ms,true,-,May  8 14:17:06.849380056
702.336371ms,true,-,May  8 14:17:06.849398284
811.905299ms,true,-,May  8 14:17:06.849436320
610.976158ms,true,-,May  8 14:17:06.849461645
1.004214534s,true,-,May  8 14:17:06.849619474
714.113927ms,true,-,May  8 14:17:06.849626987
609.114306ms,true,-,May  8 14:17:06.849950606
613.99094ms,true,-,May  8 14:17:06.850005616
1.217212814s,true,-,May  8 14:17:06.850033262
714.383834ms,true,-,May  8 14:17:06.850087343
1.003773903s,true,-,May  8 14:17:06.850076282
701.940887ms,true,-,May  8 14:17:06.850115454
612.445969ms,true,-,May  8 14:17:06.850190280
510.868895ms,true,-,May  8 14:17:06.850319876
609.459185ms,true,-,May  8 14:17:06.850403860
714.58019ms,true,-,May  8 14:17:06.850437067
808.789724ms,true,-,May  8 14:17:06.850456149
609.697314ms,true,-,May  8 14:17:06.850610531
814.630425ms,true,-,May  8 14:17:06.850621529
818.901094ms,true,-,May  8 14:17:06.850653567
612.629449ms,true,-,May  8 14:17:06.850663972
813.101815ms,true,-,May  8 14:17:06.850669259
510.801257ms,true,-,May  8 14:17:06.850699833
714.959648ms,true,-,May  8 14:17:06.850781261
299.42254ms,true,-,May  8 14:17:06.850793230
812.363501ms,true,-,May  8 14:17:06.850796717
704.059255ms,true,-,May  8 14:17:06.850828348
610.023764ms,true,-,May  8 14:17:06.850930764
300.104602ms,true,-,May  8 14:17:06.850943045
703.503726ms,true,-,May  8 14:17:06.850953226
612.480981ms,true,-,May  8 14:17:06.850955076
610.311191ms,true,-,May  8 14:17:06.850974657
609.374498ms,true,-,May  8 14:17:06.850983115
609.910296ms,true,-,May  8 14:17:06.850987826
808.424879ms,true,-,May  8 14:17:06.851014971
1.009804042s,true,-,May  8 14:17:06.851016606
613.16787ms,true,-,May  8 14:17:06.851223169
811.21954ms,true,-,May  8 14:17:06.851268859
614.12049ms,true,-,May  8 14:17:06.851290174
509.39266ms,true,-,May  8 14:17:06.851318486
297.765896ms,true,-,May  8 14:17:06.851322635
300.397513ms,true,-,May  8 14:17:06.851476626
613.962162ms,true,-,May  8 14:17:06.851480162
300.680432ms,true,-,May  8 14:17:06.851499618
812.998417ms,true,-,May  8 14:17:06.851508193
715.723643ms,true,-,May  8 14:17:06.851511801
509.190426ms,true,-,May  8 14:17:06.851519656
808.963606ms,true,-,May  8 14:17:06.851523703
509.243751ms,true,-,May  8 14:17:06.851540413
615.753481ms,true,-,May  8 14:17:06.851561982
814.789357ms,true,-,May  8 14:17:06.851573377
613.853454ms,true,-,May  8 14:17:06.851612363
1.501257988s,true,-,May  8 14:17:06.851635991
300.807597ms,true,-,May  8 14:17:06.851643602
303.476226ms,true,-,May  8 14:17:06.851687410
815.06252ms,true,-,May  8 14:17:06.851706779
809.825957ms,true,-,May  8 14:17:06.851707325
719.319195ms,true,-,May  8 14:17:06.851725708
615.45531ms,true,-,May  8 14:17:06.851742968
913.294171ms,true,-,May  8 14:17:06.851766246
809.085471ms,true,-,May  8 14:17:06.851784567
611.124239ms,true,-,May  8 14:17:06.851800041
610.246533ms,true,-,May  8 14:17:06.851811971
510.659746ms,true,-,May  8 14:17:06.851831284
300.63104ms,true,-,May  8 14:17:06.851832815
613.456057ms,true,-,May  8 14:17:06.851843381
614.425114ms,true,-,May  8 14:17:06.851875952
611.408893ms,true,-,May  8 14:17:06.851881916
512.546888ms,true,-,May  8 14:17:06.851902500
510.573645ms,true,-,May  8 14:17:06.851926065
815.825ms,true,-,May  8 14:17:06.851950456
510.455449ms,true,-,May  8 14:17:06.851987201
690.284157ms,true,-,May  8 14:17:06.931612207
890.121611ms,true,-,May  8 14:17:06.932002077
590.654119ms,true,-,May  8 14:17:06.932011302
382.948676ms,true,-,May  8 14:17:06.932162262
694.950944ms,true,-,May  8 14:17:06.932238965
381.025093ms,true,-,May  8 14:17:06.932293341
785.122393ms,true,-,May  8 14:17:06.932312159
590.424018ms,true,-,May  8 14:17:06.932319468
785.37683ms,true,-,May  8 14:17:06.932341973
381.480829ms,true,-,May  8 14:17:06.932456241
385.600003ms,true,-,May  8 14:17:06.932464689
384.152373ms,true,-,May  8 14:17:06.932497341
693.974701ms,true,-,May  8 14:17:06.932499808
695.575357ms,true,-,May  8 14:17:06.932509555
381.712669ms,true,-,May  8 14:17:06.932594922
384.640928ms,true,-,May  8 14:17:06.932666508
896.287886ms,true,-,May  8 14:17:06.932694523
785.384379ms,true,-,May  8 14:17:06.932703299
591.436288ms,true,-,May  8 14:17:06.932767973
800.675143ms,true,-,May  8 14:17:06.932818159
788.27725ms,true,-,May  8 14:17:06.932823900
1.094396098s,true,-,May  8 14:17:06.932871988
591.153428ms,true,-,May  8 14:17:06.932922447
799.741675ms,true,-,May  8 14:17:06.932935910
900.295117ms,true,-,May  8 14:17:06.932970671
896.838516ms,true,-,May  8 14:17:06.932999188
694.541111ms,true,-,May  8 14:17:06.933036474
890.50484ms,true,-,May  8 14:17:06.933085435
385.058989ms,true,-,May  8 14:17:06.933109709
694.833869ms,true,-,May  8 14:17:06.933159492
697.084383ms,true,-,May  8 14:17:06.933166902
591.885628ms,true,-,May  8 14:17:06.933294126
385.80089ms,true,-,May  8 14:17:06.933320942
694.900237ms,true,-,May  8 14:17:06.933451921
898.185921ms,true,-,May  8 14:17:06.935153939
693.863751ms,true,-,May  8 14:17:06.935377255
788.586308ms,true,-,May  8 14:17:06.935617364
700.040997ms,true,-,May  8 14:17:06.935805831
594.892257ms,true,-,May  8 14:17:06.936032701
694.841907ms,true,-,May  8 14:17:06.936234989
700.320259ms,true,-,May  8 14:17:06.936458331
701.679289ms,true,-,May  8 14:17:06.937360484
390.094395ms,true,-,May  8 14:17:06.937497823
789.41084ms,true,-,May  8 14:17:06.937553852
389.936527ms,true,-,May  8 14:17:06.937601962
384.214239ms,true,-,May  8 14:17:06.937635042
384.402763ms,true,-,May  8 14:17:06.937707251
790.734589ms,true,-,May  8 14:17:06.937709483
