
Number of requests,Medium response time,Error percentage,Throughput
66000,796.042385ms,0,672.6082574304675
Type,Requests per second,Duration,
rest,10000,3s,
rest,12000,3s,
Response time,Success,Error,End time
6.850774ms,true,-,May  8 14:26:14.544323228
856.568574ms,true,-,May  8 14:26:14.544428056
1.189684221s,true,-,May  8 14:26:14.544493718
1.199281352s,true,-,May  8 14:26:14.544989800
97.434711ms,true,-,May  8 14:26:14.545183070
212.836482ms,true,-,May  8 14:26:14.545672500
596.905209ms,true,-,May  8 14:26:14.545765215
707.326039ms,true,-,May  8 14:26:14.546108677
298.292575ms,true,-,May  8 14:26:14.546277813
694.300388ms,true,-,May  8 14:26:14.546922257
912.664673ms,true,-,May  8 14:26:14.547186168
112.00628ms,true,-,May  8 14:26:14.547553922
506.171349ms,true,-,May  8 14:26:14.547622195
187.916896ms,true,-,May  8 14:26:14.632291473
376.140294ms,true,-,May  8 14:26:14.632383780
589.595353ms,true,-,May  8 14:26:14.633354957
697.020835ms,true,-,May  8 14:26:14.633360207
495.502681ms,true,-,May  8 14:26:14.633373868
788.027342ms,true,-,May  8 14:26:14.633409259
1.955361291s,true,-,May  8 14:26:14.633579532
585.948874ms,true,-,May  8 14:26:14.634652500
190.681242ms,true,-,May  8 14:26:14.635614257
702.428659ms,true,-,May  8 14:26:14.635781491
188.505195ms,true,-,May  8 14:26:14.636055076
1.002943467s,true,-,May  8 14:26:14.638162454
701.782482ms,true,-,May  8 14:26:14.638234482
1.289949728s,true,-,May  8 14:26:14.638243772
689.439356ms,true,-,May  8 14:26:14.638267896
692.930932ms,true,-,May  8 14:26:14.641554629
607.471522ms,true,-,May  8 14:26:14.641641478
294.923843ms,true,-,May  8 14:26:14.642635126
603.570169ms,true,-,May  8 14:26:14.644332748
700.616148ms,true,-,May  8 14:26:14.644433604
200.345623ms,true,-,May  8 14:26:14.644912394
310.044512ms,true,-,May  8 14:26:14.646599105
200.175174ms,true,-,May  8 14:26:14.646729099
13.657471ms,true,-,May  8 14:26:14.647038221
13.583876ms,true,-,May  8 14:26:14.647168662
208.754314ms,true,-,May  8 14:26:14.647509938
399.817827ms,true,-,May  8 14:26:14.647596823
100.146066ms,true,-,May  8 14:26:14.647774771
14.475655ms,true,-,May  8 14:26:14.647838033
190.957238ms,true,-,May  8 14:26:14.647987252
101.727585ms,true,-,May  8 14:26:14.648011127
484.35947ms,true,-,May  8 14:26:14.648023630
710.738762ms,true,-,May  8 14:26:14.648036000
100.890694ms,true,-,May  8 14:26:14.648079364
15.708303ms,true,-,May  8 14:26:14.648196221
115.196461ms,true,-,May  8 14:26:14.648234261
500.142115ms,true,-,May  8 14:26:14.648282937
106.143873ms,true,-,May  8 14:26:14.648285590
14.960731ms,true,-,May  8 14:26:14.648377919
105.895632ms,true,-,May  8 14:26:14.648472212
312.519236ms,true,-,May  8 14:26:14.648513392
101.868531ms,true,-,May  8 14:26:14.648796744
315.655219ms,true,-,May  8 14:26:14.648812600
15.528152ms,true,-,May  8 14:26:14.648895620
195.746446ms,true,-,May  8 14:26:14.649037556
709.526415ms,true,-,May  8 14:26:14.649122558
208.158846ms,true,-,May  8 14:26:14.650035935
191.192033ms,true,-,May  8 14:26:14.650272132
403.91262ms,true,-,May  8 14:26:14.650569229
207.689092ms,true,-,May  8 14:26:14.650786022
1.299693049s,true,-,May  8 14:26:14.651658311
1.096936837s,true,-,May  8 14:26:14.652236157
213.545628ms,true,-,May  8 14:26:14.652300470
713.974637ms,true,-,May  8 14:26:14.652361568
516.944996ms,true,-,May  8 14:26:14.652543426
105.116391ms,true,-,May  8 14:26:14.652674306
106.659394ms,true,-,May  8 14:26:14.652771180
110.757921ms,true,-,May  8 14:26:14.653230459
715.131582ms,true,-,May  8 14:26:14.653518140
789.56339ms,true,-,May  8 14:26:14.653523662
320.377329ms,true,-,May  8 14:26:14.653769433
879.765096ms,true,-,May  8 14:26:14.732101238
1.187557246s,true,-,May  8 14:26:14.732210572
784.566969ms,true,-,May  8 14:26:14.732554083
700.377115ms,true,-,May  8 14:26:14.732735960
692.482714ms,true,-,May  8 14:26:14.732739467
473.761238ms,true,-,May  8 14:26:14.732741516
399.602752ms,true,-,May  8 14:26:14.733199874
394.8451ms,true,-,May  8 14:26:14.733251073
297.485244ms,true,-,May  8 14:26:14.736316496
278.705931ms,true,-,May  8 14:26:14.736340497
401.238232ms,true,-,May  8 14:26:14.736728676
391.521995ms,true,-,May  8 14:26:14.737617903
288.722492ms,true,-,May  8 14:26:14.737950174
286.750173ms,true,-,May  8 14:26:14.737989048
193.32614ms,true,-,May  8 14:26:14.738320929
195.095668ms,true,-,May  8 14:26:14.738421663
1.103609489s,true,-,May  8 14:26:14.738575718
799.612418ms,true,-,May  8 14:26:14.738607242
592.359117ms,true,-,May  8 14:26:14.738662179
601.02718ms,true,-,May  8 14:26:14.738800503
207.687906ms,true,-,May  8 14:26:14.740722226
1.198082246s,true,-,May  8 14:26:14.740753693
198.310929ms,true,-,May  8 14:26:14.740753661
592.972858ms,true,-,May  8 14:26:14.740845738
401.93663ms,true,-,May  8 14:26:14.741120794
99.255825ms,true,-,May  8 14:26:14.741780226
492.191358ms,true,-,May  8 14:26:14.741857341
100.275127ms,true,-,May  8 14:26:14.742022274
94.456481ms,true,-,May  8 14:26:14.742058582
482.477643ms,true,-,May  8 14:26:14.742306107
300.776574ms,true,-,May  8 14:26:14.742545926
99.994642ms,true,-,May  8 14:26:14.742601808
207.149228ms,true,-,May  8 14:26:14.742853776
805.608251ms,true,-,May  8 14:26:14.742910074
595.507312ms,true,-,May  8 14:26:14.743050016
576.711821ms,true,-,May  8 14:26:14.743286659
408.021901ms,true,-,May  8 14:26:14.744017491
95.358004ms,true,-,May  8 14:26:14.744161803
887.463256ms,true,-,May  8 14:26:14.744233402
1.69664551s,true,-,May  8 14:26:14.744265510
199.954341ms,true,-,May  8 14:26:14.744385814
893.582011ms,true,-,May  8 14:26:14.744434988
296.699464ms,true,-,May  8 14:26:14.744475004
286.287205ms,true,-,May  8 14:26:14.744483739
880.312945ms,true,-,May  8 14:26:14.744642998
486.377484ms,true,-,May  8 14:26:14.744861310
612.080677ms,true,-,May  8 14:26:14.745359758
809.353979ms,true,-,May  8 14:26:14.745645789
906.010293ms,true,-,May  8 14:26:14.745671257
407.168298ms,true,-,May  8 14:26:14.746190331
193.768616ms,true,-,May  8 14:26:14.832088183
189.790539ms,true,-,May  8 14:26:14.832291883
793.857177ms,true,-,May  8 14:26:14.832739186
95.652052ms,true,-,May  8 14:26:14.832895807
500.636739ms,true,-,May  8 14:26:14.836010041
577.349071ms,true,-,May  8 14:26:14.836100944
500.907964ms,true,-,May  8 14:26:14.836261721
900.049313ms,true,-,May  8 14:26:14.836272910
296.639291ms,true,-,May  8 14:26:14.837115557
204.709612ms,true,-,May  8 14:26:14.837145454
1.285910309s,true,-,May  8 14:26:14.837389652
578.734287ms,true,-,May  8 14:26:14.837413440
301.618139ms,true,-,May  8 14:26:14.837677394
195.609096ms,true,-,May  8 14:26:14.838217952
388.904227ms,true,-,May  8 14:26:14.838226803
903.826886ms,true,-,May  8 14:26:14.838243955
184.731259ms,true,-,May  8 14:26:14.838253875
1.203486949s,true,-,May  8 14:26:14.838267334
385.913453ms,true,-,May  8 14:26:14.838295779
990.457396ms,true,-,May  8 14:26:14.838498645
1.502752504s,true,-,May  8 14:26:14.838686962
190.724804ms,true,-,May  8 14:26:14.839766322
3.438746ms,true,-,May  8 14:26:14.840589089
101.792919ms,true,-,May  8 14:26:14.840604239
101.940545ms,true,-,May  8 14:26:14.840607091
4.600298ms,true,-,May  8 14:26:14.840880506
1.309170896s,true,-,May  8 14:26:14.841850106
582.192348ms,true,-,May  8 14:26:14.842050437
806.105542ms,true,-,May  8 14:26:14.842131725
199.524861ms,true,-,May  8 14:26:14.842145369
592.147493ms,true,-,May  8 14:26:14.842485383
904.988075ms,true,-,May  8 14:26:14.843301990
102.483555ms,true,-,May  8 14:26:14.843336024
196.382868ms,true,-,May  8 14:26:14.843426759
403.03669ms,true,-,May  8 14:26:14.843674861
1.094282709s,true,-,May  8 14:26:14.844082333
111.080263ms,true,-,May  8 14:26:14.844336079
100.554403ms,true,-,May  8 14:26:14.844828508
1.209935579s,true,-,May  8 14:26:14.844905305
202.374586ms,true,-,May  8 14:26:14.844999646
202.707178ms,true,-,May  8 14:26:14.845291245
207.746161ms,true,-,May  8 14:26:14.845356268
395.706633ms,true,-,May  8 14:26:14.845376011
1.163194211s,true,-,May  8 14:26:14.845393469
13.358507ms,true,-,May  8 14:26:14.845579596
8.426838ms,true,-,May  8 14:26:14.845822265
1.211123521s,true,-,May  8 14:26:14.846049740
505.099027ms,true,-,May  8 14:26:14.846311477
708.441793ms,true,-,May  8 14:26:14.846317255
301.966632ms,true,-,May  8 14:26:14.847155848
304.030946ms,true,-,May  8 14:26:14.847442588
597.349677ms,true,-,May  8 14:26:14.847674546
105.831267ms,true,-,May  8 14:26:14.847862858
16.047918ms,true,-,May  8 14:26:14.848348054
107.633103ms,true,-,May  8 14:26:14.848396866
200.972489ms,true,-,May  8 14:26:14.848964959
105.269815ms,true,-,May  8 14:26:14.849437759
210.479902ms,true,-,May  8 14:26:14.853038751
519.997179ms,true,-,May  8 14:26:14.853079352
315.639279ms,true,-,May  8 14:26:14.853218493
605.451068ms,true,-,May  8 14:26:14.853418542
111.404211ms,true,-,May  8 14:26:14.853468071
394.351747ms,true,-,May  8 14:26:14.853526510
187.333092ms,true,-,May  8 14:26:14.932705014
290.174762ms,true,-,May  8 14:26:14.932708271
983.037587ms,true,-,May  8 14:26:14.933242995
189.058355ms,true,-,May  8 14:26:14.933296239
188.978371ms,true,-,May  8 14:26:14.933376317
93.622015ms,true,-,May  8 14:26:14.933392715
285.56059ms,true,-,May  8 14:26:14.933403203
97.246161ms,true,-,May  8 14:26:14.933514058
1.299174708s,true,-,May  8 14:26:14.933517727
685.904345ms,true,-,May  8 14:26:14.933624596
291.347552ms,true,-,May  8 14:26:14.933940743
592.832619ms,true,-,May  8 14:26:14.934302225
291.723053ms,true,-,May  8 14:26:14.934341447
93.162225ms,true,-,May  8 14:26:14.935017919
1.073871118s,true,-,May  8 14:26:14.935043040
292.625898ms,true,-,May  8 14:26:14.935183202
89.299035ms,true,-,May  8 14:26:14.935353556
93.403109ms,true,-,May  8 14:26:14.935540919
297.972653ms,true,-,May  8 14:26:14.936353180
392.401405ms,true,-,May  8 14:26:14.936902400
1.298843837s,true,-,May  8 14:26:14.937023078
1.086205539s,true,-,May  8 14:26:14.937063003
196.398714ms,true,-,May  8 14:26:14.937130377
488.066744ms,true,-,May  8 14:26:14.937269020
199.74491ms,true,-,May  8 14:26:14.937701238
2.003077214s,true,-,May  8 14:26:14.938495159
98.066488ms,true,-,May  8 14:26:14.938677826
296.164613ms,true,-,May  8 14:26:14.938781666
393.408961ms,true,-,May  8 14:26:14.939181349
1.083964339s,true,-,May  8 14:26:14.939220871
98.612588ms,true,-,May  8 14:26:14.939223758
988.352857ms,true,-,May  8 14:26:14.939225999
301.212216ms,true,-,May  8 14:26:14.939227937
296.706185ms,true,-,May  8 14:26:14.939259052
301.102104ms,true,-,May  8 14:26:14.939271005
287.756955ms,true,-,May  8 14:26:14.939583187
791.591871ms,true,-,May  8 14:26:14.940388921
682.91495ms,true,-,May  8 14:26:14.941612076
9.359784ms,true,-,May  8 14:26:14.942455958
1.308142154s,true,-,May  8 14:26:14.942839245
300.450468ms,true,-,May  8 14:26:14.942989791
300.569604ms,true,-,May  8 14:26:14.943061604
510.68987ms,true,-,May  8 14:26:14.943080658
1.105339037s,true,-,May  8 14:26:14.943146889
300.617059ms,true,-,May  8 14:26:14.943167794
300.60501ms,true,-,May  8 14:26:14.943208406
97.416927ms,true,-,May  8 14:26:14.943243975
197.648848ms,true,-,May  8 14:26:14.943323826
998.05904ms,true,-,May  8 14:26:14.943557168
2.25723358s,true,-,May  8 14:26:14.943564766
205.954584ms,true,-,May  8 14:26:14.943576944
205.323894ms,true,-,May  8 14:26:14.943904734
608.007482ms,true,-,May  8 14:26:14.944006490
199.766017ms,true,-,May  8 14:26:14.944253939
301.876975ms,true,-,May  8 14:26:14.944496270
7.223567ms,true,-,May  8 14:26:14.944929295
302.353843ms,true,-,May  8 14:26:14.944943808
308.95701ms,true,-,May  8 14:26:14.945018099
9.677ms,true,-,May  8 14:26:14.945035026
302.645319ms,true,-,May  8 14:26:14.945165894
1.394106174s,true,-,May  8 14:26:14.945239541
1.793885313s,true,-,May  8 14:26:14.945682946
300.843414ms,true,-,May  8 14:26:14.945764988
7.361065ms,true,-,May  8 14:26:14.946630441
304.778707ms,true,-,May  8 14:26:14.947395141
8.44486ms,true,-,May  8 14:26:14.947674736
8.509373ms,true,-,May  8 14:26:14.947784896
8.761325ms,true,-,May  8 14:26:14.948349573
183.585742ms,true,-,May  8 14:26:15.031987063
186.132504ms,true,-,May  8 14:26:15.032447903
1.398780775s,true,-,May  8 14:26:15.033529698
1.48433342s,true,-,May  8 14:26:15.036241540
197.923256ms,true,-,May  8 14:26:15.036613952
784.274625ms,true,-,May  8 14:26:15.036661237
585.586046ms,true,-,May  8 14:26:15.036695556
499.139786ms,true,-,May  8 14:26:15.036733209
503.722293ms,true,-,May  8 14:26:15.036895276
191.537134ms,true,-,May  8 14:26:15.036897511
204.060669ms,true,-,May  8 14:26:15.036965031
592.637007ms,true,-,May  8 14:26:15.036966023
996.645148ms,true,-,May  8 14:26:15.037073841
871.975455ms,true,-,May  8 14:26:15.037225415
398.611517ms,true,-,May  8 14:26:15.041159436
693.828662ms,true,-,May  8 14:26:15.041208107
191.833355ms,true,-,May  8 14:26:15.041394802
1.406510242s,true,-,May  8 14:26:15.041396267
309.17917ms,true,-,May  8 14:26:15.041400835
505.804093ms,true,-,May  8 14:26:15.041400753
404.302473ms,true,-,May  8 14:26:15.041539885
98.377795ms,true,-,May  8 14:26:15.041550558
199.602748ms,true,-,May  8 14:26:15.041753658
1.098139035s,true,-,May  8 14:26:15.042099364
506.950338ms,true,-,May  8 14:26:15.042742490
297.997852ms,true,-,May  8 14:26:15.042862962
1.105262482s,true,-,May  8 14:26:15.043130348
205.178906ms,true,-,May  8 14:26:15.043478527
202.717689ms,true,-,May  8 14:26:15.043601656
401.429894ms,true,-,May  8 14:26:15.043995597
196.219523ms,true,-,May  8 14:26:15.044087123
301.4393ms,true,-,May  8 14:26:15.044356439
502.902235ms,true,-,May  8 14:26:15.044510936
111.18234ms,true,-,May  8 14:26:15.044593910
107.542932ms,true,-,May  8 14:26:15.044612985
597.097404ms,true,-,May  8 14:26:15.044858117
402.325769ms,true,-,May  8 14:26:15.044908218
403.283775ms,true,-,May  8 14:26:15.045895232
395.212246ms,true,-,May  8 14:26:15.046002022
1.097795728s,true,-,May  8 14:26:15.046641382
404.039661ms,true,-,May  8 14:26:15.046670775
1.69307421s,true,-,May  8 14:26:15.046744298
401.087178ms,true,-,May  8 14:26:15.049373154
713.13625ms,true,-,May  8 14:26:15.049991546
7.124832ms,true,-,May  8 14:26:15.049992993
803.501422ms,true,-,May  8 14:26:15.050083356
6.070622ms,true,-,May  8 14:26:15.050163944
317.626477ms,true,-,May  8 14:26:15.050368354
106.551922ms,true,-,May  8 14:26:15.051053751
884.184318ms,true,-,May  8 14:26:15.051238838
408.741337ms,true,-,May  8 14:26:15.051347710
312.899491ms,true,-,May  8 14:26:15.051542203
7.291369ms,true,-,May  8 14:26:15.051808553
8.706522ms,true,-,May  8 14:26:15.051842682
20.927245ms,true,-,May  8 14:26:15.053387518
118.841277ms,true,-,May  8 14:26:15.053868087
115.864321ms,true,-,May  8 14:26:15.054649523
10.172523ms,true,-,May  8 14:26:15.054791769
11.35881ms,true,-,May  8 14:26:15.054845769
225.794828ms,true,-,May  8 14:26:15.058540875
122.999551ms,true,-,May  8 14:26:15.058546069
416.079051ms,true,-,May  8 14:26:15.058601331
13.068778ms,true,-,May  8 14:26:15.059076877
22.380005ms,true,-,May  8 14:26:15.059082000
22.481439ms,true,-,May  8 14:26:15.059112257
15.130112ms,true,-,May  8 14:26:15.059131769
123.949234ms,true,-,May  8 14:26:15.059139690
22.257431ms,true,-,May  8 14:26:15.059159856
14.363949ms,true,-,May  8 14:26:15.059279082
14.506373ms,true,-,May  8 14:26:15.059370953
14.834957ms,true,-,May  8 14:26:15.059433221
10.186913ms,true,-,May  8 14:26:15.059567500
417.323116ms,true,-,May  8 14:26:15.059857857
16.015939ms,true,-,May  8 14:26:15.060378316
490.363885ms,true,-,May  8 14:26:15.132876219
96.403015ms,true,-,May  8 14:26:15.133145761
189.96915ms,true,-,May  8 14:26:15.133979340
480.613754ms,true,-,May  8 14:26:15.134141606
496.297517ms,true,-,May  8 14:26:15.134176735
482.408054ms,true,-,May  8 14:26:15.134191725
900.923611ms,true,-,May  8 14:26:15.134309241
491.796143ms,true,-,May  8 14:26:15.134327184
795.358743ms,true,-,May  8 14:26:15.134343549
392.045024ms,true,-,May  8 14:26:15.134355998
291.016183ms,true,-,May  8 14:26:15.134356131
391.297896ms,true,-,May  8 14:26:15.134356367
391.142121ms,true,-,May  8 14:26:15.134439369
491.960086ms,true,-,May  8 14:26:15.134528003
591.565406ms,true,-,May  8 14:26:15.135270017
497.876231ms,true,-,May  8 14:26:15.135284108
483.498592ms,true,-,May  8 14:26:15.135491350
192.572877ms,true,-,May  8 14:26:15.135901148
188.160327ms,true,-,May  8 14:26:15.135955587
503.095072ms,true,-,May  8 14:26:15.138716119
286.011009ms,true,-,May  8 14:26:15.139240685
497.907682ms,true,-,May  8 14:26:15.140483998
1.290952775s,true,-,May  8 14:26:15.142877105
198.066542ms,true,-,May  8 14:26:15.143089042
106.467072ms,true,-,May  8 14:26:15.143449998
200.774392ms,true,-,May  8 14:26:15.143840425
405.811229ms,true,-,May  8 14:26:15.144137449
805.300143ms,true,-,May  8 14:26:15.144313421
107.054788ms,true,-,May  8 14:26:15.144319607
211.661263ms,true,-,May  8 14:26:15.144489780
598.950252ms,true,-,May  8 14:26:15.144628742
212.623302ms,true,-,May  8 14:26:15.146145719
494.087745ms,true,-,May  8 14:26:15.146394237
109.794ms,true,-,May  8 14:26:15.146768892
1.111101196s,true,-,May  8 14:26:15.147092447
504.78841ms,true,-,May  8 14:26:15.147386723
203.533079ms,true,-,May  8 14:26:15.147441726
705.679001ms,true,-,May  8 14:26:15.147452825
505.08954ms,true,-,May  8 14:26:15.147641370
496.127994ms,true,-,May  8 14:26:15.147796948
603.70366ms,true,-,May  8 14:26:15.148032981
114.316412ms,true,-,May  8 14:26:15.148103130
310.826951ms,true,-,May  8 14:26:15.148244913
405.701751ms,true,-,May  8 14:26:15.148335650
500.147408ms,true,-,May  8 14:26:15.148528540
506.020345ms,true,-,May  8 14:26:15.148541883
709.940412ms,true,-,May  8 14:26:15.148584302
506.413915ms,true,-,May  8 14:26:15.149036852
506.613933ms,true,-,May  8 14:26:15.149208624
1.293650492s,true,-,May  8 14:26:15.149320035
500.871586ms,true,-,May  8 14:26:15.149346880
99.552049ms,true,-,May  8 14:26:15.149568248
507.165727ms,true,-,May  8 14:26:15.149706363
511.62377ms,true,-,May  8 14:26:15.149875671
814.737199ms,true,-,May  8 14:26:15.150067977
112.996263ms,true,-,May  8 14:26:15.150078484
385.167577ms,true,-,May  8 14:26:15.232327440
195.81809ms,true,-,May  8 14:26:15.232720512
190.324708ms,true,-,May  8 14:26:15.233073571
974.229045ms,true,-,May  8 14:26:15.233245073
189.64888ms,true,-,May  8 14:26:15.233256675
298.241108ms,true,-,May  8 14:26:15.233292007
294.329752ms,true,-,May  8 14:26:15.233514865
591.12589ms,true,-,May  8 14:26:15.233724578
1.882029429s,true,-,May  8 14:26:15.233971675
289.378003ms,true,-,May  8 14:26:15.234310942
184.644796ms,true,-,May  8 14:26:15.234642380
391.306443ms,true,-,May  8 14:26:15.234737568
91.098119ms,true,-,May  8 14:26:15.234945228
1.549726835s,true,-,May  8 14:26:15.236172480
1.286907519s,true,-,May  8 14:26:15.237875993
1.386827886s,true,-,May  8 14:26:15.237899788
1.384576265s,true,-,May  8 14:26:15.237987547
496.968055ms,true,-,May  8 14:26:15.238096932
900.602317ms,true,-,May  8 14:26:15.238959017
786.820286ms,true,-,May  8 14:26:15.239087053
992.146641ms,true,-,May  8 14:26:15.239874036
394.360189ms,true,-,May  8 14:26:15.240681091
589.058136ms,true,-,May  8 14:26:15.240773110
504.219147ms,true,-,May  8 14:26:15.240958626
598.406831ms,true,-,May  8 14:26:15.241020809
1.605844577s,true,-,May  8 14:26:15.241187558
1.303080662s,true,-,May  8 14:26:15.241586961
3.857179ms,true,-,May  8 14:26:15.241745212
7.554374ms,true,-,May  8 14:26:15.241874088
298.843278ms,true,-,May  8 14:26:15.241993087
599.726811ms,true,-,May  8 14:26:15.242239194
599.8107ms,true,-,May  8 14:26:15.242402655
6.898848ms,true,-,May  8 14:26:15.243077291
5.162417ms,true,-,May  8 14:26:15.243264023
600.875056ms,true,-,May  8 14:26:15.243449624
310.351013ms,true,-,May  8 14:26:15.243604330
207.349882ms,true,-,May  8 14:26:15.243608940
5.707136ms,true,-,May  8 14:26:15.243701937
3.472242ms,true,-,May  8 14:26:15.244435189
391.059801ms,true,-,May  8 14:26:15.244531937
998.971859ms,true,-,May  8 14:26:15.245545550
5.394601ms,true,-,May  8 14:26:15.246082419
5.09585ms,true,-,May  8 14:26:15.246123431
603.711796ms,true,-,May  8 14:26:15.246296482
6.046696ms,true,-,May  8 14:26:15.246826518
998.065974ms,true,-,May  8 14:26:15.247705975
5.891811ms,true,-,May  8 14:26:15.247771766
3.342437ms,true,-,May  8 14:26:15.247781861
601.37998ms,true,-,May  8 14:26:15.248893515
7.307065ms,true,-,May  8 14:26:15.248899761
1.481669384s,true,-,May  8 14:26:15.332120013
87.542007ms,true,-,May  8 14:26:15.333093032
90.885708ms,true,-,May  8 14:26:15.333130215
88.643789ms,true,-,May  8 14:26:15.333181076
695.861065ms,true,-,May  8 14:26:15.333183703
1.164491913s,true,-,May  8 14:26:15.333302529
997.795367ms,true,-,May  8 14:26:15.333338032
696.639383ms,true,-,May  8 14:26:15.333624873
495.417253ms,true,-,May  8 14:26:15.333640382
90.437018ms,true,-,May  8 14:26:15.333705693
100.499606ms,true,-,May  8 14:26:15.333759613
997.257982ms,true,-,May  8 14:26:15.335812820
693.6603ms,true,-,May  8 14:26:15.336163718
1.401992119s,true,-,May  8 14:26:15.338985583
697.179679ms,true,-,May  8 14:26:15.339740266
697.270491ms,true,-,May  8 14:26:15.339892865
893.877567ms,true,-,May  8 14:26:15.340584042
395.77895ms,true,-,May  8 14:26:15.340948315
396.385683ms,true,-,May  8 14:26:15.341335570
698.957234ms,true,-,May  8 14:26:15.341469120
699.533053ms,true,-,May  8 14:26:15.342076908
609.878591ms,true,-,May  8 14:26:15.342624031
507.724217ms,true,-,May  8 14:26:15.345956930
299.375256ms,true,-,May  8 14:26:15.346123244
885.253261ms,true,-,May  8 14:26:15.346126307
411.884379ms,true,-,May  8 14:26:15.346202514
1.095490008s,true,-,May  8 14:26:15.346231591
1.711074475s,true,-,May  8 14:26:15.346309221
112.647977ms,true,-,May  8 14:26:15.346378727
703.850635ms,true,-,May  8 14:26:15.346422853
12.808226ms,true,-,May  8 14:26:15.346439305
2.01392287s,true,-,May  8 14:26:15.346503515
897.622533ms,true,-,May  8 14:26:15.346542475
305.473091ms,true,-,May  8 14:26:15.346640047
305.338161ms,true,-,May  8 14:26:15.346754985
1.397014584s,true,-,May  8 14:26:15.346917113
699.283579ms,true,-,May  8 14:26:15.347365406
99.58561ms,true,-,May  8 14:26:15.347365557
705.014222ms,true,-,May  8 14:26:15.347617901
402.074415ms,true,-,May  8 14:26:15.347843256
114.81576ms,true,-,May  8 14:26:15.348337981
705.900191ms,true,-,May  8 14:26:15.348458507
15.401038ms,true,-,May  8 14:26:15.348502044
706.041126ms,true,-,May  8 14:26:15.348639959
706.264516ms,true,-,May  8 14:26:15.348787737
102.505756ms,true,-,May  8 14:26:15.348808003
706.315266ms,true,-,May  8 14:26:15.348886273
110.986447ms,true,-,May  8 14:26:15.348895492
114.920884ms,true,-,May  8 14:26:15.348897044
1.308611003s,true,-,May  8 14:26:15.348917823
510.665312ms,true,-,May  8 14:26:15.348923422
508.444483ms,true,-,May  8 14:26:15.349038666
695.380737ms,true,-,May  8 14:26:15.349153926
904.717544ms,true,-,May  8 14:26:15.349198669
511.009537ms,true,-,May  8 14:26:15.349261118
1.013380955s,true,-,May  8 14:26:15.349353133
308.237614ms,true,-,May  8 14:26:15.349640734
307.66808ms,true,-,May  8 14:26:15.349773147
807.179466ms,true,-,May  8 14:26:15.349942155
2.317818346s,true,-,May  8 14:26:15.350092299
407.057538ms,true,-,May  8 14:26:15.350141193
216.229372ms,true,-,May  8 14:26:15.350378952
1.417852825s,true,-,May  8 14:26:15.350503941
16.814324ms,true,-,May  8 14:26:15.350526197
612.599056ms,true,-,May  8 14:26:15.350594115
707.615699ms,true,-,May  8 14:26:15.350678869
506.398177ms,true,-,May  8 14:26:15.351307017
116.676612ms,true,-,May  8 14:26:15.351328912
506.532037ms,true,-,May  8 14:26:15.351366458
18.276064ms,true,-,May  8 14:26:15.351466583
18.342131ms,true,-,May  8 14:26:15.351530720
112.661282ms,true,-,May  8 14:26:15.351627163
709.03843ms,true,-,May  8 14:26:15.351637369
108.60055ms,true,-,May  8 14:26:15.351683092
108.146059ms,true,-,May  8 14:26:15.351761625
709.423152ms,true,-,May  8 14:26:15.352002353
415.799618ms,true,-,May  8 14:26:15.352159534
709.711221ms,true,-,May  8 14:26:15.352198290
204.106267ms,true,-,May  8 14:26:15.352746620
596.356653ms,true,-,May  8 14:26:15.432374331
184.730641ms,true,-,May  8 14:26:15.432516415
391.738044ms,true,-,May  8 14:26:15.433274683
790.840154ms,true,-,May  8 14:26:15.433367352
200.113277ms,true,-,May  8 14:26:15.433381269
786.662086ms,true,-,May  8 14:26:15.433397660
99.783539ms,true,-,May  8 14:26:15.433432037
784.756966ms,true,-,May  8 14:26:15.433883304
791.467739ms,true,-,May  8 14:26:15.434075046
300.08843ms,true,-,May  8 14:26:15.434075697
287.381374ms,true,-,May  8 14:26:15.434478878
2.088121694s,true,-,May  8 14:26:15.434481631
791.984323ms,true,-,May  8 14:26:15.434502041
1.484627262s,true,-,May  8 14:26:15.434515836
701.313042ms,true,-,May  8 14:26:15.434517643
495.379309ms,true,-,May  8 14:26:15.434610724
202.643469ms,true,-,May  8 14:26:15.435941979
395.677655ms,true,-,May  8 14:26:15.437235317
95.901487ms,true,-,May  8 14:26:15.437243005
188.371103ms,true,-,May  8 14:26:15.437268122
298.550638ms,true,-,May  8 14:26:15.437276262
101.099479ms,true,-,May  8 14:26:15.437279128
700.832629ms,true,-,May  8 14:26:15.437276253
288.353789ms,true,-,May  8 14:26:15.437396022
1.098977389s,true,-,May  8 14:26:15.437437466
784.21338ms,true,-,May  8 14:26:15.437447496
1.102075114s,true,-,May  8 14:26:15.440672924
399.264888ms,true,-,May  8 14:26:15.440808863
105.858308ms,true,-,May  8 14:26:15.441847464
194.392437ms,true,-,May  8 14:26:15.442106208
96.639561ms,true,-,May  8 14:26:15.443026204
196.943978ms,true,-,May  8 14:26:15.443031470
595.40431ms,true,-,May  8 14:26:15.443083261
494.75587ms,true,-,May  8 14:26:15.443143119
509.544841ms,true,-,May  8 14:26:15.443173553
393.324085ms,true,-,May  8 14:26:15.443413287
97.911111ms,true,-,May  8 14:26:15.445533925
804.089862ms,true,-,May  8 14:26:15.446623273
905.058429ms,true,-,May  8 14:26:15.446664045
114.607901ms,true,-,May  8 14:26:15.446928683
798.953255ms,true,-,May  8 14:26:15.446980588
97.910435ms,true,-,May  8 14:26:15.447067297
