
Number of requests,Medium response time,Error percentage,Throughput
102.685769ms,true,-,May  8 14:22:51.663793113
102.966991ms,true,-,May  8 14:22:51.663947027
100.624602ms,true,-,May  8 14:22:51.664065902
102.631373ms,true,-,May  8 14:22:51.664194854
101.100404ms,true,-,May  8 14:22:51.664452682
102.264235ms,true,-,May  8 14:22:51.665029830
103.847891ms,true,-,May  8 14:22:51.665076245
101.82452ms,true,-,May  8 14:22:51.665222406
104.10167ms,true,-,May  8 14:22:51.665243821
101.899855ms,true,-,May  8 14:22:51.665346951
102.020512ms,true,-,May  8 14:22:51.665355405
103.282248ms,true,-,May  8 14:22:51.665513697
102.748927ms,true,-,May  8 14:22:51.665686744
109.888895ms,true,-,May  8 14:22:51.671373536
17.899547ms,true,-,May  8 14:22:51.671478296
110.083987ms,true,-,May  8 14:22:51.671547919
110.735319ms,true,-,May  8 14:22:51.671610543
110.350923ms,true,-,May  8 14:22:51.671760356
108.976737ms,true,-,May  8 14:22:51.671783188
16.75441ms,true,-,May  8 14:22:51.671807659
110.820961ms,true,-,May  8 14:22:51.672374050
19.394482ms,true,-,May  8 14:22:51.674229491
111.932692ms,true,-,May  8 14:22:51.675186416
114.31852ms,true,-,May  8 14:22:51.675764593
21.768557ms,true,-,May  8 14:22:51.676182080
21.381049ms,true,-,May  8 14:22:51.676235439
113.756285ms,true,-,May  8 14:22:51.676381476
114.296521ms,true,-,May  8 14:22:51.676411093
22.810142ms,true,-,May  8 14:22:51.676594368
115.363284ms,true,-,May  8 14:22:51.676719009
88.698088ms,true,-,May  8 14:22:51.676737856
113.518463ms,true,-,May  8 14:22:51.676752900
115.922057ms,true,-,May  8 14:22:51.676783950
23.257855ms,true,-,May  8 14:22:51.676800203
22.934334ms,true,-,May  8 14:22:51.677161834
23.484636ms,true,-,May  8 14:22:51.677264208
116.664935ms,true,-,May  8 14:22:51.677965245
24.913947ms,true,-,May  8 14:22:51.678285627
117.937995ms,true,-,May  8 14:22:51.678815819
115.7273ms,true,-,May  8 14:22:51.678989746
25.42043ms,true,-,May  8 14:22:51.679015649
118.305816ms,true,-,May  8 14:22:51.679057711
25.171797ms,true,-,May  8 14:22:51.679081121
118.115104ms,true,-,May  8 14:22:51.679138507
115.924208ms,true,-,May  8 14:22:51.679193113
24.18183ms,true,-,May  8 14:22:51.679337421
116.710886ms,true,-,May  8 14:22:51.679526181
24.529543ms,true,-,May  8 14:22:51.679790527
14.492589ms,true,-,May  8 14:22:51.679870543
14.393434ms,true,-,May  8 14:22:51.679911320
5.80337ms,true,-,May  8 14:22:51.680043057
12.206656ms,true,-,May  8 14:22:51.684585784
8.70975ms,true,-,May  8 14:22:51.684896350
8.246466ms,true,-,May  8 14:22:51.684989662
6.210988ms,true,-,May  8 14:22:51.685031560
9.841085ms,true,-,May  8 14:22:51.685041263
8.578891ms,true,-,May  8 14:22:51.685393205
9.838802ms,true,-,May  8 14:22:51.685609343
9.747373ms,true,-,May  8 14:22:51.686179174
10.783295ms,true,-,May  8 14:22:51.687028241
11.485215ms,true,-,May  8 14:22:51.688084685
62.29769ms,true,-,May  8 14:22:51.733913519
62.792626ms,true,-,May  8 14:22:51.734591624
57.002693ms,true,-,May  8 14:22:51.737015478
72.727069ms,true,-,May  8 14:22:51.738087804
66.835352ms,true,-,May  8 14:22:51.738214853
61.152943ms,true,-,May  8 14:22:51.738324732
59.351341ms,true,-,May  8 14:22:51.738348219
58.86339ms,true,-,May  8 14:22:51.738654546
67.215262ms,true,-,May  8 14:22:51.738765657
177.671724ms,true,-,May  8 14:22:51.739237316
67.44405ms,true,-,May  8 14:22:51.739263885
178.617585ms,true,-,May  8 14:22:51.739557694
74.092704ms,true,-,May  8 14:22:51.739799232
51.985709ms,true,-,May  8 14:22:51.740076150
75.081241ms,true,-,May  8 14:22:51.740329624
55.395394ms,true,-,May  8 14:22:51.740440399
63.776201ms,true,-,May  8 14:22:51.740500174
70.842945ms,true,-,May  8 14:22:51.742326358
81.504453ms,true,-,May  8 14:22:51.744539982
183.252515ms,true,-,May  8 14:22:51.744541814
82.095836ms,true,-,May  8 14:22:51.744542253
72.785573ms,true,-,May  8 14:22:51.744551335
181.783733ms,true,-,May  8 14:22:51.744615712
183.830513ms,true,-,May  8 14:22:51.744716916
88.544528ms,true,-,May  8 14:22:51.744732440
58.592987ms,true,-,May  8 14:22:51.744778745
181.77792ms,true,-,May  8 14:22:51.744868964
66.33608ms,true,-,May  8 14:22:51.745535367
81.454621ms,true,-,May  8 14:22:51.745654480
84.702459ms,true,-,May  8 14:22:51.745711304
90.347113ms,true,-,May  8 14:22:51.746034901
84.486445ms,true,-,May  8 14:22:51.748283960
92.968944ms,true,-,May  8 14:22:51.748301922
186.841524ms,true,-,May  8 14:22:51.748326735
62.758352ms,true,-,May  8 14:22:51.748371808
92.282457ms,true,-,May  8 14:22:51.748493551
91.592718ms,true,-,May  8 14:22:51.748587308
99.682511ms,true,-,May  8 14:22:51.748692158
93.158606ms,true,-,May  8 14:22:51.748883464
94.575809ms,true,-,May  8 14:22:51.750666799
86.706482ms,true,-,May  8 14:22:51.751166107
94.978962ms,true,-,May  8 14:22:51.751281527
73.20648ms,true,-,May  8 14:22:51.751497752
66.290747ms,true,-,May  8 14:22:51.751690646
91.283245ms,true,-,May  8 14:22:51.751934412
89.093145ms,true,-,May  8 14:22:51.753164199
92.991603ms,true,-,May  8 14:22:51.753649032
69.262533ms,true,-,May  8 14:22:51.754296419
20.24858ms,true,-,May  8 14:22:51.754297176
76.390857ms,true,-,May  8 14:22:51.754363455
93.180512ms,true,-,May  8 14:22:51.754370743
98.256999ms,true,-,May  8 14:22:51.754457666
95.665564ms,true,-,May  8 14:22:51.754457592
191.301216ms,true,-,May  8 14:22:51.754589029
98.645959ms,true,-,May  8 14:22:51.754625076
105.606035ms,true,-,May  8 14:22:51.754691740
78.400248ms,true,-,May  8 14:22:51.754789918
91.280344ms,true,-,May  8 14:22:51.754887440
192.792166ms,true,-,May  8 14:22:51.755022250
96.402947ms,true,-,May  8 14:22:51.755207254
101.174486ms,true,-,May  8 14:22:51.757004056
194.3158ms,true,-,May  8 14:22:51.757011465
101.16611ms,true,-,May  8 14:22:51.757058549
77.307911ms,true,-,May  8 14:22:51.757183485
195.759925ms,true,-,May  8 14:22:51.757295435
101.423609ms,true,-,May  8 14:22:51.757304486
81.80326ms,true,-,May  8 14:22:51.758564174
95.322805ms,true,-,May  8 14:22:51.758895202
94.954608ms,true,-,May  8 14:22:51.758912644
93.852569ms,true,-,May  8 14:22:51.758933193
169.581028ms,true,-,May  8 14:22:51.832063852
147.545177ms,true,-,May  8 14:22:51.832447435
170.983836ms,true,-,May  8 14:22:51.832454434
173.845351ms,true,-,May  8 14:22:51.832563395
272.020764ms,true,-,May  8 14:22:51.832883817
88.613007ms,true,-,May  8 14:22:51.834158782
149.199667ms,true,-,May  8 14:22:51.834192999
169.35271ms,true,-,May  8 14:22:51.834386683
96.946896ms,true,-,May  8 14:22:51.835043094
169.818123ms,true,-,May  8 14:22:51.835044439
155.984407ms,true,-,May  8 14:22:51.835154950
158.903716ms,true,-,May  8 14:22:51.835692548
172.637669ms,true,-,May  8 14:22:51.835721893
156.801116ms,true,-,May  8 14:22:51.835822570
157.033434ms,true,-,May  8 14:22:51.837080123
175.148056ms,true,-,May  8 14:22:51.838079162
158.674105ms,true,-,May  8 14:22:51.838090147
81.082037ms,true,-,May  8 14:22:51.838381573
161.131697ms,true,-,May  8 14:22:51.838405191
83.926476ms,true,-,May  8 14:22:51.838414301
175.942442ms,true,-,May  8 14:22:51.838485947
86.838002ms,true,-,May  8 14:22:51.838535312
84.916845ms,true,-,May  8 14:22:51.838574378
92.855965ms,true,-,May  8 14:22:51.838574378
92.666218ms,true,-,May  8 14:22:51.840997456
8.489474ms,true,-,May  8 14:22:51.841056105
161.672772ms,true,-,May  8 14:22:51.841204344
84.114186ms,true,-,May  8 14:22:51.841305206
278.267374ms,true,-,May  8 14:22:51.841453109
90.346331ms,true,-,May  8 14:22:51.841526569
87.146886ms,true,-,May  8 14:22:51.841526815
99.337157ms,true,-,May  8 14:22:51.841671387
8.785213ms,true,-,May  8 14:22:51.841673295
96.980833ms,true,-,May  8 14:22:51.841766746
86.970965ms,true,-,May  8 14:22:51.841863390
162.693745ms,true,-,May  8 14:22:51.841870536
105.328147ms,true,-,May  8 14:22:51.843666547
86.369828ms,true,-,May  8 14:22:51.843677604
254.609141ms,true,-,May  8 14:22:51.933950171
186.046732ms,true,-,May  8 14:22:51.934439457
200.25167ms,true,-,May  8 14:22:51.934850431
194.775028ms,true,-,May  8 14:22:51.934858069
180.076015ms,true,-,May  8 14:22:51.934872938
102.810929ms,true,-,May  8 14:22:51.936974303
376.086735ms,true,-,May  8 14:22:51.936974598
182.525994ms,true,-,May  8 14:22:51.936995155
197.75245ms,true,-,May  8 14:22:51.936996329
181.803114ms,true,-,May  8 14:22:51.937015965
278.277801ms,true,-,May  8 14:22:51.937016557
192.463033ms,true,-,May  8 14:22:51.937021587
375.520482ms,true,-,May  8 14:22:51.937053326
185.575998ms,true,-,May  8 14:22:51.937079350
105.258749ms,true,-,May  8 14:22:51.937724259
183.050085ms,true,-,May  8 14:22:51.937745834
198.230068ms,true,-,May  8 14:22:51.937797732
199.248219ms,true,-,May  8 14:22:51.938026106
105.913695ms,true,-,May  8 14:22:51.938156626
189.577168ms,true,-,May  8 14:22:51.938273380
96.597612ms,true,-,May  8 14:22:51.938275014
278.884001ms,true,-,May  8 14:22:51.938288550
195.262656ms,true,-,May  8 14:22:51.939942976
201.588014ms,true,-,May  8 14:22:51.939944450
182.936975ms,true,-,May  8 14:22:51.939944875
185.584831ms,true,-,May  8 14:22:51.939954807
104.844208ms,true,-,May  8 14:22:51.940002725
277.902966ms,true,-,May  8 14:22:51.940220240
187.252856ms,true,-,May  8 14:22:51.941687915
103.439392ms,true,-,May  8 14:22:51.941824877
103.693484ms,true,-,May  8 14:22:51.942231827
193.819765ms,true,-,May  8 14:22:51.942411779
185.842454ms,true,-,May  8 14:22:51.942904975
197.245744ms,true,-,May  8 14:22:51.942909783
189.737605ms,true,-,May  8 14:22:51.942920636
198.165488ms,true,-,May  8 14:22:51.943039346
192.681402ms,true,-,May  8 14:22:51.943382118
99.826917ms,true,-,May  8 14:22:51.943499070
104.904997ms,true,-,May  8 14:22:51.943499223
101.915584ms,true,-,May  8 14:22:51.943784671
197.818811ms,true,-,May  8 14:22:51.943862241
109.465094ms,true,-,May  8 14:22:51.944514260
110.390823ms,true,-,May  8 14:22:51.946088192
108.359952ms,true,-,May  8 14:22:51.946454512
202.011231ms,true,-,May  8 14:22:51.946558848
259.58973ms,true,-,May  8 14:22:51.946625750
201.889152ms,true,-,May  8 14:22:51.946652762
201.934266ms,true,-,May  8 14:22:51.946679041
105.518006ms,true,-,May  8 14:22:51.946727051
108.389615ms,true,-,May  8 14:22:51.946799768
206.364413ms,true,-,May  8 14:22:51.946812463
105.33556ms,true,-,May  8 14:22:51.946887068
105.896886ms,true,-,May  8 14:22:51.946958253
12.888047ms,true,-,May  8 14:22:51.946961802
188.490329ms,true,-,May  8 14:22:51.947158231
210.186966ms,true,-,May  8 14:22:51.947327640
384.124175ms,true,-,May  8 14:22:51.947350703
108.862388ms,true,-,May  8 14:22:51.947440805
199.111329ms,true,-,May  8 14:22:51.947442654
192.422096ms,true,-,May  8 14:22:51.947451718
199.268624ms,true,-,May  8 14:22:51.947557024
190.651899ms,true,-,May  8 14:22:51.947681261
188.770609ms,true,-,May  8 14:22:51.947709245
113.362106ms,true,-,May  8 14:22:51.947755103
115.5183ms,true,-,May  8 14:22:51.947971722
193.344229ms,true,-,May  8 14:22:51.947986831
114.185934ms,true,-,May  8 14:22:51.948383377
208.101125ms,true,-,May  8 14:22:51.948609444
208.285433ms,true,-,May  8 14:22:51.948622221
209.996177ms,true,-,May  8 14:22:51.948662950
112.292195ms,true,-,May  8 14:22:51.950780718
16.371426ms,true,-,May  8 14:22:51.950819189
109.414751ms,true,-,May  8 14:22:51.950872543
115.141915ms,true,-,May  8 14:22:51.950969161
16.296709ms,true,-,May  8 14:22:51.951163348
197.012533ms,true,-,May  8 14:22:51.951317716
109.687572ms,true,-,May  8 14:22:51.951565984
200.51047ms,true,-,May  8 14:22:51.952450390
115.587689ms,true,-,May  8 14:22:51.952672617
198.089906ms,true,-,May  8 14:22:51.952682912
210.485106ms,true,-,May  8 14:22:51.955338844
271.109071ms,true,-,May  8 14:22:51.955740543
18.783779ms,true,-,May  8 14:22:51.955763428
112.187994ms,true,-,May  8 14:22:51.955874475
211.156237ms,true,-,May  8 14:22:51.955886105
294.827257ms,true,-,May  8 14:22:51.955892986
120.911346ms,true,-,May  8 14:22:51.955959833
114.690553ms,true,-,May  8 14:22:51.956229243
120.65667ms,true,-,May  8 14:22:51.956381677
216.592797ms,true,-,May  8 14:22:51.956399373
218.20101ms,true,-,May  8 14:22:51.956422255
20.469461ms,true,-,May  8 14:22:51.957594073
116.487306ms,true,-,May  8 14:22:51.958164490
120.910271ms,true,-,May  8 14:22:51.958997390
20.984763ms,true,-,May  8 14:22:51.959014734
117.592258ms,true,-,May  8 14:22:51.959365998
22.336213ms,true,-,May  8 14:22:51.959365999
21.647707ms,true,-,May  8 14:22:51.959397811
22.311814ms,true,-,May  8 14:22:51.959397807
192.636764ms,true,-,May  8 14:22:52.033642933
192.323815ms,true,-,May  8 14:22:52.033655094
98.799452ms,true,-,May  8 14:22:52.033655070
85.898681ms,true,-,May  8 14:22:52.033660726
96.521209ms,true,-,May  8 14:22:52.033669723
86.105445ms,true,-,May  8 14:22:52.033670279
294.406841ms,true,-,May  8 14:22:52.033681051
372.659819ms,true,-,May  8 14:22:52.033685283
195.267159ms,true,-,May  8 14:22:52.033684855
274.776398ms,true,-,May  8 14:22:52.033697406
278.528529ms,true,-,May  8 14:22:52.037432774
79.546087ms,true,-,May  8 14:22:52.037712042
286.497417ms,true,-,May  8 14:22:52.037841384
289.757571ms,true,-,May  8 14:22:52.038260023
90.938897ms,true,-,May  8 14:22:52.038298677
91.201821ms,true,-,May  8 14:22:52.038658361
98.8812ms,true,-,May  8 14:22:52.038842119
101.125356ms,true,-,May  8 14:22:52.038929223
91.502621ms,true,-,May  8 14:22:52.038946995
290.133687ms,true,-,May  8 14:22:52.039020645
88.520874ms,true,-,May  8 14:22:52.039492489
92.345677ms,true,-,May  8 14:22:52.039796264
101.76724ms,true,-,May  8 14:22:52.040058765
97.086115ms,true,-,May  8 14:22:52.040131092
103.145395ms,true,-,May  8 14:22:52.040208231
103.640487ms,true,-,May  8 14:22:52.040976860
84.639599ms,true,-,May  8 14:22:52.041066308
96.364617ms,true,-,May  8 14:22:52.042927612
94.80331ms,true,-,May  8 14:22:52.043469924
95.889138ms,true,-,May  8 14:22:52.043574824
93.006819ms,true,-,May  8 14:22:52.043882448
97.423845ms,true,-,May  8 14:22:52.044055640
102.299513ms,true,-,May  8 14:22:52.044075390
100.64031ms,true,-,May  8 14:22:52.044213665
88.425898ms,true,-,May  8 14:22:52.044320822
89.018293ms,true,-,May  8 14:22:52.044363901
6.092853ms,true,-,May  8 14:22:52.044374655
106.370856ms,true,-,May  8 14:22:52.044532383
7.356791ms,true,-,May  8 14:22:52.044795371
107.931893ms,true,-,May  8 14:22:52.044933310
85.934042ms,true,-,May  8 14:22:52.044934024
85.618741ms,true,-,May  8 14:22:52.045021687
88.697957ms,true,-,May  8 14:22:52.045082703
105.07778ms,true,-,May  8 14:22:52.045304304
89.48383ms,true,-,May  8 14:22:52.045369220
107.805098ms,true,-,May  8 14:22:52.045534924
103.34931ms,true,-,May  8 14:22:52.045594150
89.657287ms,true,-,May  8 14:22:52.045624375
7.322487ms,true,-,May  8 14:22:52.045633781
101.211392ms,true,-,May  8 14:22:52.045731905
90.306311ms,true,-,May  8 14:22:52.046051663
86.760267ms,true,-,May  8 14:22:52.046163226
102.389354ms,true,-,May  8 14:22:52.046256348
102.832055ms,true,-,May  8 14:22:52.046409848
106.308149ms,true,-,May  8 14:22:52.046424262
108.148355ms,true,-,May  8 14:22:52.046427048
99.589152ms,true,-,May  8 14:22:52.046551542
99.881977ms,true,-,May  8 14:22:52.046568678
105.337943ms,true,-,May  8 14:22:52.048259896
181.245885ms,true,-,May  8 14:22:52.132083988
184.36567ms,true,-,May  8 14:22:52.132097847
180.447629ms,true,-,May  8 14:22:52.132512845
195.289386ms,true,-,May  8 14:22:52.133568200
186.780704ms,true,-,May  8 14:22:52.133599825
186.462809ms,true,-,May  8 14:22:52.133626844
186.857783ms,true,-,May  8 14:22:52.133747914
190.856949ms,true,-,May  8 14:22:52.133765974
187.406607ms,true,-,May  8 14:22:52.133867369
183.206971ms,true,-,May  8 14:22:52.135360358
176.69107ms,true,-,May  8 14:22:52.135709632
185.088602ms,true,-,May  8 14:22:52.135873728
93.756213ms,true,-,May  8 14:22:52.137338464
190.118128ms,true,-,May  8 14:22:52.137480719
197.515425ms,true,-,May  8 14:22:52.137524160
181.394305ms,true,-,May  8 14:22:52.137813010
194.666911ms,true,-,May  8 14:22:52.138060714
191.390866ms,true,-,May  8 14:22:52.138192864
189.740008ms,true,-,May  8 14:22:52.138353501
197.906256ms,true,-,May  8 14:22:52.139737935
181.495011ms,true,-,May  8 14:22:52.140866011
188.455554ms,true,-,May  8 14:22:52.140910453
201.024589ms,true,-,May  8 14:22:52.140978353
107.145593ms,true,-,May  8 14:22:52.140998789
95.990373ms,true,-,May  8 14:22:52.141528679
107.997833ms,true,-,May  8 14:22:52.141738668
190.009029ms,true,-,May  8 14:22:52.142168394
189.504747ms,true,-,May  8 14:22:52.142181697
102.701541ms,true,-,May  8 14:22:52.142202533
186.307725ms,true,-,May  8 14:22:52.142209185
97.315872ms,true,-,May  8 14:22:52.142261127
102.206561ms,true,-,May  8 14:22:52.142275004
199.869239ms,true,-,May  8 14:22:52.142286714
199.553209ms,true,-,May  8 14:22:52.142479655
196.844585ms,true,-,May  8 14:22:52.143810251
98.144347ms,true,-,May  8 14:22:52.144699027
11.434576ms,true,-,May  8 14:22:52.145048708
101.19751ms,true,-,May  8 14:22:52.145279894
102.871976ms,true,-,May  8 14:22:52.147302409
9.026395ms,true,-,May  8 14:22:52.147388622
103.499453ms,true,-,May  8 14:22:52.147393922
199.186048ms,true,-,May  8 14:22:52.147574485
195.050266ms,true,-,May  8 14:22:52.147736723
101.683485ms,true,-,May  8 14:22:52.147739359
114.195019ms,true,-,May  8 14:22:52.147964418
6.723795ms,true,-,May  8 14:22:52.148900570
104.092707ms,true,-,May  8 14:22:52.148915508
13.051771ms,true,-,May  8 14:22:52.148933065
107.956134ms,true,-,May  8 14:22:52.148940057
112.504181ms,true,-,May  8 14:22:52.150349774
105.104509ms,true,-,May  8 14:22:52.150414958
204.677327ms,true,-,May  8 14:22:52.150771541
113.536629ms,true,-,May  8 14:22:52.151260677
111.259635ms,true,-,May  8 14:22:52.151404551
111.298528ms,true,-,May  8 14:22:52.151514647
108.606682ms,true,-,May  8 14:22:52.151542575
192.177732ms,true,-,May  8 14:22:52.151548892
10.503463ms,true,-,May  8 14:22:52.152712198
11.9479ms,true,-,May  8 14:22:52.152865575
119.235436ms,true,-,May  8 14:22:52.152990629
12.192526ms,true,-,May  8 14:22:52.153726902
109.522747ms,true,-,May  8 14:22:52.153748072
108.120502ms,true,-,May  8 14:22:52.153748903
114.904175ms,true,-,May  8 14:22:52.153750820
120.044295ms,true,-,May  8 14:22:52.153887134
115.80033ms,true,-,May  8 14:22:52.154735682
211.579219ms,true,-,May  8 14:22:52.155390361
110.240071ms,true,-,May  8 14:22:52.155839160
22.394351ms,true,-,May  8 14:22:52.156028474
23.386917ms,true,-,May  8 14:22:52.156965431
116.629688ms,true,-,May  8 14:22:52.157703361
111.436028ms,true,-,May  8 14:22:52.158007623
15.838158ms,true,-,May  8 14:22:52.158322964
292.656773ms,true,-,May  8 14:22:52.232701546
276.942373ms,true,-,May  8 14:22:52.232710781
100.191509ms,true,-,May  8 14:22:52.232716816
286.108481ms,true,-,May  8 14:22:52.232838875
189.863976ms,true,-,May  8 14:22:52.233341877
194.532875ms,true,-,May  8 14:22:52.233484109
277.237976ms,true,-,May  8 14:22:52.233489134
98.036209ms,true,-,May  8 14:22:52.233498339
189.172115ms,true,-,May  8 14:22:52.233500961
275.909385ms,true,-,May  8 14:22:52.233507308
296.792858ms,true,-,May  8 14:22:52.234002971
97.371944ms,true,-,May  8 14:22:52.234866558
203.28773ms,true,-,May  8 14:22:52.241949898
196.317636ms,true,-,May  8 14:22:52.241955901
94.137881ms,true,-,May  8 14:22:52.242132959
97.464029ms,true,-,May  8 14:22:52.242171359
197.133981ms,true,-,May  8 14:22:52.242220235
93.333452ms,true,-,May  8 14:22:52.242281275
104.278291ms,true,-,May  8 14:22:52.242346345
197.813206ms,true,-,May  8 14:22:52.242353467
196.012678ms,true,-,May  8 14:22:52.242443502
198.191966ms,true,-,May  8 14:22:52.242571058
194.367438ms,true,-,May  8 14:22:52.242634310
208.987092ms,true,-,May  8 14:22:52.242823101
92.549498ms,true,-,May  8 14:22:52.242989336
102.141274ms,true,-,May  8 14:22:52.243148151
111.009221ms,true,-,May  8 14:22:52.243195060
294.732183ms,true,-,May  8 14:22:52.243358746
102.492652ms,true,-,May  8 14:22:52.243365805
198.001192ms,true,-,May  8 14:22:52.243375337
105.851563ms,true,-,May  8 14:22:52.243384899
203.697287ms,true,-,May  8 14:22:52.243502772
101.255671ms,true,-,May  8 14:22:52.243527550
209.756848ms,true,-,May  8 14:22:52.243537390
92.135544ms,true,-,May  8 14:22:52.243545813
92.390018ms,true,-,May  8 14:22:52.243657286
93.344423ms,true,-,May  8 14:22:52.243741583
198.086765ms,true,-,May  8 14:22:52.243821370
201.627659ms,true,-,May  8 14:22:52.246600160
207.8032ms,true,-,May  8 14:22:52.246827152
213.147063ms,true,-,May  8 14:22:52.246987285
113.312124ms,true,-,May  8 14:22:52.247084624
300.952946ms,true,-,May  8 14:22:52.247610727
214.191648ms,true,-,May  8 14:22:52.247927516
100.226254ms,true,-,May  8 14:22:52.248025680
108.519576ms,true,-,May  8 14:22:52.248266845
111.048377ms,true,-,May  8 14:22:52.248401999
204.880877ms,true,-,May  8 14:22:52.248946144
98.463939ms,true,-,May  8 14:22:52.249242702
90.941319ms,true,-,May  8 14:22:52.249269418
286.318676ms,true,-,May  8 14:22:52.332485393
91.285545ms,true,-,May  8 14:22:52.333736811
91.564299ms,true,-,May  8 14:22:52.333793652
93.088319ms,true,-,May  8 14:22:52.335054478
93.15569ms,true,-,May  8 14:22:52.335734899
93.579235ms,true,-,May  8 14:22:52.335770253
289.734604ms,true,-,May  8 14:22:52.336161634
94.436694ms,true,-,May  8 14:22:52.336810023
94.600993ms,true,-,May  8 14:22:52.336953731
201.657854ms,true,-,May  8 14:22:52.337430164
179.781455ms,true,-,May  8 14:22:52.337489640
95.388614ms,true,-,May  8 14:22:52.337530586
199.710698ms,true,-,May  8 14:22:52.337530550
95.662851ms,true,-,May  8 14:22:52.337622202
94.099371ms,true,-,May  8 14:22:52.337644782
291.331467ms,true,-,May  8 14:22:52.337744174
196.881694ms,true,-,May  8 14:22:52.337867131
293.107296ms,true,-,May  8 14:22:52.338136976
390.209435ms,true,-,May  8 14:22:52.338184755
95.498876ms,true,-,May  8 14:22:52.338657913
390.925731ms,true,-,May  8 14:22:52.338915842
205.880366ms,true,-,May  8 14:22:52.339755216
190.929727ms,true,-,May  8 14:22:52.339877417
203.952146ms,true,-,May  8 14:22:52.342153491
194.930176ms,true,-,May  8 14:22:52.342287626
209.869886ms,true,-,May  8 14:22:52.342323288
296.304182ms,true,-,May  8 14:22:52.342563961
200.840386ms,true,-,May  8 14:22:52.342589797
188.876095ms,true,-,May  8 14:22:52.342635195
198.848476ms,true,-,May  8 14:22:52.342665469
100.392042ms,true,-,May  8 14:22:52.342692902
97.694579ms,true,-,May  8 14:22:52.344301212
10.768815ms,true,-,May  8 14:22:52.344548145
199.354298ms,true,-,May  8 14:22:52.344652434
9.069603ms,true,-,May  8 14:22:52.345237576
191.651133ms,true,-,May  8 14:22:52.345405391
12.937001ms,true,-,May  8 14:22:52.345630805
12.740518ms,true,-,May  8 14:22:52.346544339
113.443433ms,true,-,May  8 14:22:52.346578261
11.651066ms,true,-,May  8 14:22:52.346712128
204.464408ms,true,-,May  8 14:22:52.346750556
8.76906ms,true,-,May  8 14:22:52.346959272
106.163284ms,true,-,May  8 14:22:52.349737454
207.635769ms,true,-,May  8 14:22:52.349926913
